tract,area_id,area_name
17031243100,24,West Town
17031243200,24,West Town
17031243300,24,West Town
17031243400,24,West Town
17031243500,24,West Town
17031842300,24,West Town
17031250200,25,Austin
17031250300,25,Austin
17031250400,25,Austin
17031250500,25,Austin
17031250600,25,Austin
17031250700,25,Austin
17031250800,25,Austin
17031251000,25,Austin
17031251100,25,Austin
17031251200,25,Austin
17031251300,25,Austin
17031251400,25,Austin
17031251500,25,Austin
17031251600,25,Austin
17031251700,25,Austin
17031251800,25,Austin
17031251900,25,Austin
17031252000,25,Austin
17031252101,25,Austin
17031252102,25,Austin
17031252201,25,Austin
17031252202,25,Austin
17031831300,25,Austin
17031831400,25,Austin
17031260100,26,West Garfield Park
17031260200,26,West Garfield Park
17031260300,26,West Garfield Park
17031260400,26,West Garfield Park
17031260500,26,West Garfield Park
17031260600,26,West Garfield Park
17031260700,26,West Garfield Park
17031260800,26,West Garfield Park
17031260900,26,West Garfield Park
17031261000,26,West Garfield Park
17031270500,27,East Garfield Park
17031271200,27,East Garfield Park
17031271300,27,East Garfield Park
17031271400,27,East Garfield Park
17031271500,27,East Garfield Park
17031271800,27,East Garfield Park
17031836800,27,East Garfield Park
17031836900,27,East Garfield Park
17031837000,27,East Garfield Park
17031837100,27,East Garfield Park
17031837300,27,East Garfield Park
17031837400,27,East Garfield Park
17031280100,28,Near West Side
17031280400,28,Near West Side
17031280800,28,Near West Side
17031280900,28,Near West Side
17031281900,28,Near West Side
17031282700,28,Near West Side
17031282800,28,Near West Side
17031283100,28,Near West Side
17031283200,28,Near West Side
17031283800,28,Near West Side
17031832900,28,Near West Side
17031833000,28,Near West Side
17031833100,28,Near West Side
17031833300,28,Near West Side
17031837800,28,Near West Side
17031838000,28,Near West Side
17031838100,28,Near West Side
17031838200,28,Near West Side
17031841900,28,Near West Side
17031842900,28,Near West Side
17031290900,29,North Lawndale
17031291200,29,North Lawndale
17031291600,29,North Lawndale
17031292200,29,North Lawndale
17031292400,29,North Lawndale
17031292500,29,North Lawndale
17031838600,29,North Lawndale
17031838700,29,North Lawndale
17031841400,29,North Lawndale
17031841500,29,North Lawndale
17031841600,29,North Lawndale
17031843000,29,North Lawndale
17031843100,29,North Lawndale
17031843300,29,North Lawndale
17031843400,29,North Lawndale
17031300500,30,South Lawndale
17031300600,30,South Lawndale
17031300700,30,South Lawndale
17031300800,30,South Lawndale
17031300900,30,South Lawndale
17031301100,30,South Lawndale
17031301200,30,South Lawndale
17031301600,30,South Lawndale
17031301701,30,South Lawndale
17031301702,30,South Lawndale
17031301801,30,South Lawndale
17031301802,30,South Lawndale
17031301803,30,South Lawndale
17031830500,30,South Lawndale
17031840700,30,South Lawndale
17031840800,30,South Lawndale
17031841700,30,South Lawndale
17031843500,30,South Lawndale
17031310200,31,Lower West Side
17031310300,31,Lower West Side
17031310400,31,Lower West Side
17031310500,31,Lower West Side
17031310600,31,Lower West Side
17031310700,31,Lower West Side
17031310800,31,Lower West Side
17031310900,31,Lower West Side
17031841200,31,Lower West Side
17031841300,31,Lower West Side
17031843200,31,Lower West Side
17031320100,32,Loop
17031320400,32,Loop
17031320600,32,Loop
17031839000,32,Loop
17031839100,32,Loop
17031330100,33,Near South Side
17031330200,33,Near South Side
17031841000,33,Near South Side
17031340300,34,Armour Square
17031340400,34,Armour Square
17031340500,34,Armour Square
17031340600,34,Armour Square
17031841100,34,Armour Square
17031350100,35,Douglas
17031350400,35,Douglas
17031351000,35,Douglas
17031351100,35,Douglas
17031351400,35,Douglas
17031351500,35,Douglas
17031839200,35,Douglas
17031839500,35,Douglas
17031839600,35,Douglas
17031842000,35,Douglas
17031360200,36,Oakland
17031836400,36,Oakland
17031836500,36,Oakland
17031835500,37,Fuller Park
17031835600,37,Fuller Park
17031380100,38,Grand Boulevard
17031380200,38,Grand Boulevard
17031380500,38,Grand Boulevard
17031380700,38,Grand Boulevard
17031381200,38,Grand Boulevard
17031381400,38,Grand Boulevard
17031381500,38,Grand Boulevard
17031381700,38,Grand Boulevard
17031381800,38,Grand Boulevard
17031381900,38,Grand Boulevard
17031835700,38,Grand Boulevard
17031835800,38,Grand Boulevard
17031835900,38,Grand Boulevard
17031836000,38,Grand Boulevard
17031843600,38,Grand Boulevard
17031390100,39,Kenwood
17031390200,39,Kenwood
17031390300,39,Kenwood
17031390400,39,Kenwood
17031390500,39,Kenwood
17031390600,39,Kenwood
17031390700,39,Kenwood
17031400300,40,Washington Park
17031400400,40,Washington Park
17031400500,40,Washington Park
17031400800,40,Washington Park
17031834500,40,Washington Park
17031836100,40,Washington Park
17031410100,41,Hyde Park
17031410200,41,Hyde Park
17031410500,41,Hyde Park
17031410600,41,Hyde Park
17031410700,41,Hyde Park
17031410800,41,Hyde Park
17031410900,41,Hyde Park
17031411000,41,Hyde Park
17031411100,41,Hyde Park
17031411200,41,Hyde Park
17031836200,41,Hyde Park
17031836300,41,Hyde Park
17031420100,42,Woodlawn
17031420200,42,Woodlawn
17031420300,42,Woodlawn
17031420400,42,Woodlawn
17031420500,42,Woodlawn
17031420600,42,Woodlawn
17031420700,42,Woodlawn
17031420800,42,Woodlawn
17031421200,42,Woodlawn
17031834400,42,Woodlawn
17031843900,42,Woodlawn
17031430101,43,South Shore
17031430102,43,South Shore
17031430200,43,South Shore
17031430300,43,South Shore
17031430400,43,South Shore
17031430500,43,South Shore
17031430600,43,South Shore
17031430700,43,South Shore
17031430800,43,South Shore
17031430900,43,South Shore
17031431200,43,South Shore
17031431301,43,South Shore
17031431302,43,South Shore
17031431400,43,South Shore
17031834200,43,South Shore
17031440101,44,Chatham
17031440102,44,Chatham
17031440201,44,Chatham
17031440202,44,Chatham
17031440300,44,Chatham
17031440600,44,Chatham
17031440700,44,Chatham
17031440800,44,Chatham
17031440900,44,Chatham
17031842400,44,Chatham
17031450300,45,Avalon Park
17031834300,45,Avalon Park
17031460100,46,South Chicago
17031460200,46,South Chicago
17031460301,46,South Chicago
17031460302,46,South Chicago
17031460400,46,South Chicago
17031460500,46,South Chicago
17031460600,46,South Chicago
17031460700,46,South Chicago
17031461000,46,South Chicago
17031833900,46,South Chicago
17031470100,47,Burnside
17031480100,48,Calumet Heights
17031480200,48,Calumet Heights
17031480300,48,Calumet Heights
17031480400,48,Calumet Heights
17031480500,48,Calumet Heights
17031490300,49,Roseland
17031490400,49,Roseland
17031490500,49,Roseland
17031490600,49,Roseland
17031490700,49,Roseland
17031490800,49,Roseland
17031490901,49,Roseland
17031490902,49,Roseland
17031491000,49,Roseland
17031491100,49,Roseland
17031491200,49,Roseland
17031491300,49,Roseland
17031491400,49,Roseland
17031834000,49,Roseland
17031500100,50,Pullman
17031500200,50,Pullman
17031500300,50,Pullman
17031510100,51,South Deering
17031510200,51,South Deering
17031510300,51,South Deering
17031838800,51,South Deering
17031520100,52,East Side
17031520200,52,East Side
17031520300,52,East Side
17031520400,52,East Side
17031520500,52,East Side
17031520600,52,East Side
17031530100,53,West Pullman
17031530200,53,West Pullman
17031530300,53,West Pullman
17031530400,53,West Pullman
17031530501,53,West Pullman
17031530502,53,West Pullman
17031530503,53,West Pullman
17031530600,53,West Pullman
17031821402,53,West Pullman
17031540101,54,Riverdale
17031540102,54,Riverdale
17031550100,55,Hegewisch
17031550200,55,Hegewisch
17031560100,56,Garfield Ridge
17031560200,56,Garfield Ridge
17031560300,56,Garfield Ridge
17031560400,56,Garfield Ridge
17031560700,56,Garfield Ridge
17031560800,56,Garfield Ridge
17031560900,56,Garfield Ridge
17031561000,56,Garfield Ridge
17031561100,56,Garfield Ridge
17031835200,56,Garfield Ridge
17031980100,56,Garfield Ridge
17031570100,57,Archer Heights
17031570200,57,Archer Heights
17031570300,57,Archer Heights
17031570400,57,Archer Heights
17031570500,57,Archer Heights
17031580100,58,Brighton Park
17031580200,58,Brighton Park
17031580300,58,Brighton Park
17031580400,58,Brighton Park
17031580501,58,Brighton Park
17031580502,58,Brighton Park
17031580600,58,Brighton Park
17031580700,58,Brighton Park
17031580800,58,Brighton Park
17031842800,58,Brighton Park
17031590500,59,McKinley Park
17031590600,59,McKinley Park
17031590700,59,McKinley Park
17031840300,59,McKinley Park
17031840400,59,McKinley Park
17031600400,60,Bridgeport
17031600600,60,Bridgeport
17031600700,60,Bridgeport
17031600900,60,Bridgeport
17031839700,60,Bridgeport
17031839800,60,Bridgeport
17031839900,60,Bridgeport
17031840000,60,Bridgeport
17031840100,60,Bridgeport
17031840200,60,Bridgeport
17031610300,61,New City
17031610400,61,New City
17031610800,61,New City
17031611000,61,New City
17031611100,61,New City
17031611200,61,New City
17031611300,61,New City
17031611400,61,New City
17031611500,61,New City
17031611600,61,New City
17031611700,61,New City
17031611800,61,New City
17031611900,61,New City
17031612000,61,New City
17031612100,61,New City
17031842600,61,New City
17031843800,61,New City
17031620100,62,West Elsdon
17031620200,62,West Elsdon
17031620300,62,West Elsdon
17031620400,62,West Elsdon
17031630100,63,Gage Park
17031630200,63,Gage Park
17031630300,63,Gage Park
17031630400,63,Gage Park
17031630500,63,Gage Park
17031630800,63,Gage Park
17031630900,63,Gage Park
17031835100,63,Gage Park
17031640100,64,Clearing
17031640300,64,Clearing
17031640400,64,Clearing
17031640500,64,Clearing
17031640600,64,Clearing
17031640700,64,Clearing
17031640800,64,Clearing
17031650100,65,West Lawn
17031650200,65,West Lawn
17031650301,65,West Lawn
17031650302,65,West Lawn
17031650400,65,West Lawn
17031650500,65,West Lawn
17031660301,66,Chicago Lawn
17031660302,66,Chicago Lawn
17031660400,66,Chicago Lawn
17031660500,66,Chicago Lawn
17031660600,66,Chicago Lawn
17031660700,66,Chicago Lawn
17031660800,66,Chicago Lawn
17031660900,66,Chicago Lawn
17031661000,66,Chicago Lawn
17031661100,66,Chicago Lawn
17031835000,66,Chicago Lawn
17031670100,67,West Englewood
17031670200,67,West Englewood
17031670300,67,West Englewood
17031670400,67,West Englewood
17031670500,67,West Englewood
17031670600,67,West Englewood
17031670700,67,West Englewood
17031670800,67,West Englewood
17031670900,67,West Englewood
17031671100,67,West Englewood
17031671200,67,West Englewood
17031671300,67,West Englewood
17031671400,67,West Englewood
17031671500,67,West Englewood
17031671600,67,West Englewood
17031671800,67,West Englewood
17031671900,67,West Englewood
17031672000,67,West Englewood
17031834900,67,West Englewood
17031680500,68,Englewood
17031680600,68,Englewood
17031680900,68,Englewood
17031681000,68,Englewood
17031681100,68,Englewood
17031681200,68,Englewood
17031681300,68,Englewood
17031681400,68,Englewood
17031834600,68,Englewood
17031834700,68,Englewood
17031834800,68,Englewood
17031690300,69,Greater Grand Crossing
17031690400,69,Greater Grand Crossing
17031690500,69,Greater Grand Crossing
17031690900,69,Greater Grand Crossing
17031691000,69,Greater Grand Crossing
17031691100,69,Greater Grand Crossing
17031691200,69,Greater Grand Crossing
17031691300,69,Greater Grand Crossing
17031691400,69,Greater Grand Crossing
17031691500,69,Greater Grand Crossing
17031841800,69,Greater Grand Crossing
17031842500,69,Greater Grand Crossing
17031700100,70,Ashburn
17031700200,70,Ashburn
17031700301,70,Ashburn
17031700302,70,Ashburn
17031700401,70,Ashburn
17031700402,70,Ashburn
17031700501,70,Ashburn
17031700502,70,Ashburn
17031710100,71,Auburn Gresham
17031710200,71,Auburn Gresham
17031710300,71,Auburn Gresham
17031710400,71,Auburn Gresham
17031710500,71,Auburn Gresham
17031710600,71,Auburn Gresham
17031710700,71,Auburn Gresham
17031710800,71,Auburn Gresham
17031710900,71,Auburn Gresham
17031711000,71,Auburn Gresham
17031711100,71,Auburn Gresham
17031711200,71,Auburn Gresham
17031711300,71,Auburn Gresham
17031711400,71,Auburn Gresham
17031711500,71,Auburn Gresham
17031720100,72,Beverly
17031720200,72,Beverly
17031720300,72,Beverly
17031720400,72,Beverly
17031720500,72,Beverly
17031720600,72,Beverly
17031720700,72,Beverly
17031730100,73,Washington Heights
17031730201,73,Washington Heights
17031730202,73,Washington Heights
17031730300,73,Washington Heights
17031730400,73,Washington Heights
17031730500,73,Washington Heights
17031730600,73,Washington Heights
17031730700,73,Washington Heights
17031740100,74,Mount Greenwood
17031740200,74,Mount Greenwood
17031740300,74,Mount Greenwood
17031740400,74,Mount Greenwood
17031750100,75,Morgan Park
17031750200,75,Morgan Park
17031750300,75,Morgan Park
17031750400,75,Morgan Park
17031750500,75,Morgan Park
17031750600,75,Morgan Park
17031823304,75,Morgan Park
17031760801,76,O'Hare
17031760802,76,O'Hare
17031760803,76,O'Hare
17031770500,76,O'Hare
17031770602,76,O'Hare
17031770700,76,O'Hare
17031770800,76,O'Hare
17031770902,76,O'Hare
17031980000,76,O'Hare
17031030101,77,Edgewater
17031030102,77,Edgewater
17031030103,77,Edgewater
17031030104,77,Edgewater
17031030200,77,Edgewater
17031030300,77,Edgewater
17031030400,77,Edgewater
17031030500,77,Edgewater
17031030601,77,Edgewater
17031030603,77,Edgewater
17031030604,77,Edgewater
17031030701,77,Edgewater
17031030702,77,Edgewater
17031030703,77,Edgewater
17031030706,77,Edgewater
17031030800,77,Edgewater
17031030900,77,Edgewater
17043840000,76,O'Hare
17043840801,76,O'Hare
