area_id,area_name,b05003d001,b05003d001_moe,b05003d002,b05003d002_moe,b05003d003,b05003d003_moe,b05003d004,b05003d004_moe,b05003d005,b05003d005_moe,b05003d006,b05003d006_moe,b05003d007,b05003d007_moe,b05003d008,b05003d008_moe,b05003d009,b05003d009_moe,b05003d010,b05003d010_moe,b05003d011,b05003d011_moe,b05003d012,b05003d012_moe,b05003d013,b05003d013_moe,b05003d014,b05003d014_moe,b05003d015,b05003d015_moe,b05003d016,b05003d016_moe,b05003d017,b05003d017_moe,b05003d018,b05003d018_moe,b05003d019,b05003d019_moe,b05003d020,b05003d020_moe,b05003d021,b05003d021_moe,b05003d022,b05003d022_moe,b05003d023,b05003d023_moe
4.2,Columbia City,4561,587,2109,332,397,150,385,148,12,29,1,23,11,26,1712,268,391,158,1321,243,840,174,481,174,2452,397,453,170,329,132,124,89,36,35,88,87,1999,319,340,120,1659,293,966,176,693,251
4.3,Seward Park,1707,232,841,144,116,60,98,46,18,30,0,17,18,30,725,130,244,108,481,104,300,85,181,95,866,145,156,66,92,45,64,58,36,43,28,43,710,124,182,84,528,110,390,110,138,67
4.4,Mt. Baker/North Rainier,842,155,387,117,127,139,111,130,16,24,16,24,0,17,260,87,35,38,225,92,101,87,124,102,455,103,62,58,48,52,14,24,0,17,14,24,393,101,55,47,338,92,185,106,153,79
5.1,Madrona/Leschi,711,164,328,100,49,45,39,44,10,20,10,20,0,21,279,86,134,69,145,71,85,59,60,54,383,120,80,62,19,27,61,59,48,55,13,24,303,90,85,57,218,83,173,76,45,42
5.2,Judkins Park,1072,256,398,124,22,32,22,32,0,12,0,12,0,12,376,123,134,67,242,96,199,88,43,35,674,165,43,54,21,26,22,28,22,28,0,12,631,136,80,57,551,116,345,112,206,88
5.3,Central Area/Squire Park,1129,307,599,243,12,20,10,26,2,17,2,17,0,24,587,242,310,159,277,186,123,70,154,171,530,171,41,45,41,45,0,24,0,24,0,24,489,153,182,88,307,125,182,85,125,87
6.1,First Hill,2122,362,1132,250,34,41,21,34,13,33,0,24,13,33,1098,244,287,121,811,200,308,111,503,171,990,223,55,45,55,45,0,24,0,24,0,24,935,212,211,81,724,198,306,100,418,166
6.2,Capitol Hill,1571,397,831,291,73,99,73,99,0,29,0,29,0,29,758,249,213,106,545,235,165,95,380,225,740,214,0,29,0,29,0,29,0,29,0,29,740,214,252,122,488,170,195,106,293,123
6.3,North Capitol Hill,250,119,134,71,16,25,0,12,16,25,16,25,0,12,118,67,67,52,51,44,34,37,17,26,116,76,0,12,0,12,0,12,0,12,0,12,116,76,70,66,46,43,26,28,20,30
6.4,Miller Park,429,122,213,81,11,21,11,21,0,17,0,17,0,17,202,80,100,59,102,56,55,42,47,40,216,88,23,23,18,21,5,15,5,15,0,17,193,84,64,42,129,76,47,44,82,66
6.5,Madison Park,241,140,31,44,0,17,0,17,0,17,0,17,0,17,31,44,0,17,31,44,31,44,0,17,210,112,10,16,0,17,10,16,10,16,0,17,200,110,69,50,131,113,80,93,51,55
7.1,Montlake/Portage Bay,504,145,204,85,0,21,0,21,0,21,0,21,0,21,204,85,28,30,176,79,79,58,97,69,300,104,53,48,14,25,39,43,39,43,0,21,247,96,104,66,143,81,87,66,56,38
7.2,University District,4703,623,2139,407,0,29,0,29,0,29,0,29,0,29,2139,407,1061,330,1078,256,290,106,788,239,2564,451,37,57,20,38,17,32,0,29,17,32,2527,443,1079,256,1448,319,404,143,1044,289
7.3,Ravenna/Bryant,2613,555,1021,290,67,48,55,44,12,36,0,32,12,36,954,284,352,131,602,203,294,159,308,133,1592,330,146,72,108,64,38,39,33,40,5,31,1446,324,430,132,1016,311,556,246,460,212
7.4,Wedgwood/View Ridge,1817,287,834,170,204,90,180,90,24,31,0,27,24,31,630,130,274,108,356,104,230,76,126,69,983,181,146,71,121,67,25,37,6,26,19,37,837,173,212,83,625,162,306,84,319,132
7.5,Laurelhurst/Sand Point,1356,386,570,186,89,63,81,61,8,23,8,23,0,21,481,163,131,83,350,136,204,99,146,91,786,229,120,63,79,50,41,35,31,31,10,24,666,200,154,83,512,164,251,120,261,115
8.1,Northgate/Maple Leaf,2216,412,1122,274,117,88,30,37,87,82,10,26,77,82,1005,235,344,159,661,206,196,104,465,197,1094,265,94,80,63,59,31,55,0,24,31,55,1000,223,193,92,807,198,435,128,372,150
8.2,Olympic Hills/Victory Heights,2410,516,1196,299,71,64,65,62,6,25,0,24,6,25,1125,296,345,210,780,257,414,141,366,210,1214,312,162,105,99,76,63,75,13,35,50,69,1052,241,181,70,871,227,552,155,319,177
8.3,Cedar Park/Meadowbrook,1302,270,531,135,111,68,76,60,35,49,0,27,35,49,420,104,127,61,293,85,158,70,135,65,771,188,89,62,68,60,21,26,4,25,17,28,682,175,217,109,465,153,285,125,180,99
9.1,Broadview/Bitter Lake,1229,332,485,200,97,66,80,59,17,36,17,36,0,27,388,168,68,49,320,154,158,78,162,119,744,183,40,42,40,42,0,27,0,27,0,27,704,175,270,99,434,146,271,101,163,113
9.2,Licton Springs,1411,321,553,186,62,61,13,23,49,59,0,17,49,59,491,157,251,111,240,116,148,90,92,69,858,216,0,17,0,17,0,17,0,17,0,17,858,216,252,123,606,198,430,170,176,108
9.3,Greenwood/Phinney Ridge,1686,279,477,160,53,51,20,36,33,45,17,37,16,39,424,150,201,94,223,105,179,95,44,45,1209,202,113,70,45,59,68,58,51,51,17,37,1096,199,474,146,622,143,436,107,186,99
9.4,Green Lake,1068,256,526,161,31,34,31,34,0,24,0,24,0,24,495,155,198,91,297,127,255,120,42,48,542,156,35,37,23,35,12,28,12,28,0,24,507,146,190,83,317,110,144,73,173,89
9.5,Haller Lake,1418,279,546,158,99,63,99,63,0,21,0,21,0,21,447,135,153,117,294,101,218,90,76,60,872,204,139,69,122,69,17,21,17,21,0,21,733,178,94,69,639,170,359,146,280,132
10.1,North Beach/Blue Ridge,510,157,220,85,39,35,22,25,17,32,17,32,0,21,181,71,70,47,111,57,79,50,32,34,290,104,18,28,0,21,18,28,18,28,0,21,272,98,142,65,130,69,60,48,70,48
10.2,Whittier Heights,469,146,171,90,34,36,0,24,34,36,16,30,18,31,137,77,110,74,27,34,18,31,9,23,298,104,27,34,9,22,18,31,0,24,18,31,271,98,98,61,173,76,119,71,54,43
10.3,Sunset Hill/Loyal Heights,565,146,143,74,0,24,0,24,0,24,0,24,0,24,143,74,34,43,109,64,41,58,68,59,422,115,30,38,0,24,30,38,30,38,0,24,392,117,145,90,247,110,147,94,100,68
10.4,Ballard,587,254,182,100,17,26,17,26,0,17,0,17,0,17,165,88,74,57,91,66,22,35,69,54,405,216,0,17,0,17,0,17,0,17,0,17,405,216,183,123,222,192,87,82,135,168
11.1,Fremont,867,218,409,143,28,42,14,39,14,30,0,24,14,30,381,127,269,113,112,59,34,35,78,46,458,158,7,26,7,26,0,24,0,24,0,24,451,157,114,79,337,138,179,101,158,83
11.2,Wallingford,1725,357,822,230,41,39,41,39,0,27,0,27,0,27,781,219,399,160,382,153,149,74,233,135,903,249,33,34,33,34,0,27,0,27,0,27,870,245,434,203,436,183,73,45,363,176
11.3,Cascade/Eastlake,2011,497,1194,489,7,24,7,24,0,21,0,21,0,21,1187,489,457,237,730,447,204,119,526,438,817,235,14,27,6,24,8,22,8,22,0,21,803,233,256,127,547,205,122,80,425,188
12.1,Magnolia,728,230,233,131,44,70,44,70,0,24,0,24,0,24,189,95,53,46,136,79,92,69,44,46,495,170,109,89,59,80,50,44,50,44,0,24,386,139,173,111,213,82,155,76,58,54
12.2,Interbay,605,241,156,106,45,68,0,21,45,68,45,68,0,21,111,82,26,40,85,75,39,49,46,58,449,202,28,47,14,25,14,26,0,21,14,26,421,193,182,173,239,94,136,94,103,73
12.3,Queen Anne,2931,438,1247,325,149,101,133,98,16,44,16,44,0,40,1098,302,548,207,550,229,206,99,344,194,1684,289,72,73,40,53,32,62,32,62,0,40,1612,279,700,201,912,229,565,198,347,129
13.1,Belltown,895,330,470,241,0,21,0,21,0,21,0,21,0,21,470,241,92,69,378,229,91,69,287,226,425,156,0,21,0,21,0,21,0,21,0,21,425,156,121,73,304,142,136,77,168,120
13.2,Downtown Commercial Core,336,172,118,74,7,16,7,16,0,12,0,12,0,12,111,72,39,45,72,55,28,38,44,42,218,120,0,12,0,12,0,12,0,12,0,12,218,120,73,53,145,96,63,55,82,75
13.3,Pioneer Square/International District,2431,375,1176,219,132,148,121,147,11,20,0,17,11,20,1044,137,184,93,860,130,522,131,338,94,1255,223,187,124,145,102,42,36,8,18,34,32,1068,164,75,42,993,158,636,139,357,103
