area_id,area_name,b25063001,b25063001_moe,b25063002,b25063002_moe,b25063003,b25063003_moe,b25063004,b25063004_moe,b25063005,b25063005_moe,b25063006,b25063006_moe,b25063007,b25063007_moe,b25063008,b25063008_moe,b25063009,b25063009_moe,b25063010,b25063010_moe,b25063011,b25063011_moe,b25063012,b25063012_moe,b25063013,b25063013_moe,b25063014,b25063014_moe,b25063015,b25063015_moe,b25063016,b25063016_moe,b25063017,b25063017_moe,b25063018,b25063018_moe,b25063019,b25063019_moe,b25063020,b25063020_moe,b25063021,b25063021_moe,b25063022,b25063022_moe,b25063023,b25063023_moe,b25063024,b25063024_moe
7.3,Ravenna/Bryant,4003,299,3889,299,0,32,0,32,7,32,0,32,0,32,0,32,12,36,11,34,36,42,0,32,36,66,237,90,76,70,156,103,176,94,383,118,327,120,838,174,486,160,585,157,523,147,114,65
7.4,Wedgwood/View Ridge,1288,178,1226,177,0,27,0,27,0,27,0,27,0,27,0,27,0,27,49,57,8,27,0,27,0,27,7,27,101,97,11,29,40,36,66,42,126,57,315,104,128,71,204,78,171,74,62,48
7.5,Laurelhurst/Sand Point,1559,212,1479,214,51,73,14,25,0,21,22,39,0,21,0,21,0,21,0,21,47,54,8,21,16,25,8,21,0,21,29,32,54,44,53,38,50,34,396,124,250,112,359,141,122,59,80,63
8.1,Northgate/Maple Leaf,4253,238,4146,244,0,24,0,24,34,43,59,56,67,57,44,54,45,44,9,26,50,37,60,40,21,38,35,35,213,130,306,141,255,109,496,165,466,157,865,218,486,154,348,148,287,125,107,87
8.2,Olympic Hills/Victory Heights,3240,292,3005,281,0,24,0,24,0,24,15,31,23,33,36,46,11,25,32,39,16,33,34,42,55,73,59,50,76,81,122,80,164,79,689,198,385,153,712,197,157,78,238,92,181,108,235,141
8.3,Cedar Park/Meadowbrook,2894,245,2849,247,38,39,12,27,44,59,166,109,30,35,11,29,25,36,32,35,0,27,0,27,32,46,120,93,129,99,128,85,152,92,564,164,501,176,396,125,109,62,246,115,114,52,45,38
9.1,Broadview/Bitter Lake,3398,253,3398,253,0,27,36,60,162,124,103,93,65,60,85,63,56,70,50,51,68,55,144,105,31,32,0,27,92,91,14,31,337,151,533,167,443,175,477,144,187,104,338,144,177,82,0,27
9.2,Licton Springs,2620,254,2574,252,0,17,0,17,64,54,19,33,34,35,11,21,0,17,14,24,53,46,0,17,53,51,43,42,67,72,207,141,131,100,288,119,103,70,688,210,399,169,217,90,183,102,46,51
9.3,Greenwood/Phinney Ridge,4570,322,4438,324,61,68,71,92,14,34,0,29,19,32,26,40,41,56,32,38,51,52,45,52,22,32,57,54,65,54,110,68,186,93,629,150,490,159,958,203,541,159,699,168,321,119,132,71
9.4,Green Lake,3231,254,3195,251,16,31,0,24,18,33,66,53,103,88,32,40,0,24,0,24,30,37,0,24,26,36,0,24,51,50,27,33,43,39,218,97,285,155,886,228,342,150,574,149,478,161,36,40
9.5,Haller Lake,1780,238,1749,239,0,21,57,89,0,21,0,21,0,21,51,85,0,21,37,55,0,21,0,21,0,21,0,21,62,96,70,81,68,57,124,79,112,68,597,201,185,86,268,113,118,72,31,30
10.1,North Beach/Blue Ridge,1499,180,1474,178,0,21,0,21,0,21,0,21,0,21,13,27,0,21,0,21,0,21,0,21,11,25,47,70,44,52,33,34,30,31,249,99,191,93,201,87,256,101,264,141,135,64,25,27
10.2,Whittier Heights,2600,254,2582,252,0,24,0,24,0,24,0,24,0,24,0,24,12,25,0,24,17,29,0,24,13,28,18,32,147,103,100,75,181,101,265,103,137,75,539,158,444,158,537,162,172,115,18,33
10.3,Sunset Hill/Loyal Heights,2370,246,2358,245,0,24,0,24,0,24,17,33,61,42,77,81,42,39,0,24,16,30,0,24,0,24,0,24,26,29,30,34,102,59,290,124,287,117,568,157,278,118,322,128,242,114,12,25
10.4,Ballard,3165,293,3086,290,0,17,15,24,0,17,79,87,57,54,0,17,25,25,15,23,14,23,0,17,0,17,67,75,65,60,121,80,225,120,319,149,134,82,780,243,440,147,519,216,211,156,79,56
11.1,Fremont,5117,318,5117,318,0,24,0,24,7,23,0,24,39,40,0,24,8,23,0,24,33,42,33,43,83,81,0,24,118,71,166,122,199,101,697,175,492,166,1335,255,766,232,818,181,323,99,0,24
11.2,Wallingford,4411,250,4389,249,0,27,0,27,0,27,34,42,18,34,24,42,15,33,48,82,36,61,10,29,75,52,18,36,52,40,97,59,423,160,284,106,446,142,983,196,588,156,816,188,422,148,22,34
11.3,Cascade/Eastlake,7808,430,7681,422,51,60,0,21,86,76,262,138,152,113,96,77,22,37,76,78,91,61,61,52,105,82,82,55,328,139,118,70,278,156,895,263,711,214,1215,256,1101,250,1025,237,926,228,127,97
12.1,Magnolia,1314,210,1213,200,0,24,0,24,0,24,12,26,0,24,12,26,0,24,0,24,0,24,0,24,0,24,0,24,42,67,42,44,27,34,143,85,53,45,233,108,102,87,106,55,441,161,101,69
12.2,Interbay,3021,259,2933,255,0,21,0,21,0,21,0,21,0,21,0,21,9,23,0,21,0,21,0,21,12,23,19,32,59,42,35,58,158,82,345,115,391,144,1002,216,494,156,304,144,105,78,88,78
12.3,Queen Anne,11547,494,11427,498,38,50,22,49,41,46,112,71,26,45,130,121,32,50,23,51,70,86,62,58,0,40,187,106,191,99,472,191,286,118,1142,237,1288,276,2707,381,1736,295,1537,287,1325,273,120,69
13.1,Belltown,4347,335,4242,334,152,145,11,24,84,75,257,118,67,60,106,94,105,83,64,74,109,91,66,79,171,113,65,59,104,85,172,93,60,61,229,124,228,72,488,169,514,165,724,210,466,197,105,87
13.2,Downtown Commercial Core,2008,197,1959,198,32,38,28,44,44,41,194,93,102,82,28,38,0,12,99,93,16,25,0,12,92,77,12,19,25,30,97,73,28,31,62,71,19,23,110,69,336,116,366,165,269,100,49,59
13.3,Pioneer Square/International District,2880,161,2828,165,28,27,78,53,234,99,392,98,132,72,124,57,80,70,207,93,144,77,29,26,42,31,123,69,55,48,16,17,118,74,294,106,182,85,152,68,163,90,149,64,86,57,52,54
