area_id,area_name,b25118001,b25118001_moe,b25118002,b25118002_moe,b25118003,b25118003_moe,b25118004,b25118004_moe,b25118005,b25118005_moe,b25118006,b25118006_moe,b25118007,b25118007_moe,b25118008,b25118008_moe,b25118009,b25118009_moe,b25118010,b25118010_moe,b25118011,b25118011_moe,b25118012,b25118012_moe,b25118013,b25118013_moe,b25118014,b25118014_moe,b25118015,b25118015_moe,b25118016,b25118016_moe,b25118017,b25118017_moe,b25118018,b25118018_moe,b25118019,b25118019_moe,b25118020,b25118020_moe,b25118021,b25118021_moe,b25118022,b25118022_moe,b25118023,b25118023_moe,b25118024,b25118024_moe,b25118025,b25118025_moe
3.2,Georgetown,630,55,195,59,0,12,4,8,13,16,0,12,0,12,8,13,25,26,27,25,79,37,22,25,17,29,435,76,0,12,3,6,21,20,135,64,9,15,106,66,102,60,59,43,0,12,0,12,0,12
3.3,Duwamish/SODO,944,90,494,93,0,12,6,10,7,11,19,22,10,15,5,8,44,33,115,56,86,42,141,56,61,35,450,116,32,38,45,51,0,12,27,34,22,23,56,55,132,94,93,77,31,27,12,19,0,12
3.4,South Beacon Hill/NewHolly,4531,190,2403,205,61,54,14,23,49,37,38,32,115,60,185,70,259,91,635,149,490,129,331,107,226,95,2128,233,152,100,293,107,287,128,168,99,129,83,266,128,513,165,94,74,119,77,107,76,0,24
3.5,Beacon Hill,2893,137,2074,222,30,29,63,51,30,35,109,66,73,58,95,57,224,99,411,121,261,113,452,146,326,137,819,197,68,67,45,50,12,22,0,17,72,76,54,38,80,58,176,102,27,38,230,132,55,57
3.6,North Beacon Hill/Jefferson Park,5765,192,2583,244,0,24,11,25,156,77,62,48,49,41,96,65,309,123,620,172,270,113,688,168,322,130,3182,273,116,78,336,139,229,109,127,79,357,196,462,174,646,210,554,176,188,93,155,87,12,25
4.1,Rainier Beach,5403,197,3197,260,36,43,25,33,121,63,44,43,154,99,200,94,374,163,753,187,516,168,654,151,320,136,2206,294,289,158,254,117,68,67,109,102,115,107,372,177,190,114,542,200,161,92,81,83,25,44
4.2,Columbia City,6493,254,3378,280,44,45,26,36,40,39,111,63,113,67,224,107,334,116,541,159,684,182,698,169,563,158,3115,312,103,61,435,169,365,174,230,110,316,154,518,161,346,150,339,186,283,126,167,95,13,32
4.3,Seward Park,3376,140,2646,140,52,58,46,46,61,57,19,22,42,32,95,44,217,78,584,144,397,108,533,125,600,137,730,135,0,17,70,61,60,63,65,57,38,46,120,74,84,61,148,75,102,75,37,29,6,16
4.4,Mt. Baker/North Rainier,2340,165,1640,130,12,21,0,17,0,17,26,29,13,21,14,22,99,51,206,90,299,124,278,99,693,141,700,146,54,49,105,58,29,33,83,66,40,39,148,107,98,96,45,41,22,33,32,37,44,42
5.1,Madrona/Leschi,4262,205,2999,239,48,44,73,74,29,33,101,106,14,25,80,60,194,105,279,140,408,163,438,126,1335,190,1263,209,12,23,63,43,0,21,84,108,81,66,323,178,164,91,184,120,80,78,129,77,143,78
5.2,Judkins Park,1553,98,417,95,0,12,9,11,0,12,0,12,8,11,36,35,52,44,158,66,76,57,51,36,27,26,1136,129,98,60,231,72,148,76,35,24,43,44,142,100,187,83,143,52,92,69,17,28,0,12
5.3,Central Area/Squire Park,8106,238,3478,250,42,43,56,47,79,52,83,69,69,52,320,118,253,92,489,135,441,116,840,171,806,159,4628,310,192,116,263,95,378,145,425,170,319,145,369,142,671,174,849,185,574,182,387,150,201,92
6.1,First Hill,7537,281,1118,179,37,42,30,31,31,39,9,25,43,44,60,50,153,87,193,82,153,73,199,86,210,88,6419,309,440,146,727,177,708,184,423,125,505,176,657,172,902,198,747,181,695,212,366,124,249,133
6.2,Capitol Hill,13942,322,2655,326,53,58,84,83,12,31,13,33,100,80,124,90,175,95,577,175,547,191,567,167,403,178,11287,402,503,166,622,194,652,199,936,296,900,260,1522,321,1830,292,1689,314,929,241,1375,351,329,143
6.3,North Capitol Hill,2363,123,1181,173,0,12,42,38,0,12,0,12,14,21,54,61,114,99,65,45,143,82,198,106,551,119,1182,192,15,24,17,28,65,51,77,60,47,46,74,55,130,82,357,142,211,120,113,93,76,77
6.4,Miller Park,3180,100,1539,129,0,17,13,19,27,25,7,16,13,18,58,39,70,46,180,79,101,51,412,97,658,102,1641,131,40,34,34,28,74,39,56,47,70,65,165,88,276,91,403,104,183,71,221,89,119,60
6.5,Madison Park,2679,129,1515,141,16,24,17,27,0,17,0,17,27,34,129,74,111,60,175,76,99,51,265,117,676,151,1164,153,92,95,0,17,0,17,64,75,66,53,52,49,184,123,198,94,122,77,208,122,178,136
7.1,Montlake/Portage Bay,4576,111,2427,160,0,21,0,21,0,21,44,43,53,39,65,46,162,73,225,91,311,123,475,105,1092,129,2149,176,73,51,0,21,65,61,65,71,14,25,197,114,425,157,892,196,181,74,169,107,68,53
7.2,University District,5280,209,774,113,14,33,0,29,34,43,0,29,13,32,0,29,25,36,127,62,94,62,126,70,341,80,4506,235,843,180,624,194,447,169,234,142,399,172,523,165,364,127,690,221,142,91,172,114,68,61
7.3,Ravenna/Bryant,9895,238,5892,251,70,52,26,40,60,60,161,69,71,44,185,70,245,84,655,151,800,159,1393,220,2226,216,4003,299,389,176,275,123,256,110,274,109,234,80,468,138,791,178,497,147,335,119,241,89,243,95
7.4,Wedgwood/View Ridge,6148,153,4860,199,43,40,36,36,98,59,57,42,35,39,194,76,454,107,665,138,693,161,1219,181,1366,197,1288,178,102,68,19,29,19,30,9,28,14,29,243,108,210,81,241,92,203,78,154,69,74,51
7.5,Laurelhurst/Sand Point,4412,158,2853,202,33,31,25,31,20,29,52,35,72,51,112,86,94,47,386,101,221,109,394,115,1444,181,1559,212,192,103,20,23,59,50,70,47,118,83,202,94,128,68,333,106,100,68,220,101,117,84
8.1,Northgate/Maple Leaf,6976,196,2723,187,81,66,12,28,57,43,166,92,112,63,99,52,297,103,351,110,452,128,581,132,515,120,4253,238,378,154,317,149,232,108,195,105,446,137,554,188,761,235,729,203,345,127,192,96,104,59
8.2,Olympic Hills/Victory Heights,6737,204,3497,241,52,41,70,58,92,62,65,51,80,52,259,141,316,111,699,173,424,118,888,178,552,140,3240,292,316,147,84,58,270,124,172,97,314,135,463,163,400,150,590,148,293,121,238,117,100,64
8.3,Cedar Park/Meadowbrook,5748,207,2854,179,27,31,17,28,56,41,66,45,53,49,101,54,262,89,458,114,451,122,695,131,668,129,2894,245,222,115,217,94,205,123,183,126,226,120,343,143,609,167,520,155,227,96,130,68,12,25
9.1,Broadview/Bitter Lake,6683,218,3285,224,64,59,90,83,122,69,24,32,54,48,88,49,369,131,599,130,481,136,652,160,742,136,3398,253,267,154,285,164,423,149,281,102,305,135,690,214,362,157,484,159,194,109,97,88,10,29
9.2,Licton Springs,4422,146,1802,240,0,17,0,17,24,30,11,22,53,50,108,69,187,97,249,110,336,119,522,167,312,130,2620,254,150,93,203,97,83,57,211,130,155,91,210,125,405,162,670,179,288,163,183,83,62,57
9.3,Greenwood/Phinney Ridge,10923,235,6353,313,151,86,39,40,23,39,148,67,111,56,436,119,437,116,882,167,1030,185,1767,236,1329,197,4570,322,124,69,193,108,349,133,243,121,235,113,467,137,733,181,927,199,443,137,571,156,285,131
9.4,Green Lake,6673,219,3442,241,8,25,9,25,51,51,65,58,11,27,176,83,204,85,455,141,368,118,824,182,1271,182,3231,254,104,58,130,77,206,114,42,40,145,75,301,122,521,159,688,173,329,139,537,202,228,103
9.5,Haller Lake,4467,139,2687,222,68,69,45,52,37,35,43,40,32,52,198,82,466,165,421,128,388,111,541,158,448,126,1780,238,61,62,203,145,141,74,51,41,119,104,157,100,297,137,359,133,238,101,78,55,76,62
10.1,North Beach/Blue Ridge,5103,114,3604,180,94,68,8,21,78,50,40,49,35,31,177,72,274,82,731,159,501,127,823,142,843,149,1499,180,18,24,22,29,20,26,62,39,150,86,207,119,243,94,273,101,179,73,273,115,52,42
10.2,Whittier Heights,5610,116,3010,236,0,24,30,36,14,28,85,58,43,40,98,59,273,113,544,135,535,151,879,173,509,120,2600,254,85,65,45,43,56,44,74,47,57,49,297,140,444,161,590,178,401,155,414,167,137,91
10.3,Sunset Hill/Loyal Heights,6432,193,4062,235,119,90,57,47,84,55,72,52,24,27,131,65,246,111,555,138,672,168,1113,186,989,169,2370,246,73,51,182,97,96,63,130,70,74,52,279,138,479,155,470,154,306,131,238,110,43,41
10.4,Ballard,4091,212,926,189,0,17,0,17,33,53,0,17,22,35,69,44,102,72,210,95,200,125,133,72,157,74,3165,293,135,122,39,45,110,76,143,93,183,99,385,166,352,162,670,185,291,149,588,230,269,163
11.1,Fremont,8389,231,3272,278,0,24,12,30,30,36,52,42,35,41,38,37,146,90,583,170,604,156,879,177,893,193,5117,318,125,90,148,73,150,81,134,73,185,109,442,155,1281,282,1312,252,509,158,506,144,325,114
11.2,Wallingford,7409,188,2998,202,6,26,124,74,35,31,45,36,58,46,138,64,169,71,327,104,318,91,621,137,1157,156,4411,250,342,135,323,145,190,81,321,148,242,101,461,136,802,181,692,176,366,147,401,126,271,115
11.3,Cascade/Eastlake,8722,431,914,176,0,21,0,21,15,29,26,31,0,21,14,29,46,52,160,88,154,70,231,100,268,121,7808,430,534,222,628,186,626,186,332,136,224,102,783,243,862,220,1346,301,1038,298,1064,235,371,145
12.1,Magnolia,5548,152,4234,252,38,45,30,35,88,78,73,55,34,59,133,72,272,93,553,159,278,97,880,192,1855,216,1314,210,128,88,41,37,0,24,54,53,14,28,173,83,118,65,193,102,290,147,133,66,170,103
12.2,Interbay,5251,185,2230,221,23,30,9,23,32,34,0,21,27,37,76,75,159,89,471,149,443,149,502,140,488,146,3021,259,51,42,112,83,96,76,15,27,186,104,351,121,789,196,791,194,257,114,240,113,133,83
12.3,Queen Anne,19175,394,7628,391,127,103,39,48,54,45,125,59,114,57,422,133,538,164,1105,236,1004,215,1412,220,2688,284,11547,494,346,125,346,127,524,192,359,173,637,168,1077,227,1764,297,2488,356,1770,338,1481,280,755,214
13.1,Belltown,5934,298,1587,279,0,21,0,21,0,21,14,25,0,21,53,68,117,89,331,179,249,121,296,123,527,170,4347,335,450,180,346,138,332,158,338,147,107,68,239,137,469,167,476,185,617,170,569,141,404,177
13.2,Downtown Commercial Core,2452,178,444,105,23,28,24,28,14,24,0,12,0,12,28,33,15,24,44,43,59,50,68,46,169,68,2008,197,145,94,247,99,302,124,115,95,102,66,110,83,235,133,160,83,108,85,190,101,294,125
13.3,Pioneer Square/International District,3024,156,144,59,12,22,0,17,0,17,9,20,8,17,0,17,18,21,14,20,11,21,10,19,62,39,2880,161,218,98,637,135,377,124,215,96,168,73,383,112,242,82,249,98,247,106,110,75,34,30
