area_id,area_name,b01001f001,b01001f001_moe,b01001f002,b01001f002_moe,b01001f003,b01001f003_moe,b01001f004,b01001f004_moe,b01001f005,b01001f005_moe,b01001f006,b01001f006_moe,b01001f007,b01001f007_moe,b01001f008,b01001f008_moe,b01001f009,b01001f009_moe,b01001f010,b01001f010_moe,b01001f011,b01001f011_moe,b01001f012,b01001f012_moe,b01001f013,b01001f013_moe,b01001f014,b01001f014_moe,b01001f015,b01001f015_moe,b01001f016,b01001f016_moe,b01001f017,b01001f017_moe,b01001f018,b01001f018_moe,b01001f019,b01001f019_moe,b01001f020,b01001f020_moe,b01001f021,b01001f021_moe,b01001f022,b01001f022_moe,b01001f023,b01001f023_moe,b01001f024,b01001f024_moe,b01001f025,b01001f025_moe,b01001f026,b01001f026_moe,b01001f027,b01001f027_moe,b01001f028,b01001f028_moe,b01001f029,b01001f029_moe,b01001f030,b01001f030_moe,b01001f031,b01001f031_moe
6.2,Capitol Hill,146,90,66,49,0,29,0,29,0,29,0,29,0,29,24,35,0,29,12,33,16,35,14,33,0,29,0,29,0,29,0,29,80,80,0,29,0,29,0,29,0,29,0,29,12,33,14,35,0,29,0,29,0,29,54,76,0,29,0,29,0,29
6.3,North Capitol Hill,56,63,56,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,31,36,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,16,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,18,8,16,0,17,0,17,0,17,0,17
6.5,Madison Park,35,56,23,37,0,17,0,17,11,18,0,17,0,17,0,17,0,17,0,17,0,17,12,19,0,17,0,17,0,17,0,17,12,20,0,17,12,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,69,79,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,69,79,0,21,11,24,0,21,0,21,0,21,0,21,0,21,9,23,49,77,0,21,0,21,0,21,0,21,0,21
7.2,University District,473,281,192,134,0,29,0,29,0,29,0,29,89,78,50,74,0,29,0,29,0,29,53,84,0,29,0,29,0,29,0,29,281,249,0,29,0,29,0,29,0,29,148,97,133,175,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
7.3,Ravenna/Bryant,213,129,144,99,0,32,24,37,11,32,0,32,0,32,44,61,0,32,18,35,47,50,0,32,0,32,0,32,0,32,0,32,69,59,16,39,0,32,0,32,0,32,17,33,0,32,14,37,0,32,8,32,14,31,0,32,0,32,0,32,0,32
7.4,Wedgwood/View Ridge,54,38,10,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,10,28,0,27,0,27,0,27,0,27,0,27,44,37,0,27,13,31,0,27,0,27,0,27,0,27,12,28,0,27,19,33,0,27,0,27,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,38,39,31,38,0,21,21,36,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,10,24,0,21,0,21,0,21,7,20,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,7,20,0,21,0,21,0,21,0,21,0,21
8.1,Northgate/Maple Leaf,291,216,180,147,0,24,0,24,0,24,0,24,42,70,17,32,25,42,16,32,25,34,40,65,0,24,0,24,15,29,0,24,111,78,0,24,0,24,0,24,0,24,0,24,0,24,26,32,0,24,57,72,28,33,0,24,0,24,0,24,0,24
8.2,Olympic Hills/Victory Heights,287,190,152,107,0,24,0,24,25,31,16,34,0,24,0,24,17,30,0,24,79,78,15,31,0,24,0,24,0,24,0,24,135,89,0,24,0,24,15,30,0,24,6,25,0,24,11,25,0,24,103,78,0,24,0,24,0,24,0,24,0,24
8.3,Cedar Park/Meadowbrook,631,338,484,300,16,36,0,27,16,33,78,65,10,30,0,27,195,178,61,64,63,70,30,42,10,28,0,27,5,25,0,27,147,142,32,51,0,27,13,30,0,27,0,27,35,53,0,27,30,48,27,40,0,27,10,29,0,27,0,27,0,27
9.1,Broadview/Bitter Lake,113,73,65,60,0,27,0,27,0,27,0,27,0,27,0,27,0,27,27,47,38,47,0,27,0,27,0,27,0,27,0,27,48,46,0,27,0,27,0,27,0,27,0,27,0,27,5,26,0,27,24,35,0,27,0,27,0,27,0,27,19,36
9.2,Licton Springs,279,204,122,107,0,17,0,17,0,17,0,17,18,43,29,34,38,62,0,17,17,25,0,17,0,17,20,30,0,17,0,17,157,110,0,17,0,17,16,25,0,17,0,17,45,53,12,23,0,17,12,22,17,25,30,34,25,36,0,17,0,17
9.3,Greenwood/Phinney Ridge,542,286,260,169,0,29,51,66,0,29,14,36,0,29,15,37,0,29,69,69,45,63,62,103,4,28,0,29,0,29,0,29,282,142,0,29,15,37,5,29,6,29,28,38,0,29,97,85,52,68,67,61,0,29,2,27,10,31,0,29,0,29
9.4,Green Lake,190,118,122,108,0,24,0,24,0,24,0,24,0,24,0,24,46,70,60,77,16,30,0,24,0,24,0,24,0,24,0,24,68,54,0,24,0,24,0,24,0,24,0,24,0,24,8,24,42,44,0,24,0,24,0,24,0,24,18,34,0,24
9.5,Haller Lake,149,119,119,108,0,21,10,24,0,21,0,21,0,21,0,21,0,21,76,98,33,40,0,21,0,21,0,21,0,21,0,21,30,34,0,21,0,21,0,21,0,21,0,21,0,21,0,21,16,27,14,25,0,21,0,21,0,21,0,21,0,21
10.1,North Beach/Blue Ridge,118,135,41,52,0,21,0,21,0,21,0,21,0,21,0,21,30,50,0,21,0,21,11,25,0,21,0,21,0,21,0,21,77,89,29,48,0,21,0,21,0,21,0,21,0,21,12,25,10,25,26,43,0,21,0,21,0,21,0,21,0,21
10.2,Whittier Heights,134,130,35,58,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,35,58,0,24,0,24,0,24,0,24,0,24,99,90,0,24,0,24,0,24,0,24,0,24,0,24,17,33,0,24,82,84,0,24,0,24,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,86,66,41,40,0,24,0,24,0,24,0,24,0,24,9,23,0,24,0,24,18,31,0,24,14,27,0,24,0,24,0,24,45,41,0,24,0,24,0,24,0,24,0,24,0,24,0,24,13,28,0,24,0,24,13,27,19,33,0,24,0,24
10.4,Ballard,30,36,15,26,0,17,0,17,0,17,0,17,0,17,0,17,15,26,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,25,0,17,0,17,0,17,0,17,0,17
11.1,Fremont,119,82,36,40,14,30,0,24,0,24,0,24,10,31,0,24,0,24,0,24,0,24,0,24,0,24,12,26,0,24,0,24,83,72,0,24,0,24,0,24,0,24,0,24,15,30,55,67,0,24,13,30,0,24,0,24,0,24,0,24,0,24
11.2,Wallingford,167,136,130,113,0,27,0,27,0,27,0,27,47,81,17,34,0,27,2,21,64,77,0,27,0,27,0,27,0,27,0,27,37,61,0,27,0,27,0,27,0,27,0,27,37,61,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
11.3,Cascade/Eastlake,283,205,207,194,52,84,0,21,0,21,0,21,0,21,30,36,58,97,15,30,52,72,0,21,0,21,0,21,0,21,0,21,76,67,0,21,0,21,0,21,0,21,0,21,0,21,0,21,34,43,0,21,0,21,0,21,32,53,10,23,0,21
12.1,Magnolia,72,83,72,83,47,74,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,25,44,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
12.2,Interbay,60,52,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,60,52,0,21,0,21,0,21,0,21,0,21,11,22,39,48,0,21,0,21,0,21,10,22,0,21,0,21,0,21
12.3,Queen Anne,505,197,223,127,0,40,0,40,29,47,16,44,5,38,58,59,32,53,14,44,37,93,28,47,4,39,0,40,0,40,0,40,282,127,0,40,0,40,19,47,32,64,37,52,30,61,86,80,47,63,0,40,31,55,0,40,0,40,0,40,0,40
13.1,Belltown,169,117,57,72,0,21,0,21,0,21,0,21,38,66,5,20,0,21,0,21,14,29,0,21,0,21,0,21,0,21,0,21,112,92,0,21,0,21,0,21,0,21,11,20,0,21,6,20,7,21,39,63,0,21,49,64,0,21,0,21,0,21
13.2,Downtown Commercial Core,160,101,68,63,0,12,0,12,0,12,0,12,0,12,37,50,9,15,0,12,22,26,0,12,0,12,0,12,0,12,0,12,92,93,0,12,0,12,0,12,0,12,0,12,0,12,0,12,67,89,12,20,0,12,13,29,0,12,0,12,0,12
13.3,Pioneer Square/International District,64,54,53,50,0,17,0,17,0,17,0,17,20,30,8,18,0,17,0,17,0,17,25,36,0,17,0,17,0,17,0,17,11,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,22,0,17,0,17,0,17,0,17,0,17,0,17
