area_id,area_name,b25125001,b25125001_moe,b25125002,b25125002_moe,b25125003,b25125003_moe,b25125004,b25125004_moe,b25125005,b25125005_moe,b25125006,b25125006_moe,b25125007,b25125007_moe,b25125008,b25125008_moe,b25125009,b25125009_moe,b25125010,b25125010_moe,b25125011,b25125011_moe,b25125012,b25125012_moe,b25125013,b25125013_moe,b25125014,b25125014_moe,b25125015,b25125015_moe,b25125016,b25125016_moe,b25125017,b25125017_moe,b25125018,b25125018_moe,b25125019,b25125019_moe,b25125020,b25125020_moe,b25125021,b25125021_moe,b25125022,b25125022_moe,b25125023,b25125023_moe,b25125024,b25125024_moe,b25125025,b25125025_moe,b25125026,b25125026_moe,b25125027,b25125027_moe,b25125028,b25125028_moe,b25125029,b25125029_moe,b25125030,b25125030_moe,b25125031,b25125031_moe,b25125032,b25125032_moe,b25125033,b25125033_moe,b25125034,b25125034_moe,b25125035,b25125035_moe,b25125036,b25125036_moe,b25125037,b25125037_moe,b25125038,b25125038_moe,b25125039,b25125039_moe,b25125040,b25125040_moe,b25125041,b25125041_moe,b25125042,b25125042_moe,b25125043,b25125043_moe,b25125044,b25125044_moe,b25125045,b25125045_moe
5.1,Madrona/Leschi,4262,205,2999,239,233,109,218,106,15,26,0,21,0,21,0,21,0,21,2051,236,1868,202,68,84,93,94,22,40,0,21,0,21,715,114,670,107,45,41,0,21,0,21,0,21,0,21,1263,209,574,172,179,106,160,128,21,39,214,101,0,21,0,21,561,161,223,100,177,105,108,76,0,21,53,43,0,21,128,61,45,45,35,40,15,26,16,30,17,30,0,21
5.2,Judkins Park,1553,98,417,95,78,48,46,37,0,12,0,12,15,23,17,22,0,12,291,84,167,72,39,45,0,12,7,11,78,40,0,12,48,32,43,31,0,12,5,8,0,12,0,12,0,12,1136,129,342,106,34,36,54,52,57,49,15,18,182,84,0,12,328,110,61,44,44,32,21,29,88,69,114,68,0,12,466,89,0,12,33,30,64,53,35,34,334,72,0,12
5.3,Central Area/Squire Park,8106,238,3478,250,521,140,406,129,0,24,26,39,28,39,29,33,32,40,2402,220,1919,200,106,57,187,98,150,60,32,34,8,27,555,113,505,109,10,25,4,22,16,33,20,39,0,24,4628,310,2118,276,420,123,324,125,654,186,532,169,188,107,0,24,1879,286,526,153,281,90,493,179,329,115,250,106,0,24,631,132,43,42,25,41,88,74,85,66,390,129,0,24
6.1,First Hill,7537,281,1118,179,291,110,30,44,0,24,35,42,121,74,105,64,0,24,577,147,66,61,12,26,80,63,127,66,292,108,0,24,250,87,6,23,23,42,0,24,28,30,193,76,0,24,6419,309,3308,298,35,38,348,112,186,74,917,215,1822,258,0,24,1901,277,213,113,83,55,242,100,349,104,1008,211,6,24,1210,147,28,37,71,53,40,32,168,89,903,129,0,24
6.2,Capitol Hill,13942,322,2655,326,676,185,64,65,13,34,112,91,217,102,270,120,0,29,1650,300,290,130,0,29,522,209,422,160,416,134,0,29,329,106,37,48,0,29,68,56,75,49,149,73,0,29,11287,402,6543,498,416,250,440,201,1919,297,2529,362,1239,267,0,29,4097,420,63,67,215,127,1258,304,1726,319,835,231,0,29,647,197,0,29,37,63,53,52,203,107,354,164,0,29
6.3,North Capitol Hill,2363,123,1181,173,51,46,0,12,0,12,51,46,0,12,0,12,0,12,784,145,494,111,16,28,211,108,63,52,0,12,0,12,346,97,296,99,0,12,24,28,0,12,0,12,26,29,1182,192,655,169,34,40,85,72,355,116,163,101,18,30,0,12,499,167,62,78,112,88,194,83,119,95,12,19,0,12,28,32,0,12,0,12,28,32,0,12,0,12,0,12
6.4,Miller Park,3180,100,1539,129,187,74,95,49,16,28,58,58,18,19,0,17,0,17,1068,109,945,108,10,21,60,37,53,46,0,17,0,17,284,52,253,45,0,17,25,26,6,15,0,17,0,17,1641,131,1014,144,194,93,227,85,301,104,233,85,59,52,0,17,553,107,160,73,73,36,228,70,47,34,45,40,0,17,74,46,8,17,7,16,43,38,8,18,8,18,0,17
6.5,Madison Park,2679,129,1515,141,67,46,30,33,0,17,0,17,37,41,0,17,0,17,841,107,790,103,0,17,11,17,25,29,15,24,0,17,607,112,370,99,46,42,28,33,80,49,83,62,0,17,1164,153,357,143,52,84,33,46,115,64,18,27,139,102,0,17,586,170,121,70,20,32,339,159,57,46,49,46,0,17,221,110,13,21,0,17,31,34,65,81,112,63,0,17
7.1,Montlake/Portage Bay,4576,111,2427,160,202,78,133,61,0,21,44,40,25,31,0,21,0,21,1564,152,1290,121,38,47,104,77,109,55,0,21,23,30,661,75,533,86,30,34,15,27,14,26,0,21,69,60,2149,176,1446,210,261,133,241,109,506,143,321,134,117,88,0,21,654,161,181,99,154,86,270,113,14,25,35,37,0,21,49,40,0,21,22,26,11,24,0,21,16,28,0,21
7.2,University District,5280,209,774,113,77,58,50,50,0,29,0,29,14,33,13,32,0,29,524,97,455,94,0,29,13,32,52,47,0,29,4,25,173,65,107,44,0,29,22,43,31,39,13,32,0,29,4506,235,3432,268,462,170,226,123,942,229,1022,195,780,174,0,29,818,232,83,59,113,96,294,139,138,97,190,109,0,29,256,107,14,33,0,29,14,33,92,85,136,111,0,29
7.3,Ravenna/Bryant,9895,238,5892,251,612,146,524,142,20,34,0,32,21,37,34,47,13,35,4079,230,3933,230,0,32,32,38,10,33,90,54,14,31,1201,125,1117,125,13,33,20,33,0,32,39,35,12,33,4003,299,2632,263,848,174,351,129,768,165,342,128,285,110,38,69,909,179,372,97,133,62,276,125,62,54,66,45,0,32,462,117,127,61,31,41,91,74,45,43,168,80,0,32
7.4,Wedgwood/View Ridge,6148,153,4860,199,357,104,329,101,0,27,10,29,0,27,18,31,0,27,3193,209,3043,198,15,27,72,46,0,27,27,33,36,51,1310,108,1211,109,30,50,16,33,28,38,25,36,0,27,1288,178,561,128,239,93,114,65,98,52,88,82,12,29,10,28,657,146,374,103,99,69,62,39,98,65,8,27,16,30,70,46,27,35,0,27,30,35,13,31,0,27,0,27
7.5,Laurelhurst/Sand Point,4412,158,2853,202,252,103,147,90,0,21,9,23,17,26,79,54,0,21,1855,192,1746,187,0,21,34,33,19,27,56,38,0,21,746,110,653,107,6,20,22,29,54,36,11,24,0,21,1559,212,842,173,139,75,173,116,282,93,154,96,94,54,0,21,619,176,204,105,94,65,136,78,118,84,31,44,36,52,98,55,67,47,0,21,0,21,15,27,16,28,0,21
8.1,Northgate/Maple Leaf,6976,196,2723,187,402,108,267,86,15,29,53,52,20,28,47,56,0,24,1715,170,1466,156,0,24,9,25,107,56,133,62,0,24,606,122,408,90,0,24,67,81,38,35,93,63,0,24,4253,238,1854,238,303,103,143,91,448,180,305,127,655,148,0,24,1599,249,315,139,196,123,470,149,319,121,299,115,0,24,800,182,47,40,0,24,78,57,98,64,577,156,0,24
8.2,Olympic Hills/Victory Heights,6737,204,3497,241,536,176,382,152,21,26,66,64,29,37,38,33,0,24,2209,210,1992,195,14,27,30,36,80,78,46,46,47,43,752,138,593,119,31,37,88,79,0,24,40,46,0,24,3240,292,1438,229,441,156,71,52,434,173,292,100,200,127,0,24,1297,258,335,125,202,124,273,134,274,132,213,102,0,24,505,143,94,64,20,37,142,79,129,78,120,69,0,24
8.3,Cedar Park/Meadowbrook,5748,207,2854,179,342,115,342,115,0,27,0,27,0,27,0,27,0,27,1913,157,1898,154,0,27,0,27,15,31,0,27,0,27,599,88,596,88,3,25,0,27,0,27,0,27,0,27,2894,245,1202,220,225,88,84,49,317,137,274,109,259,105,43,73,1420,245,311,111,219,133,388,147,125,60,377,119,0,27,272,97,25,38,4,25,42,39,18,28,183,89,0,27
9.1,Broadview/Bitter Lake,6683,218,3285,224,393,130,294,119,0,27,19,36,44,44,36,45,0,27,2071,191,1809,180,40,65,76,55,100,88,46,46,0,27,821,129,728,129,0,27,49,51,16,35,28,38,0,27,3398,253,909,195,96,76,14,31,141,122,287,152,371,145,0,27,1278,241,467,161,58,46,167,96,191,106,395,142,0,27,1211,199,17,34,15,31,86,58,241,116,852,180,0,27
9.2,Licton Springs,4422,146,1802,240,505,152,419,143,16,28,70,58,0,17,0,17,0,17,1043,188,789,146,12,24,218,122,24,30,0,17,0,17,254,81,226,79,9,19,19,25,0,17,0,17,0,17,2620,254,1493,250,545,171,316,163,399,179,161,88,72,63,0,17,935,203,310,120,110,74,361,151,125,68,12,23,17,25,192,76,17,30,11,22,30,35,42,40,92,47,0,17
9.3,Greenwood/Phinney Ridge,10923,235,6353,313,892,182,647,146,65,70,32,42,104,67,44,43,0,29,4546,276,4126,265,118,66,62,46,212,84,19,32,9,30,915,135,827,126,32,36,46,48,10,31,0,29,0,29,4570,322,2150,253,558,158,405,154,596,162,395,142,187,82,9,30,2054,263,786,191,362,116,611,146,138,74,157,80,0,29,366,114,88,58,10,32,45,43,18,33,205,93,0,29
9.4,Green Lake,6673,219,3442,241,590,156,428,124,0,24,87,93,42,49,33,40,0,24,2324,193,2172,185,36,36,64,48,0,24,52,52,0,24,528,115,475,108,36,38,17,34,0,24,0,24,0,24,3231,254,1961,250,563,169,290,122,605,175,407,159,96,82,0,24,799,194,200,106,124,78,178,77,162,82,135,107,0,24,471,119,29,34,24,29,76,75,115,61,227,97,0,24
9.5,Haller Lake,4467,139,2687,222,361,146,190,83,0,21,18,32,114,101,0,21,39,61,1695,188,1580,179,0,21,34,41,59,51,7,21,15,27,631,97,547,95,0,21,0,21,11,21,0,21,73,49,1780,238,835,175,120,63,63,89,264,139,324,141,64,53,0,21,708,195,303,99,69,56,162,114,147,91,27,35,0,21,237,116,21,24,23,28,0,21,58,63,135,96,0,21
10.1,North Beach/Blue Ridge,5103,114,3604,180,361,107,329,104,0,21,32,32,0,21,0,21,0,21,2315,175,2232,183,17,27,66,65,0,21,0,21,0,21,928,90,887,90,0,21,0,21,30,23,11,23,0,21,1499,180,687,146,301,120,48,39,180,93,120,74,38,39,0,21,760,172,429,155,65,52,86,43,159,81,21,30,0,21,52,38,29,30,10,23,13,27,0,21,0,21,0,21
10.2,Whittier Heights,5610,116,3010,236,417,121,352,113,18,33,47,45,0,24,0,24,0,24,2157,211,2081,205,76,61,0,24,0,24,0,24,0,24,436,78,410,76,12,25,14,28,0,24,0,24,0,24,2600,254,1385,227,349,133,600,186,413,145,23,31,0,24,0,24,1136,205,444,146,244,88,432,140,16,31,0,24,0,24,79,51,10,23,27,40,42,37,0,24,0,24,0,24
10.3,Sunset Hill/Loyal Heights,6432,193,4062,235,431,108,326,97,0,24,76,48,29,38,0,24,0,24,2941,221,2767,208,88,77,62,53,11,24,13,26,0,24,690,134,516,123,40,41,13,28,28,34,81,45,12,26,2370,246,887,192,297,139,220,109,215,89,106,62,49,47,0,24,1142,198,373,147,214,98,387,132,107,79,61,46,0,24,341,105,43,41,28,34,51,41,56,47,163,92,0,24
10.4,Ballard,4091,212,926,189,295,138,149,108,0,17,71,54,0,17,75,57,0,17,484,116,351,99,15,24,0,17,0,17,118,70,0,17,147,88,15,24,0,17,84,80,0,17,48,44,0,17,3165,293,1610,273,171,96,99,57,463,199,193,108,684,231,0,17,1153,248,206,138,124,69,293,112,347,156,183,143,0,17,402,125,34,52,38,43,98,90,152,87,80,74,0,17
11.1,Fremont,8389,231,3272,278,680,170,438,124,15,32,17,35,156,105,54,51,0,24,2262,224,1816,202,115,102,229,93,65,52,37,42,0,24,330,90,224,80,30,39,11,24,57,43,8,25,0,24,5117,318,3093,298,624,196,745,228,1156,210,406,131,102,63,60,65,1860,279,436,164,455,165,811,204,136,69,22,28,0,24,164,73,23,33,58,47,69,49,0,24,14,29,0,24
11.2,Wallingford,7409,188,2998,202,513,125,427,117,8,27,22,35,56,39,0,27,0,27,1953,177,1629,172,129,61,36,34,96,45,39,40,24,34,532,78,426,76,0,27,28,34,24,31,54,51,0,27,4411,250,2892,250,568,184,330,119,649,171,1013,193,317,133,15,31,1269,196,337,102,270,102,305,113,120,78,224,116,13,29,250,77,7,26,31,32,0,27,18,36,194,68,0,27
11.3,Cascade/Eastlake,8722,431,914,176,197,85,11,25,0,21,32,30,18,34,136,74,0,21,522,165,143,76,0,21,90,71,40,44,249,129,0,21,195,60,73,40,0,21,29,33,34,30,59,46,0,21,7808,430,4358,418,111,79,11,24,640,188,659,222,2937,354,0,21,2868,345,74,58,66,74,386,144,424,166,1918,293,0,21,582,154,28,36,0,21,94,70,61,49,399,131,0,21
12.1,Magnolia,5548,152,4234,252,289,116,249,104,0,24,26,34,14,29,0,24,0,24,2810,212,2686,209,16,32,31,39,65,75,0,24,12,25,1135,132,1065,125,0,24,0,24,70,60,0,24,0,24,1314,210,643,171,315,144,145,94,76,61,107,89,0,24,0,24,548,159,338,118,57,71,141,92,12,25,0,24,0,24,123,59,27,34,0,24,36,38,48,38,0,24,12,25
12.2,Interbay,5251,185,2230,221,323,131,263,124,11,26,0,21,49,48,0,21,0,21,1404,197,868,143,23,31,392,156,81,55,40,38,0,21,503,111,280,101,0,21,98,55,110,57,15,30,0,21,3021,259,1396,216,145,102,300,124,536,174,380,147,35,39,0,21,1388,252,179,99,376,147,411,148,377,144,36,34,9,23,237,86,0,21,46,38,100,61,59,49,32,37,0,21
12.3,Queen Anne,19175,394,7628,391,956,206,282,108,32,50,126,75,360,133,156,82,0,40,5147,359,3357,246,127,76,676,180,721,169,238,98,28,48,1525,213,749,133,98,64,199,93,373,138,106,79,0,40,11547,494,6618,467,507,155,969,256,2046,312,1654,269,1442,265,0,40,3853,419,435,142,604,182,923,215,1251,269,640,178,0,40,1076,179,49,47,61,48,291,123,171,80,504,102,0,40
13.1,Belltown,5934,298,1587,279,310,138,0,21,0,21,0,21,7,21,303,138,0,21,857,232,36,42,0,21,0,21,13,25,808,229,0,21,420,115,45,72,0,21,0,21,12,25,363,118,0,21,4347,335,1837,263,14,25,15,26,44,50,414,161,1350,263,0,21,2224,300,154,54,22,37,284,136,449,158,1288,275,27,46,286,105,0,21,15,29,0,21,41,41,230,104,0,21
13.2,Downtown Commercial Core,2452,178,444,105,48,41,0,12,0,12,0,12,9,16,39,37,0,12,279,85,28,33,0,12,25,28,99,58,127,61,0,12,117,68,0,12,0,12,26,29,15,25,76,55,0,12,2008,197,805,176,0,12,0,12,89,100,52,50,664,167,0,12,1019,158,52,65,0,12,27,34,223,112,717,160,0,12,184,76,0,12,0,12,0,12,45,43,139,64,0,12
13.3,Pioneer Square/International District,3024,156,144,59,58,39,0,17,0,17,9,18,0,17,49,39,0,17,76,41,11,21,0,17,11,22,35,30,19,22,0,17,10,20,0,17,0,17,0,17,10,20,0,17,0,17,2880,161,581,130,43,52,10,19,61,39,214,87,253,103,0,17,1439,153,49,47,36,32,192,100,408,98,754,127,0,17,860,112,18,24,0,17,127,65,118,64,586,113,11,21
