area_id,area_name,b25129001,b25129001_moe,b25129002,b25129002_moe,b25129003,b25129003_moe,b25129004,b25129004_moe,b25129005,b25129005_moe,b25129006,b25129006_moe,b25129007,b25129007_moe,b25129008,b25129008_moe,b25129009,b25129009_moe,b25129010,b25129010_moe,b25129011,b25129011_moe,b25129012,b25129012_moe,b25129013,b25129013_moe,b25129014,b25129014_moe,b25129015,b25129015_moe,b25129016,b25129016_moe,b25129017,b25129017_moe,b25129018,b25129018_moe,b25129019,b25129019_moe,b25129020,b25129020_moe,b25129021,b25129021_moe,b25129022,b25129022_moe,b25129023,b25129023_moe,b25129024,b25129024_moe,b25129025,b25129025_moe,b25129026,b25129026_moe,b25129027,b25129027_moe,b25129028,b25129028_moe,b25129029,b25129029_moe,b25129030,b25129030_moe,b25129031,b25129031_moe,b25129032,b25129032_moe,b25129033,b25129033_moe,b25129034,b25129034_moe,b25129035,b25129035_moe,b25129036,b25129036_moe,b25129037,b25129037_moe,b25129038,b25129038_moe,b25129039,b25129039_moe,b25129040,b25129040_moe,b25129041,b25129041_moe,b25129042,b25129042_moe,b25129043,b25129043_moe,b25129044,b25129044_moe,b25129045,b25129045_moe,b25129046,b25129046_moe,b25129047,b25129047_moe,b25129048,b25129048_moe,b25129049,b25129049_moe,b25129050,b25129050_moe,b25129051,b25129051_moe,b25129052,b25129052_moe,b25129053,b25129053_moe,b25129054,b25129054_moe,b25129055,b25129055_moe,b25129056,b25129056_moe,b25129057,b25129057_moe,b25129058,b25129058_moe,b25129059,b25129059_moe,b25129060,b25129060_moe,b25129061,b25129061_moe,b25129062,b25129062_moe,b25129063,b25129063_moe,b25129064,b25129064_moe,b25129065,b25129065_moe,b25129066,b25129066_moe,b25129067,b25129067_moe,b25129068,b25129068_moe,b25129069,b25129069_moe,b25129070,b25129070_moe,b25129071,b25129071_moe,b25129072,b25129072_moe,b25129073,b25129073_moe,b25129074,b25129074_moe,b25129075,b25129075_moe,b25129076,b25129076_moe,b25129077,b25129077_moe,b25129078,b25129078_moe,b25129079,b25129079_moe,b25129080,b25129080_moe,b25129081,b25129081_moe,b25129082,b25129082_moe,b25129083,b25129083_moe,b25129084,b25129084_moe,b25129085,b25129085_moe,b25129086,b25129086_moe,b25129087,b25129087_moe
3.2,Georgetown,630,55,195,59,118,54,106,51,12,16,0,12,0,12,0,12,0,12,24,25,24,25,0,12,0,12,0,12,0,12,0,12,30,30,30,30,0,12,0,12,0,12,0,12,0,12,19,22,19,22,0,12,0,12,0,12,0,12,0,12,4,7,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,435,76,313,76,166,79,70,48,43,28,25,33,9,15,0,12,70,52,10,16,4,7,56,51,0,12,0,12,0,12,10,14,6,11,0,12,4,8,0,12,0,12,0,12,33,32,30,32,0,12,3,6,0,12,0,12,0,12,9,12,9,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.3,Duwamish/SODO,944,90,494,93,174,58,73,34,0,12,36,27,9,14,56,42,0,12,75,50,37,30,0,12,6,12,19,28,13,19,0,12,108,48,55,45,0,12,15,18,0,12,38,24,0,12,57,28,29,24,0,12,0,12,10,15,18,16,0,12,61,43,61,43,0,12,0,12,0,12,0,12,0,12,19,23,19,23,0,12,0,12,0,12,0,12,0,12,450,116,397,105,32,30,62,67,120,86,94,68,89,53,0,12,34,32,0,12,0,12,0,12,34,32,0,12,0,12,11,18,0,12,0,12,11,18,0,12,0,12,0,12,8,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3.4,South Beacon Hill/NewHolly,4531,190,2403,205,762,152,762,152,0,24,0,24,0,24,0,24,0,24,517,138,517,138,0,24,0,24,0,24,0,24,0,24,508,128,508,128,0,24,0,24,0,24,0,24,0,24,209,88,209,88,0,24,0,24,0,24,0,24,0,24,203,89,203,89,0,24,0,24,0,24,0,24,0,24,204,70,204,70,0,24,0,24,0,24,0,24,0,24,2128,233,1313,234,715,180,311,148,176,98,56,49,55,41,0,24,660,163,323,129,87,60,48,64,29,32,173,74,0,24,72,65,13,28,42,55,0,24,0,24,17,35,0,24,46,56,46,56,0,24,0,24,0,24,0,24,0,24,28,29,28,29,0,24,0,24,0,24,0,24,0,24,9,26,9,26,0,24,0,24,0,24,0,24,0,24
3.5,Beacon Hill,2893,137,2074,222,456,144,449,143,0,17,0,17,0,17,0,17,7,18,507,162,501,162,6,16,0,17,0,17,0,17,0,17,463,127,439,124,0,17,0,17,0,17,0,17,24,38,238,92,238,92,0,17,0,17,0,17,0,17,0,17,158,77,158,77,0,17,0,17,0,17,0,17,0,17,252,91,252,91,0,17,0,17,0,17,0,17,0,17,819,197,562,159,425,132,13,24,87,65,37,57,0,17,0,17,122,88,80,58,0,17,42,69,0,17,0,17,0,17,122,84,122,84,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,13,23,13,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
3.6,North Beacon Hill/Jefferson Park,5765,192,2583,244,854,184,791,182,15,28,0,24,0,24,26,29,22,37,448,150,411,143,37,58,0,24,0,24,0,24,0,24,530,150,481,145,38,47,11,25,0,24,0,24,0,24,298,100,274,96,13,28,11,24,0,24,0,24,0,24,232,102,232,102,0,24,0,24,0,24,0,24,0,24,221,85,221,85,0,24,0,24,0,24,0,24,0,24,3182,273,2194,289,582,179,528,175,529,169,224,159,331,134,0,24,457,197,182,125,92,89,95,85,0,24,88,73,0,24,279,132,95,68,42,66,103,86,0,24,39,35,0,24,110,77,72,66,27,45,11,27,0,24,0,24,0,24,126,99,59,68,12,25,0,24,55,74,0,24,0,24,16,33,16,33,0,24,0,24,0,24,0,24,0,24
4.1,Rainier Beach,5403,197,3197,260,981,223,981,223,0,27,0,27,0,27,0,27,0,27,384,121,375,121,0,27,0,27,0,27,9,26,0,27,939,196,908,192,0,27,0,27,8,25,23,33,0,27,522,141,489,136,9,26,15,31,0,27,9,26,0,27,232,102,232,102,0,27,0,27,0,27,0,27,0,27,139,75,139,75,0,27,0,27,0,27,0,27,0,27,2206,294,1634,290,648,226,358,159,170,117,267,150,143,130,48,44,265,136,107,88,13,30,24,44,36,53,62,78,23,44,198,104,79,61,29,39,28,42,0,27,62,76,0,27,109,94,20,40,14,30,14,32,49,75,12,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
4.2,Columbia City,6493,254,3378,280,1110,225,1057,224,14,30,0,27,39,62,0,27,0,27,459,134,459,134,0,27,0,27,0,27,0,27,0,27,793,164,765,161,15,31,0,27,0,27,0,27,13,31,424,118,424,118,0,27,0,27,0,27,0,27,0,27,337,111,337,111,0,27,0,27,0,27,0,27,0,27,255,92,255,92,0,27,0,27,0,27,0,27,0,27,3115,312,2159,298,498,137,307,146,738,260,98,76,518,158,0,27,431,151,192,102,99,84,56,59,0,27,84,56,0,27,262,117,66,49,23,32,67,56,77,82,29,35,0,27,242,115,89,79,0,27,78,73,40,64,35,57,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,21,31,10,27,0,27,0,27,0,27,11,31,0,27
4.3,Seward Park,3376,140,2646,140,771,145,771,145,0,17,0,17,0,17,0,17,0,17,476,112,467,112,0,17,9,18,0,17,0,17,0,17,516,117,505,116,11,22,0,17,0,17,0,17,0,17,489,116,489,116,0,17,0,17,0,17,0,17,0,17,263,108,263,108,0,17,0,17,0,17,0,17,0,17,131,48,131,48,0,17,0,17,0,17,0,17,0,17,730,135,448,116,180,62,24,39,59,37,58,59,127,84,0,17,180,86,30,27,37,58,38,35,47,45,28,46,0,17,102,58,26,28,0,17,9,18,6,17,51,50,10,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
4.4,Mt. Baker/North Rainier,2340,165,1640,130,342,118,319,118,23,34,0,17,0,17,0,17,0,17,383,122,383,122,0,17,0,17,0,17,0,17,0,17,407,97,390,92,0,17,0,17,0,17,0,17,17,25,269,102,269,102,0,17,0,17,0,17,0,17,0,17,91,58,91,58,0,17,0,17,0,17,0,17,0,17,148,80,148,80,0,17,0,17,0,17,0,17,0,17,700,146,433,147,208,116,94,92,13,22,57,63,61,45,0,17,145,74,50,54,11,17,15,25,10,17,59,47,0,17,109,73,0,17,20,31,38,43,14,22,37,20,0,17,13,21,0,17,0,17,0,17,0,17,13,21,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
5.1,Madrona/Leschi,4262,205,2999,239,865,194,709,165,65,84,69,91,22,40,0,21,0,21,569,150,525,146,20,35,24,27,0,21,0,21,0,21,734,153,718,151,16,27,0,21,0,21,0,21,0,21,388,145,388,145,0,21,0,21,0,21,0,21,0,21,211,96,196,92,15,26,0,21,0,21,0,21,0,21,232,71,220,71,12,22,0,21,0,21,0,21,0,21,1263,209,1063,200,379,130,256,142,128,86,230,106,70,49,0,21,69,57,20,36,49,49,0,21,0,21,0,21,0,21,83,57,34,35,49,47,0,21,0,21,0,21,0,21,34,42,0,21,18,34,16,30,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,14,28,14,28,0,21,0,21,0,21,0,21,0,21
5.2,Judkins Park,1553,98,417,95,222,70,119,64,39,45,0,12,0,12,64,35,0,12,97,49,44,43,0,12,5,8,17,25,31,24,0,12,39,30,34,29,0,12,0,12,5,9,0,12,0,12,16,25,16,25,0,12,0,12,0,12,0,12,0,12,20,21,20,21,0,12,0,12,0,12,0,12,0,12,23,22,23,22,0,12,0,12,0,12,0,12,0,12,1136,129,816,143,85,59,100,62,90,60,112,67,429,110,0,12,179,75,10,15,23,23,15,16,2,6,129,67,0,12,73,55,0,12,0,12,12,18,7,12,54,52,0,12,42,51,0,12,0,12,25,42,17,27,0,12,0,12,26,32,0,12,8,13,0,12,0,12,18,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
5.3,Central Area/Squire Park,8106,238,3478,250,1452,217,1092,198,77,48,116,86,98,63,29,33,40,43,638,139,516,129,19,29,36,41,67,44,0,24,0,24,633,136,537,128,12,30,45,53,0,24,39,38,0,24,332,103,274,95,0,24,16,27,29,36,13,29,0,24,161,71,149,69,8,25,4,22,0,24,0,24,0,24,262,84,262,84,0,24,0,24,0,24,0,24,0,24,4628,310,3452,299,773,164,477,144,920,200,691,182,591,163,0,24,607,168,65,59,94,61,200,118,112,83,136,81,0,24,359,124,106,73,23,43,50,53,87,68,93,79,0,24,128,89,18,34,11,27,35,58,56,61,8,25,0,24,25,41,0,24,25,41,0,24,0,24,0,24,0,24,57,62,27,39,0,24,30,52,0,24,0,24,0,24
6.1,First Hill,7537,281,1118,179,712,149,69,57,12,26,82,59,194,87,355,106,0,24,202,93,0,24,0,24,0,24,43,42,159,86,0,24,106,61,8,27,0,24,21,39,28,30,49,46,0,24,73,60,0,24,23,42,12,29,11,29,27,35,0,24,19,36,19,36,0,24,0,24,0,24,0,24,0,24,6,23,6,23,0,24,0,24,0,24,0,24,0,24,6419,309,5295,324,194,105,428,123,346,96,1187,216,3134,318,6,24,527,141,20,29,39,40,58,52,121,74,289,109,0,24,420,134,14,33,35,41,41,39,103,70,227,91,0,24,124,75,34,54,0,24,23,42,9,26,58,41,0,24,37,38,14,31,0,24,0,24,14,30,9,25,0,24,16,25,0,24,0,24,0,24,0,24,16,25,0,24
6.2,Capitol Hill,13942,322,2655,326,1328,244,155,96,13,34,271,125,382,136,507,152,0,29,660,243,107,91,0,29,232,184,119,98,202,89,0,29,526,153,106,66,0,29,155,95,170,89,95,57,0,29,127,78,23,42,0,29,30,54,43,47,31,39,0,29,14,33,0,29,0,29,14,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,11287,402,9366,479,326,217,676,214,2734,361,3580,399,2050,339,0,29,1168,276,153,142,16,35,290,133,475,189,234,131,0,29,511,179,0,29,0,29,150,91,239,130,122,94,0,29,169,100,0,29,0,29,47,45,122,88,0,29,0,29,64,50,0,29,0,29,0,29,42,47,22,34,0,29,9,28,0,29,0,29,9,28,0,29,0,29,0,29
6.3,North Capitol Hill,2363,123,1181,173,424,113,208,81,0,12,202,112,14,22,0,12,0,12,162,60,82,36,0,12,28,24,38,42,0,12,14,21,321,131,238,118,16,28,56,47,11,18,0,12,0,12,158,84,158,84,0,12,0,12,0,12,0,12,0,12,81,48,69,45,0,12,0,12,0,12,0,12,12,20,35,31,35,31,0,12,0,12,0,12,0,12,0,12,1182,192,926,170,96,86,114,80,433,119,265,123,18,30,0,12,177,105,0,12,63,79,85,59,17,30,12,19,0,12,48,45,0,12,20,31,28,33,0,12,0,12,0,12,31,34,0,12,0,12,31,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
6.4,Miller Park,3180,100,1539,129,536,122,394,103,0,17,90,62,52,40,0,17,0,17,300,89,272,86,10,21,9,19,9,18,0,17,0,17,339,85,279,77,16,28,38,35,6,15,0,17,0,17,145,58,139,57,0,17,6,16,0,17,0,17,0,17,96,43,86,41,0,17,0,17,10,20,0,17,0,17,123,53,123,53,0,17,0,17,0,17,0,17,0,17,1641,131,1327,139,294,102,281,91,417,112,271,87,64,48,0,17,171,65,22,37,18,22,86,43,8,17,37,26,0,17,125,58,46,45,8,18,51,36,9,18,11,23,0,17,18,23,0,17,0,17,18,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
6.5,Madison Park,2679,129,1515,141,622,137,466,120,16,24,11,17,94,65,35,38,0,17,280,96,218,82,17,27,0,17,15,25,30,36,0,17,260,99,170,81,13,22,28,33,16,24,33,39,0,17,215,86,198,83,0,17,0,17,17,27,0,17,0,17,112,58,112,58,0,17,0,17,0,17,0,17,0,17,26,29,26,29,0,17,0,17,0,17,0,17,0,17,1164,153,940,168,160,108,53,48,364,133,140,102,223,94,0,17,86,65,0,17,0,17,53,45,0,17,33,39,0,17,109,97,13,21,0,17,68,90,0,17,28,33,0,17,16,25,0,17,0,17,0,17,0,17,16,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,13,21,13,21,0,17,0,17,0,17,0,17,0,17
7.1,Montlake/Portage Bay,4576,111,2427,160,875,166,593,125,38,47,111,74,106,67,0,21,27,35,397,108,341,98,14,25,14,27,28,33,0,21,0,21,432,104,402,97,0,21,30,36,0,21,0,21,0,21,303,90,281,91,0,21,8,21,14,25,0,21,0,21,218,87,152,55,16,28,0,21,0,21,0,21,50,65,202,69,187,70,0,21,0,21,0,21,0,21,15,27,2149,176,1728,171,311,136,305,114,654,160,304,130,154,84,0,21,148,71,36,35,27,33,54,47,17,29,14,26,0,21,163,112,65,71,58,73,40,51,0,21,0,21,0,21,73,48,17,30,14,26,28,34,14,25,0,21,0,21,26,30,13,23,13,23,0,21,0,21,0,21,0,21,11,24,0,21,0,21,11,24,0,21,0,21,0,21
7.2,University District,5280,209,774,113,258,101,184,89,0,29,13,32,48,46,13,32,0,29,124,71,87,57,0,29,22,43,15,34,0,29,0,29,199,83,168,85,0,29,0,29,18,39,13,32,0,29,103,58,83,57,0,29,0,29,16,35,0,29,4,25,40,38,40,38,0,29,0,29,0,29,0,29,0,29,50,43,50,43,0,29,0,29,0,29,0,29,0,29,4506,235,3718,284,483,170,225,125,1031,255,1082,196,897,196,0,29,449,168,38,47,97,81,179,117,81,63,54,54,0,29,238,125,25,33,0,29,28,39,38,34,147,116,0,29,25,38,13,32,0,29,12,31,0,29,0,29,0,29,68,75,0,29,17,36,0,29,51,76,0,29,0,29,8,27,0,29,0,29,0,29,0,29,8,27,0,29
7.3,Ravenna/Bryant,9895,238,5892,251,1513,206,1371,202,20,34,6,31,31,41,63,54,22,36,1185,182,1113,174,0,32,0,32,0,32,67,51,5,30,1430,194,1346,190,0,32,39,43,0,32,33,38,12,33,799,157,779,155,13,33,7,31,0,32,0,32,0,32,591,142,591,142,0,32,0,32,0,32,0,32,0,32,374,92,374,92,0,32,0,32,0,32,0,32,0,32,4003,299,3315,296,1070,194,418,134,913,202,419,133,457,130,38,69,307,102,114,63,71,52,72,60,23,39,27,34,0,32,246,114,63,57,20,36,121,96,7,32,35,41,0,32,72,53,37,42,6,31,29,43,0,32,0,32,0,32,47,51,47,51,0,32,0,32,0,32,0,32,0,32,16,39,16,39,0,32,0,32,0,32,0,32,0,32
7.4,Wedgwood/View Ridge,6148,153,4860,199,1329,205,1186,190,0,27,38,34,28,38,51,39,26,48,730,162,684,156,0,27,26,40,0,27,10,28,10,28,1180,175,1130,171,15,27,26,34,0,27,9,27,0,27,754,140,716,132,30,50,8,27,0,27,0,27,0,27,369,98,369,98,0,27,0,27,0,27,0,27,0,27,498,92,498,92,0,27,0,27,0,27,0,27,0,27,1288,178,970,157,472,121,178,81,177,69,97,80,20,30,26,33,113,57,65,43,12,31,6,26,30,39,0,27,0,27,158,82,67,51,23,34,7,26,61,61,0,27,0,27,31,34,20,30,0,27,0,27,11,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,16,33,16,33,0,27,0,27,0,27,0,27,0,27
7.5,Laurelhurst/Sand Point,4412,158,2853,202,966,187,799,178,0,21,17,24,34,33,116,62,0,21,549,132,523,129,0,21,9,23,9,22,8,21,0,21,557,131,453,118,6,20,39,36,37,35,22,26,0,21,339,98,329,96,0,21,0,21,10,23,0,21,0,21,266,69,266,69,0,21,0,21,0,21,0,21,0,21,176,69,176,69,0,21,0,21,0,21,0,21,0,21,1559,212,1410,206,347,141,239,126,401,111,246,118,141,68,36,52,97,64,11,24,28,34,17,29,41,46,0,21,0,21,43,41,43,41,0,21,0,21,0,21,0,21,0,21,9,18,9,18,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21
