area_id,area_name,b16005c001,b16005c001_moe,b16005c002,b16005c002_moe,b16005c003,b16005c003_moe,b16005c004,b16005c004_moe,b16005c005,b16005c005_moe,b16005c006,b16005c006_moe,b16005c007,b16005c007_moe,b16005c008,b16005c008_moe,b16005c009,b16005c009_moe,b16005c010,b16005c010_moe,b16005c011,b16005c011_moe
44,Chatham,28,43,28,43,28,43,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,9,29,9,29,9,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,20,54,20,54,20,54,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,17,35,17,35,17,35,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,80,67,72,62,21,43,51,54,51,54,0,29,8,28,0,29,8,28,0,29,8,28
53,West Pullman,27,47,27,47,13,42,14,45,14,45,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,3,13,3,13,3,13,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,45,45,45,45,45,45,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,17,45,17,45,0,42,17,45,17,45,0,42,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,73,79,45,47,8,28,37,46,37,46,0,27,28,45,0,27,28,45,0,27,28,45
58,Brighton Park,105,88,46,55,0,43,46,55,34,54,12,45,59,66,0,43,59,66,4,43,55,65
59,McKinley Park,199,184,199,184,19,30,180,179,109,88,71,113,0,25,0,25,0,25,0,25,0,25
60,Bridgeport,226,180,208,179,194,178,14,41,14,41,0,37,18,43,0,37,18,43,0,37,18,43
61,New City,309,244,154,137,38,63,116,131,88,93,28,64,155,174,0,47,155,174,92,100,63,92
62,West Elsdon,18,29,8,27,8,27,0,27,0,27,0,27,10,30,0,27,10,30,10,30,0,27
63,Gage Park,113,132,85,104,20,49,65,79,65,79,0,41,28,60,0,41,28,60,0,41,28,60
64,Clearing,93,155,93,155,93,155,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
65,West Lawn,292,237,171,142,106,129,65,68,40,56,25,51,121,155,0,34,121,155,20,35,101,152
66,Chicago Lawn,94,101,44,65,11,50,33,58,9,49,24,58,50,64,0,49,50,64,0,49,50,64
67,West Englewood,21,51,21,51,21,51,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
68,Englewood,79,80,79,80,79,80,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,211,107,211,107,211,107,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,152,183,55,77,0,41,55,77,55,77,0,41,97,118,0,41,97,118,28,55,69,85
71,Auburn Gresham,53,82,53,82,53,82,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,24,30,24,30,17,29,7,30,7,30,0,29,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,18,37,18,37,18,37,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,51,42,51,42,51,42,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,46,64,30,60,0,38,30,60,30,60,0,38,16,46,0,38,16,46,16,46,0,38
77,Edgewater,149,131,123,102,89,81,34,65,34,65,0,48,26,62,0,48,26,62,0,48,26,62
