area_id,area_name,b17010c001,b17010c001_moe,b17010c002,b17010c002_moe,b17010c003,b17010c003_moe,b17010c004,b17010c004_moe,b17010c005,b17010c005_moe,b17010c006,b17010c006_moe,b17010c007,b17010c007_moe,b17010c008,b17010c008_moe,b17010c009,b17010c009_moe,b17010c010,b17010c010_moe,b17010c011,b17010c011_moe,b17010c012,b17010c012_moe,b17010c013,b17010c013_moe,b17010c014,b17010c014_moe,b17010c015,b17010c015_moe,b17010c016,b17010c016_moe,b17010c017,b17010c017_moe,b17010c018,b17010c018_moe,b17010c019,b17010c019_moe,b17010c020,b17010c020_moe,b17010c021,b17010c021_moe,b17010c022,b17010c022_moe,b17010c023,b17010c023_moe,b17010c024,b17010c024_moe,b17010c025,b17010c025_moe,b17010c026,b17010c026_moe,b17010c027,b17010c027_moe,b17010c028,b17010c028_moe,b17010c029,b17010c029_moe,b17010c030,b17010c030_moe,b17010c031,b17010c031_moe,b17010c032,b17010c032_moe,b17010c033,b17010c033_moe,b17010c034,b17010c034_moe,b17010c035,b17010c035_moe,b17010c036,b17010c036_moe,b17010c037,b17010c037_moe,b17010c038,b17010c038_moe,b17010c039,b17010c039_moe,b17010c040,b17010c040_moe,b17010c041,b17010c041_moe
11,Jefferson Park,47,52,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,47,52,47,52,27,45,0,29,0,29,27,45,20,39,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
12,Forest Glen,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
13,North Park,15,34,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,15,34,15,34,0,27,0,27,0,27,0,27,15,34,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
14,Albany Park,24,48,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,24,48,24,48,11,45,0,45,0,45,11,45,13,48,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45
15,Portage Park,50,56,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,50,56,30,55,13,49,0,47,0,47,13,49,17,53,20,49,0,47,0,47,0,47,0,47,0,47,0,47,20,49,10,47,5,47,5,47,0,47,10,49
16,Irving Park,91,105,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,91,105,91,105,42,79,0,47,0,47,42,79,49,84,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47
17,Dunning,31,51,15,44,0,40,0,40,0,40,0,40,0,40,0,40,15,44,0,40,0,40,0,40,0,40,0,40,0,40,15,44,0,40,0,40,0,40,0,40,15,44,16,47,16,47,16,47,0,40,0,40,16,47,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
18,Montclare,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23
19,Belmont Cragin,19,53,13,54,13,54,13,54,0,52,0,52,13,54,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,6,51,0,52,0,52,0,52,0,52,0,52,0,52,6,51,0,52,0,52,0,52,0,52,0,52,0,52,6,51,6,51,0,52,0,52,6,51,0,52
20,Hermosa,10,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,10,33,10,33,0,29,0,29,0,29,0,29,10,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
21,Avondale,85,83,9,40,0,38,0,38,0,38,0,38,0,38,0,38,9,40,0,38,0,38,0,38,0,38,0,38,0,38,9,40,9,40,0,38,0,38,9,40,0,38,76,83,70,83,70,83,45,73,0,38,25,55,0,38,6,38,0,38,0,38,0,38,0,38,0,38,0,38,6,38,0,38,0,38,0,38,0,38,6,38
22,Logan Square,42,75,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,42,75,42,75,14,60,0,57,0,57,14,60,28,73,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57
23,Humboldt Park,67,76,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,67,76,24,64,0,51,0,51,0,51,0,51,24,64,43,66,43,66,0,51,0,51,0,51,0,51,43,66,0,51,0,51,0,51,0,51,0,51,0,51
24,West Town,54,76,25,67,0,62,0,62,0,62,0,62,0,62,0,62,25,67,17,66,17,66,0,62,17,66,0,62,0,62,8,63,8,63,0,62,0,62,8,63,0,62,29,72,0,62,0,62,0,62,0,62,0,62,0,62,29,72,0,62,0,62,0,62,0,62,0,62,0,62,29,72,6,62,0,62,0,62,6,62,23,72
25,Austin,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61
26,West Garfield Park,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,50,74,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,50,74,45,74,45,74,0,52,4,51,41,75,0,52,5,51,5,51,0,52,0,52,0,52,0,52,5,51,0,52,0,52,0,52,0,52,0,52,0,52
29,North Lawndale,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
30,South Lawndale,62,51,34,49,26,49,15,49,0,48,0,48,15,49,11,47,8,48,0,48,0,48,0,48,0,48,0,48,0,48,8,48,8,48,0,48,8,48,0,48,0,48,28,48,11,47,6,48,0,48,6,48,0,48,5,47,17,49,10,49,10,49,0,48,10,49,0,48,0,48,7,48,7,48,0,48,0,48,7,48,0,48
31,Lower West Side,24,43,11,44,11,44,0,42,0,42,0,42,0,42,11,44,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,13,41,0,42,0,42,0,42,0,42,0,42,0,42,13,41,13,41,13,41,0,42,13,41,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
32,Loop,7,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,7,30,7,30,7,30,0,30,0,30,7,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30
33,Near South Side,13,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,13,27,0,24,0,24,0,24,0,24,0,24,0,24,13,27,0,24,0,24,0,24,0,24,0,24,0,24,13,27,0,24,0,24,0,24,0,24,13,27
34,Armour Square,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
35,Douglas,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
36,Oakland,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
39,Kenwood,24,46,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,24,46,0,31,0,31,0,31,0,31,0,31,0,31,24,46,0,31,0,31,0,31,0,31,0,31,0,31,24,46,0,31,0,31,0,31,0,31,24,46
40,Washington Park,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,4,37,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,4,37,4,37,0,38,0,38,0,38,0,38,4,37,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
42,Woodlawn,22,42,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,22,42,22,42,0,36,0,36,0,36,0,36,22,42,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
43,South Shore,58,70,12,46,0,44,0,44,0,44,0,44,0,44,0,44,12,46,0,44,0,44,0,44,0,44,0,44,0,44,12,46,0,44,0,44,0,44,0,44,12,46,46,69,32,64,0,44,0,44,0,44,0,44,32,64,14,51,14,51,0,44,0,44,0,44,0,44,14,51,0,44,0,44,0,44,0,44,0,44,0,44
44,Chatham,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,4,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,4,26,4,26,0,27,0,27,0,27,0,27,4,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,7,25,7,25,0,25,0,25,0,25,0,25,0,25,0,25,7,25,7,25,0,25,0,25,0,25,0,25,7,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,8,28,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,8,28,0,29,0,29,0,29,0,29,0,29,0,29,8,28,0,29,0,29,0,29,0,29,0,29,0,29,8,28,0,29,0,29,0,29,0,29,8,28
53,West Pullman,18,41,5,38,0,39,0,39,0,39,0,39,0,39,0,39,5,38,0,39,0,39,0,39,0,39,0,39,0,39,5,38,5,38,0,39,0,39,5,38,0,39,13,42,13,42,0,39,0,39,0,39,0,39,13,42,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,27,33,10,20,0,19,0,19,0,19,0,19,0,19,0,19,10,20,0,19,0,19,0,19,0,19,0,19,0,19,10,20,0,19,0,19,0,19,0,19,10,20,17,29,17,29,0,19,0,19,0,19,0,19,17,29,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,21,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,21,31,14,31,14,31,0,27,0,27,14,31,0,27,7,27,0,27,0,27,0,27,0,27,0,27,0,27,7,27,7,27,7,27,0,27,0,27,0,27
58,Brighton Park,32,46,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,32,46,13,46,0,43,0,43,0,43,0,43,13,46,19,43,15,43,0,43,0,43,0,43,0,43,15,43,4,43,4,43,0,43,4,43,0,43,0,43
59,McKinley Park,45,39,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,45,39,16,34,16,34,0,25,0,25,16,34,0,25,29,31,0,25,0,25,0,25,0,25,0,25,0,25,29,31,29,31,21,29,0,25,8,27,0,25
60,Bridgeport,71,72,37,50,0,37,0,37,0,37,0,37,0,37,0,37,37,50,22,45,22,45,0,37,0,37,22,45,0,37,15,43,15,43,15,43,0,37,0,37,0,37,34,64,0,37,0,37,0,37,0,37,0,37,0,37,34,64,0,37,0,37,0,37,0,37,0,37,0,37,34,64,34,64,0,37,0,37,34,64,0,37
61,New City,54,59,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,54,59,33,51,29,52,0,47,0,47,29,52,4,46,21,55,0,47,0,47,0,47,0,47,0,47,0,47,21,55,0,47,0,47,0,47,0,47,21,55
62,West Elsdon,10,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,10,30,10,30,10,30,0,27,0,27,10,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
63,Gage Park,31,49,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,31,49,17,46,0,41,0,41,0,41,0,41,17,46,14,44,14,44,14,44,0,41,14,44,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
64,Clearing,16,41,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,16,41,0,31,0,31,0,31,0,31,0,31,0,31,16,41,0,31,0,31,0,31,0,31,0,31,0,31,16,41,0,31,0,31,0,31,0,31,16,41
65,West Lawn,70,62,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,70,62,11,34,11,34,0,34,11,34,0,34,0,34,59,61,26,47,26,47,0,34,0,34,26,47,0,34,33,50,33,50,0,34,24,50,9,35,0,34
66,Chicago Lawn,13,48,13,48,13,48,13,48,0,49,11,49,2,48,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49
67,West Englewood,9,49,9,49,0,48,0,48,0,48,0,48,0,48,0,48,9,49,0,48,0,48,0,48,0,48,0,48,0,48,9,49,9,49,0,48,0,48,9,49,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
68,Englewood,26,44,20,44,20,44,0,36,0,36,0,36,0,36,20,44,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,6,36,0,36,0,36,0,36,0,36,0,36,0,36,6,36,6,36,0,36,0,36,0,36,0,36,6,36,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,77,75,28,39,0,38,0,38,0,38,0,38,0,38,0,38,28,39,0,38,0,38,0,38,0,38,0,38,0,38,28,39,0,38,0,38,0,38,0,38,28,39,49,75,49,75,0,38,0,38,0,38,0,38,49,75,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,33,52,23,49,23,49,23,49,0,41,0,41,23,49,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,10,40,0,41,0,41,0,41,0,41,0,41,0,41,10,40,10,40,0,41,0,41,0,41,0,41,10,40,0,41,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,10,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,10,46,0,46,0,46,0,46,0,46,0,46,0,46,10,46,0,46,0,46,0,46,0,46,0,46,0,46,10,46,10,46,0,46,0,46,10,46,0,46
72,Beverly,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
