area_id,area_name,b25032c001,b25032c001_moe,b25032c002,b25032c002_moe,b25032c003,b25032c003_moe,b25032c004,b25032c004_moe,b25032c005,b25032c005_moe,b25032c006,b25032c006_moe,b25032c007,b25032c007_moe,b25032c008,b25032c008_moe,b25032c009,b25032c009_moe,b25032c010,b25032c010_moe,b25032c011,b25032c011_moe
28,Near West Side,99,80,46,74,0,52,14,55,4,51,13,54,0,52,0,52,22,55,0,52,0,52
29,North Lawndale,3,42,0,43,0,43,0,43,0,43,0,43,0,43,0,43,3,42,0,43,0,43
30,South Lawndale,86,55,24,49,0,48,33,48,22,52,7,48,0,48,0,48,0,48,0,48,0,48
31,Lower West Side,43,45,0,42,0,42,7,42,13,41,23,45,0,42,0,42,0,42,0,42,0,42
32,Loop,24,37,7,30,0,30,0,30,0,30,0,30,0,30,0,30,17,37,0,30,0,30
33,Near South Side,38,47,0,24,0,24,0,24,0,24,0,24,0,24,0,24,38,47,0,24,0,24
34,Armour Square,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
35,Douglas,7,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,7,35,0,35,0,35
36,Oakland,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,13,46,0,43,0,43,13,46,0,43,0,43,0,43,0,43,0,43,0,43,0,43
39,Kenwood,64,62,13,35,0,31,0,31,24,46,0,31,0,31,0,31,27,46,0,31,0,31
40,Washington Park,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,45,53,4,37,0,38,0,38,0,38,13,43,0,38,23,51,5,37,0,38,0,38
42,Woodlawn,22,42,0,36,0,36,0,36,0,36,0,36,0,36,22,42,0,36,0,36,0,36
43,South Shore,89,81,0,44,0,44,24,60,14,51,32,64,0,44,7,44,0,44,12,46,0,44
44,Chatham,28,43,16,42,0,37,12,38,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,4,26,0,27,4,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,7,25,7,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,61,59,32,50,8,30,0,29,0,29,21,43,0,29,0,29,0,29,0,29,0,29
53,West Pullman,18,41,5,38,0,39,0,39,0,39,0,39,0,39,0,39,0,39,13,42,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,27,33,10,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,17,29,0,19
56,Garfield Ridge,4,41,4,41,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,29,31,29,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,44,49,4,43,0,43,36,49,4,43,0,43,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,45,39,0,25,0,25,0,25,45,39,0,25,0,25,0,25,0,25,0,25,0,25
60,Bridgeport,89,76,71,72,0,37,18,43,0,37,0,37,0,37,0,37,0,37,0,37,0,37
61,New City,78,70,13,47,13,51,31,59,21,55,0,47,0,47,0,47,0,47,0,47,0,47
62,West Elsdon,10,30,10,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
63,Gage Park,31,49,31,49,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
64,Clearing,27,40,22,41,0,31,0,31,0,31,0,31,0,31,0,31,5,31,0,31,0,31
65,West Lawn,70,62,61,61,0,34,9,35,0,34,0,34,0,34,0,34,0,34,0,34,0,34
66,Chicago Lawn,22,48,22,48,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49
67,West Englewood,21,51,0,48,0,48,0,48,0,48,9,49,0,48,0,48,12,50,0,48,0,48
68,Englewood,44,51,20,44,0,36,18,45,0,36,6,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,84,75,84,75,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,33,52,33,52,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,53,82,0,46,0,46,10,46,43,82,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,5,28,5,28,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,18,37,18,37,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,51,42,42,40,0,31,0,31,0,31,0,31,0,31,0,31,9,33,0,31,0,31
76,O'Hare,16,46,0,38,0,38,0,38,0,38,16,46,0,38,0,38,0,38,0,38,0,38
77,Edgewater,96,81,0,48,0,48,0,48,33,63,7,48,0,48,13,51,43,69,0,48,0,48
