area_id,area_name,b19037d001,b19037d001_moe,b19037d002,b19037d002_moe,b19037d003,b19037d003_moe,b19037d004,b19037d004_moe,b19037d005,b19037d005_moe,b19037d006,b19037d006_moe,b19037d007,b19037d007_moe,b19037d008,b19037d008_moe,b19037d009,b19037d009_moe,b19037d010,b19037d010_moe,b19037d011,b19037d011_moe,b19037d012,b19037d012_moe,b19037d013,b19037d013_moe,b19037d014,b19037d014_moe,b19037d015,b19037d015_moe,b19037d016,b19037d016_moe,b19037d017,b19037d017_moe,b19037d018,b19037d018_moe,b19037d019,b19037d019_moe,b19037d020,b19037d020_moe,b19037d021,b19037d021_moe,b19037d022,b19037d022_moe,b19037d023,b19037d023_moe,b19037d024,b19037d024_moe,b19037d025,b19037d025_moe,b19037d026,b19037d026_moe,b19037d027,b19037d027_moe,b19037d028,b19037d028_moe,b19037d029,b19037d029_moe,b19037d030,b19037d030_moe,b19037d031,b19037d031_moe,b19037d032,b19037d032_moe,b19037d033,b19037d033_moe,b19037d034,b19037d034_moe,b19037d035,b19037d035_moe,b19037d036,b19037d036_moe,b19037d037,b19037d037_moe,b19037d038,b19037d038_moe,b19037d039,b19037d039_moe,b19037d040,b19037d040_moe,b19037d041,b19037d041_moe,b19037d042,b19037d042_moe,b19037d043,b19037d043_moe,b19037d044,b19037d044_moe,b19037d045,b19037d045_moe,b19037d046,b19037d046_moe,b19037d047,b19037d047_moe,b19037d048,b19037d048_moe,b19037d049,b19037d049_moe,b19037d050,b19037d050_moe,b19037d051,b19037d051_moe,b19037d052,b19037d052_moe,b19037d053,b19037d053_moe,b19037d054,b19037d054_moe,b19037d055,b19037d055_moe,b19037d056,b19037d056_moe,b19037d057,b19037d057_moe,b19037d058,b19037d058_moe,b19037d059,b19037d059_moe,b19037d060,b19037d060_moe,b19037d061,b19037d061_moe,b19037d062,b19037d062_moe,b19037d063,b19037d063_moe,b19037d064,b19037d064_moe,b19037d065,b19037d065_moe,b19037d066,b19037d066_moe,b19037d067,b19037d067_moe,b19037d068,b19037d068_moe,b19037d069,b19037d069_moe
14,Albany Park,2020,270,38,57,13,48,8,45,0,45,0,45,0,45,0,45,0,45,0,45,17,52,0,45,0,45,0,45,0,45,0,45,0,45,0,45,711,175,21,49,99,90,30,54,30,54,29,47,12,46,13,46,32,55,59,58,36,51,97,70,120,83,34,56,63,70,0,45,36,56,718,188,23,46,102,105,9,44,71,75,29,52,25,49,24,50,36,59,15,48,30,59,46,55,63,61,118,83,26,49,71,75,30,54,553,132,157,79,58,60,34,68,42,54,0,45,25,50,6,44,6,45,59,76,0,45,32,47,46,53,65,60,0,45,14,47,9,46
15,Portage Park,758,173,10,49,0,47,0,47,0,47,0,47,10,49,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,341,116,0,47,0,47,16,51,0,47,0,47,9,47,0,47,14,52,0,47,20,51,54,70,106,66,68,74,20,49,30,51,4,47,307,123,0,47,14,52,0,47,44,57,0,47,11,49,15,50,0,47,0,47,0,47,23,52,115,93,0,47,0,47,20,50,65,74,100,62,0,47,0,47,18,49,0,47,8,48,0,47,0,47,0,47,0,47,26,52,8,47,14,48,16,53,0,47,10,48,0,47
16,Irving Park,1395,250,121,89,22,52,45,72,3,46,22,57,20,56,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,9,48,0,47,0,47,662,184,47,68,0,47,36,65,0,47,69,74,10,49,0,47,53,69,27,51,11,49,148,93,106,83,73,74,53,69,5,47,24,52,322,99,18,50,0,47,0,47,4,47,32,51,39,57,37,59,39,52,27,56,0,47,24,50,47,55,27,47,0,47,28,52,0,47,290,128,0,47,4,47,47,66,0,47,20,50,19,52,0,47,23,52,0,47,19,48,49,75,0,47,25,48,0,47,0,47,84,90
17,Dunning,416,110,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,147,72,0,40,0,40,11,43,0,40,0,40,0,40,0,40,7,39,0,40,0,40,0,40,45,49,8,39,45,59,21,41,10,41,177,74,8,41,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,28,50,16,45,0,40,9,41,46,45,70,63,92,59,0,40,11,42,0,40,0,40,0,40,21,44,0,40,0,40,8,41,0,40,11,42,28,50,5,39,8,41,0,40,0,40
18,Montclare,137,81,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,85,66,45,56,0,23,0,23,9,22,0,23,0,23,0,23,0,23,0,23,0,23,0,23,15,30,16,30,0,23,0,23,0,23,52,50,0,23,0,23,0,23,5,18,0,23,0,23,0,23,0,23,0,23,25,32,0,23,0,23,0,23,0,23,0,23,22,39,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23
19,Belmont Cragin,391,123,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,172,100,0,52,9,51,0,52,0,52,0,52,0,52,0,52,9,54,0,52,13,55,0,52,53,77,60,75,28,56,0,52,0,52,153,79,0,52,13,54,0,52,7,51,0,52,0,52,0,52,10,52,0,52,30,60,36,63,34,58,14,56,9,53,0,52,0,52,66,63,0,52,0,52,0,52,0,52,8,51,15,55,0,52,0,52,0,52,19,53,15,56,0,52,0,52,0,52,0,52,9,53
20,Hermosa,76,61,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,59,59,0,29,0,29,0,29,0,29,0,29,13,35,0,29,0,29,0,29,37,55,0,29,0,29,9,31,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,17,33,0,29,0,29,9,31,0,29,0,29,0,29,0,29,0,29,0,29,0,29,8,30,0,29,0,29,0,29,0,29,0,29
21,Avondale,455,144,19,48,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,19,48,0,38,0,38,0,38,0,38,0,38,207,96,32,52,8,39,0,38,0,38,0,38,0,38,5,36,31,53,0,38,0,38,30,47,51,67,14,41,20,39,16,39,0,38,152,87,0,38,0,38,0,38,35,65,0,38,33,46,0,38,20,50,0,38,0,38,16,43,9,40,10,38,21,46,8,39,0,38,77,69,23,41,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,14,42,40,60,0,38,0,38,0,38,0,38
22,Logan Square,1016,187,49,65,5,57,7,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,7,57,21,64,0,57,0,57,0,57,0,57,9,58,740,162,20,59,16,58,10,58,11,59,14,58,65,83,9,58,0,57,0,57,23,58,71,71,102,76,133,83,44,62,76,67,146,85,173,93,21,64,8,57,0,57,0,57,0,57,18,62,11,59,0,57,0,57,10,58,0,57,51,76,14,61,0,57,33,63,7,56,54,61,16,59,0,57,0,57,11,58,0,57,14,60,0,57,0,57,0,57,6,57,7,57,0,57,0,57,0,57,0,57,0,57
23,Humboldt Park,66,58,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,35,58,0,51,0,51,6,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,29,58,0,51,0,51,0,51,0,51,0,51,24,51,0,51,0,51,0,51,5,49,0,51,0,51,0,51,0,51,0,51,14,53,5,51,0,51,0,51,0,51,0,51,0,51,7,50,0,51,0,51,0,51,0,51,7,50,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51
24,West Town,1620,257,102,92,20,70,0,62,14,66,0,62,0,62,0,62,0,62,0,62,18,67,0,62,44,80,0,62,0,62,0,62,6,62,0,62,1259,230,13,62,0,62,0,62,29,76,8,62,60,81,22,64,32,72,28,69,86,84,193,99,184,93,253,135,111,82,61,71,179,89,236,115,26,67,0,62,0,62,4,62,0,62,2,62,0,62,19,69,75,107,9,63,31,70,8,63,0,62,6,62,45,76,11,64,23,63,0,62,0,62,7,62,0,62,0,62,0,62,10,63,0,62,0,62,6,62,0,62,0,62,0,62,0,62,0,62,0,62
25,Austin,188,95,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,66,70,0,61,0,61,31,66,0,61,0,61,0,61,8,61,0,61,0,61,8,62,0,61,0,61,10,62,9,61,0,61,0,61,69,76,0,61,0,61,0,61,0,61,22,63,0,61,0,61,10,62,0,61,0,61,26,72,0,61,0,61,6,61,5,60,0,61,53,70,0,61,0,61,0,61,14,63,0,61,0,61,12,64,0,61,0,61,0,61,0,61,0,61,1,59,11,63,0,61,15,63
26,West Garfield Park,17,43,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,17,43,0,35,0,35,0,35,0,35,17,43,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,38,44,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,38,44,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,10,40,0,38,20,40,0,38,0,38,8,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,3662,348,459,129,264,103,33,56,0,52,38,59,8,53,0,52,14,56,0,52,5,51,37,63,60,66,0,52,0,52,0,52,0,52,0,52,2826,333,185,106,60,64,44,72,58,59,64,61,41,63,22,52,29,52,123,77,166,95,317,147,610,173,428,162,205,103,185,99,289,138,252,112,14,50,0,52,0,52,0,52,0,52,10,52,21,54,9,53,0,52,0,52,0,52,24,54,22,56,36,59,32,60,84,93,125,78,46,67,0,52,0,52,11,53,0,52,0,52,0,52,0,52,0,52,13,54,5,51,0,52,7,52,13,52,0,52,30,59
29,North Lawndale,7,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,7,43,0,43,0,43,0,43,0,43,0,43,0,43,7,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
30,South Lawndale,5,47,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,5,47,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,5,47,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
31,Lower West Side,207,89,46,57,0,42,10,43,0,42,21,51,0,42,0,42,0,42,15,47,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,85,60,18,49,4,41,0,42,0,42,0,42,19,51,10,42,6,41,0,42,0,42,0,42,6,41,0,42,4,41,0,42,18,47,73,62,0,42,7,42,0,42,7,40,0,42,28,60,9,43,0,42,0,42,0,42,0,42,0,42,0,42,0,42,22,44,0,42,3,41,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,3,41,0,42,0,42,0,42,0,42,0,42,0,42,0,42
32,Loop,2501,442,467,238,262,213,0,30,0,30,9,31,43,54,0,30,21,44,0,30,0,30,0,30,77,81,36,55,19,38,0,30,0,30,0,30,1678,379,79,95,181,229,15,35,0,30,32,57,63,55,31,41,15,36,110,118,53,71,298,163,208,129,139,96,226,131,94,79,134,81,214,126,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,108,107,0,30,0,30,10,31,56,81,40,39,142,74,20,41,0,30,18,38,52,69,0,30,14,35,6,30,0,30,0,30,14,34,0,30,0,30,0,30,13,35,0,30,5,29
33,Near South Side,1805,361,89,91,0,24,0,24,0,24,0,24,0,24,0,24,7,25,0,24,0,24,11,24,42,73,0,24,0,24,0,24,29,50,0,24,1180,268,39,34,0,24,0,24,55,71,17,32,13,26,91,147,99,106,58,62,14,27,132,86,176,101,216,136,92,84,73,55,105,90,314,133,54,72,0,24,0,24,0,24,0,24,0,24,49,67,16,30,0,24,0,24,0,24,30,42,11,29,72,70,0,24,82,64,222,218,80,65,4,27,0,24,8,25,130,209,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
34,Armour Square,3457,225,180,114,75,72,12,30,0,27,0,27,0,27,0,27,4,26,15,35,0,27,0,27,0,27,74,86,0,27,0,27,0,27,0,27,955,169,88,48,83,74,108,90,64,59,70,63,50,55,112,77,37,42,25,30,73,49,56,45,29,46,74,78,58,51,28,37,0,27,1044,182,149,91,112,65,55,49,55,55,36,36,44,65,86,63,38,42,34,37,97,66,127,95,95,56,63,68,18,30,35,49,0,27,1278,196,508,148,389,135,170,103,56,49,26,32,21,40,32,29,11,28,0,27,3,23,7,29,0,27,19,37,4,26,16,35,16,34
35,Douglas,842,161,241,83,153,70,13,39,19,39,27,54,8,35,14,40,0,35,0,35,0,35,0,35,0,35,7,35,0,35,0,35,0,35,0,35,495,136,120,81,19,39,18,37,29,46,0,35,6,34,10,37,17,38,60,53,77,71,24,46,27,44,71,62,15,36,2,33,0,35,62,51,0,35,0,35,0,35,0,35,0,35,0,35,7,35,6,34,0,35,0,35,0,35,31,51,9,36,0,35,3,34,6,34,44,50,18,44,8,35,4,34,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,14,41,0,35,0,35,0,35,0,35
36,Oakland,4,17,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,4,17,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,4,17,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,11,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,11,19,11,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,26,47,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,26,47,0,43,0,43,0,43,0,43,4,43,0,43,0,43,0,43,0,43,0,43,22,47,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
39,Kenwood,511,147,103,81,74,81,23,38,0,31,0,31,0,31,0,31,0,31,0,31,0,31,6,31,0,31,0,31,0,31,0,31,0,31,0,31,319,124,75,57,52,75,0,31,10,32,29,45,17,37,9,31,73,75,0,31,24,50,13,34,9,33,0,31,0,31,0,31,8,31,67,55,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,12,33,14,35,24,37,0,31,0,31,17,37,22,37,0,31,0,31,0,31,12,34,0,31,10,32,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
40,Washington Park,9,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,9,28,0,27,0,27,0,27,0,27,0,27,9,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,1202,211,146,61,79,53,21,38,0,38,0,38,6,38,8,38,19,44,8,39,0,38,0,38,0,38,0,38,5,37,0,38,0,38,0,38,745,189,177,105,0,38,37,44,56,50,52,60,48,47,43,57,106,85,49,60,43,54,50,48,11,37,34,48,11,42,25,45,3,37,258,75,8,39,0,38,0,38,9,39,0,38,0,38,9,39,0,38,12,40,18,40,7,38,37,56,82,65,7,38,18,39,51,46,53,44,0,38,0,38,9,40,0,38,9,39,4,37,13,42,0,38,0,38,4,37,8,39,6,38,0,38,0,38,0,38,0,38
