area_id,area_name,b17010g001,b17010g001_moe,b17010g002,b17010g002_moe,b17010g003,b17010g003_moe,b17010g004,b17010g004_moe,b17010g005,b17010g005_moe,b17010g006,b17010g006_moe,b17010g007,b17010g007_moe,b17010g008,b17010g008_moe,b17010g009,b17010g009_moe,b17010g010,b17010g010_moe,b17010g011,b17010g011_moe,b17010g012,b17010g012_moe,b17010g013,b17010g013_moe,b17010g014,b17010g014_moe,b17010g015,b17010g015_moe,b17010g016,b17010g016_moe,b17010g017,b17010g017_moe,b17010g018,b17010g018_moe,b17010g019,b17010g019_moe,b17010g020,b17010g020_moe,b17010g021,b17010g021_moe,b17010g022,b17010g022_moe,b17010g023,b17010g023_moe,b17010g024,b17010g024_moe,b17010g025,b17010g025_moe,b17010g026,b17010g026_moe,b17010g027,b17010g027_moe,b17010g028,b17010g028_moe,b17010g029,b17010g029_moe,b17010g030,b17010g030_moe,b17010g031,b17010g031_moe,b17010g032,b17010g032_moe,b17010g033,b17010g033_moe,b17010g034,b17010g034_moe,b17010g035,b17010g035_moe,b17010g036,b17010g036_moe,b17010g037,b17010g037_moe,b17010g038,b17010g038_moe,b17010g039,b17010g039_moe,b17010g040,b17010g040_moe,b17010g041,b17010g041_moe
11,Jefferson Park,155,79,20,34,20,34,13,34,0,29,13,34,0,29,7,30,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,135,77,135,77,62,52,10,32,11,29,41,48,73,62,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
12,Forest Glen,38,50,22,45,0,29,0,29,0,29,0,29,0,29,0,29,22,45,0,29,0,29,0,29,0,29,0,29,0,29,22,45,22,45,0,29,0,29,22,45,0,29,16,37,16,37,16,37,16,37,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
13,North Park,116,93,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,116,93,22,35,18,36,0,27,0,27,18,36,4,27,94,90,78,88,0,27,0,27,0,27,0,27,78,88,16,28,12,29,0,27,0,27,12,29,4,26
14,Albany Park,270,91,45,53,10,46,0,45,0,45,0,45,0,45,10,46,35,52,25,51,0,45,0,45,0,45,0,45,25,51,10,46,10,46,0,45,0,45,10,46,0,45,225,85,161,77,80,62,15,44,40,58,25,46,81,61,64,60,28,53,8,44,0,45,0,45,8,44,20,51,36,52,9,46,0,45,0,45,9,46,27,49
15,Portage Park,206,90,24,47,4,46,4,46,0,47,4,46,0,47,0,47,20,48,9,48,0,47,0,47,0,47,0,47,9,48,11,47,11,47,0,47,11,47,0,47,0,47,182,87,119,79,77,67,25,58,9,47,43,54,42,63,63,65,15,51,0,47,0,47,0,47,0,47,15,51,48,62,48,62,0,47,0,47,48,62,0,47
16,Irving Park,170,78,21,49,10,48,0,47,0,47,0,47,0,47,10,48,11,47,0,47,0,47,0,47,0,47,0,47,0,47,11,47,11,47,11,47,0,47,0,47,0,47,149,75,75,59,38,56,0,47,24,53,14,51,37,50,74,62,7,47,7,47,0,47,7,47,0,47,0,47,67,62,20,48,0,47,13,49,7,46,47,59
17,Dunning,96,63,7,40,7,40,7,40,0,40,0,40,7,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,89,63,78,61,44,53,0,40,10,37,34,54,34,46,11,42,0,40,0,40,0,40,0,40,0,40,0,40,11,42,11,42,0,40,0,40,11,42,0,40
18,Montclare,5,18,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,5,18,5,18,5,18,0,23,0,23,5,18,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23
19,Belmont Cragin,271,101,61,74,32,60,32,60,0,52,0,52,32,60,0,52,29,67,0,52,0,52,0,52,0,52,0,52,0,52,29,67,29,67,0,52,29,67,0,52,0,52,210,93,184,87,145,83,27,63,74,64,44,63,39,55,26,57,22,58,18,58,0,52,0,52,18,58,4,52,4,51,4,51,4,51,0,52,0,52,0,52
20,Hermosa,63,41,22,33,9,31,9,31,0,29,0,29,9,31,0,29,13,30,0,29,0,29,0,29,0,29,0,29,0,29,13,30,13,30,0,29,10,32,3,28,0,29,41,35,32,34,4,29,0,29,0,29,4,29,28,35,9,31,9,31,9,31,0,29,0,29,9,31,0,29,0,29,0,29,0,29,0,29,0,29,0,29
21,Avondale,169,78,55,53,37,47,27,46,16,44,0,38,11,41,10,40,18,45,0,38,0,38,0,38,0,38,0,38,0,38,18,45,18,45,0,38,0,38,18,45,0,38,114,66,86,54,35,42,0,38,7,39,28,39,51,49,28,54,0,38,0,38,0,38,0,38,0,38,0,38,28,54,8,39,0,38,0,38,8,39,20,53
22,Logan Square,213,93,19,60,0,57,0,57,0,57,0,57,0,57,0,57,19,60,0,57,0,57,0,57,0,57,0,57,0,57,19,60,19,60,7,57,12,60,0,57,0,57,194,91,141,85,9,59,0,57,9,59,0,57,132,84,53,64,20,59,0,57,0,57,0,57,0,57,20,59,33,63,24,60,14,60,0,57,10,58,9,58
23,Humboldt Park,190,102,31,69,0,51,0,51,0,51,0,51,0,51,0,51,31,69,0,51,0,51,0,51,0,51,0,51,0,51,31,69,31,69,0,51,0,51,31,69,0,51,159,92,115,81,63,68,0,51,36,63,27,58,52,64,44,65,27,65,27,65,27,65,0,51,0,51,0,51,17,51,9,52,0,51,0,51,9,52,8,50
24,West Town,156,82,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,156,82,107,77,54,67,27,62,14,66,13,64,53,72,49,68,25,68,0,62,0,62,0,62,0,62,25,68,24,62,6,62,0,62,6,62,0,62,18,62
25,Austin,74,66,20,63,9,62,0,61,0,61,0,61,0,61,9,62,11,62,0,61,0,61,0,61,0,61,0,61,0,61,11,62,11,62,0,61,11,62,0,61,0,61,54,64,44,63,17,62,0,61,0,61,17,62,27,62,10,62,0,61,0,61,0,61,0,61,0,61,0,61,10,62,0,61,0,61,0,61,0,61,10,62
26,West Garfield Park,18,38,5,34,0,35,0,35,0,35,0,35,0,35,0,35,5,34,0,35,0,35,0,35,0,35,0,35,0,35,5,34,5,34,0,35,0,35,5,34,0,35,13,39,13,39,13,39,13,39,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,14,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,14,38,8,38,8,38,0,38,8,38,0,38,0,38,6,38,6,38,6,38,0,38,0,38,6,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,188,88,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,188,88,129,82,49,61,16,54,0,52,33,58,80,74,59,61,5,52,5,52,0,52,0,52,5,52,0,52,54,61,45,60,0,52,0,52,45,60,9,53
29,North Lawndale,54,61,35,57,0,43,0,43,0,43,0,43,0,43,0,43,35,57,0,43,0,43,0,43,0,43,0,43,0,43,35,57,35,57,12,46,0,43,23,54,0,43,19,48,0,43,0,43,0,43,0,43,0,43,0,43,19,48,11,45,11,45,0,43,0,43,11,45,0,43,8,43,8,43,0,43,0,43,8,43,0,43
30,South Lawndale,119,68,34,51,21,51,21,51,0,48,0,48,21,51,0,48,13,48,0,48,0,48,0,48,0,48,0,48,0,48,13,48,13,48,0,48,0,48,13,48,0,48,85,64,65,59,24,53,0,48,11,50,13,51,41,55,20,55,6,48,0,48,0,48,0,48,0,48,6,48,14,55,14,55,0,48,0,48,14,55,0,48
31,Lower West Side,142,82,34,55,34,55,11,44,0,42,0,42,11,44,23,53,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,108,73,44,50,22,42,0,42,0,42,22,42,22,49,64,61,16,42,6,41,6,41,0,42,0,42,10,43,48,60,19,50,0,42,0,42,19,50,29,53
32,Loop,25,40,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,25,40,25,40,0,30,0,30,0,30,0,30,25,40,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30
33,Near South Side,28,33,8,24,0,24,0,24,0,24,0,24,0,24,0,24,8,24,0,24,0,24,0,24,0,24,0,24,0,24,8,24,8,24,0,24,0,24,8,24,0,24,20,28,13,26,0,24,0,24,0,24,0,24,13,26,7,25,0,24,0,24,0,24,0,24,0,24,0,24,7,25,0,24,0,24,0,24,0,24,7,25
34,Armour Square,65,84,52,85,52,85,52,85,0,27,0,27,52,85,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,13,25,13,25,9,27,0,27,0,27,9,27,4,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
35,Douglas,29,36,4,34,0,35,0,35,0,35,0,35,0,35,0,35,4,34,0,35,0,35,0,35,0,35,0,35,0,35,4,34,4,34,0,35,4,34,0,35,0,35,25,37,18,37,0,35,0,35,0,35,0,35,18,37,7,35,0,35,0,35,0,35,0,35,0,35,0,35,7,35,0,35,0,35,0,35,0,35,7,35
36,Oakland,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,76,57,35,51,0,43,0,43,0,43,0,43,0,43,0,43,35,51,11,45,11,45,0,43,0,43,11,45,0,43,24,49,24,49,0,43,6,42,18,50,0,43,41,48,33,47,0,43,0,43,0,43,0,43,33,47,8,44,0,43,0,43,0,43,0,43,0,43,0,43,8,44,0,43,0,43,0,43,0,43,8,44
39,Kenwood,78,56,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,78,56,55,51,26,43,0,31,20,43,6,31,29,40,23,36,10,33,0,31,0,31,0,31,0,31,10,33,13,34,0,31,0,31,0,31,0,31,13,34
40,Washington Park,25,33,9,28,0,27,0,27,0,27,0,27,0,27,0,27,9,28,0,27,0,27,0,27,0,27,0,27,0,27,9,28,9,28,0,27,9,28,0,27,0,27,16,32,0,27,0,27,0,27,0,27,0,27,0,27,16,32,0,27,0,27,0,27,0,27,0,27,0,27,16,32,6,27,0,27,6,27,0,27,10,30
41,Hyde Park,73,55,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,73,55,61,53,41,48,41,48,0,38,0,38,20,42,12,41,12,41,0,38,0,38,0,38,0,38,12,41,0,38,0,38,0,38,0,38,0,38,0,38
42,Woodlawn,33,41,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,33,41,14,36,7,36,0,36,0,36,7,36,7,36,19,41,13,40,13,40,0,36,0,36,13,40,0,36,6,36,6,36,0,36,0,36,6,36,0,36
43,South Shore,155,100,30,54,0,44,0,44,0,44,0,44,0,44,0,44,30,54,0,44,0,44,0,44,0,44,0,44,0,44,30,54,30,54,17,52,0,44,13,46,0,44,125,95,47,64,8,46,0,44,0,44,8,46,39,63,78,83,0,44,0,44,0,44,0,44,0,44,0,44,78,83,45,78,0,44,0,44,45,78,33,52
44,Chatham,96,79,39,58,0,37,0,37,0,37,0,37,0,37,0,37,39,58,0,37,0,37,0,37,0,37,0,37,0,37,39,58,39,58,0,37,26,54,13,42,0,37,57,66,9,38,9,38,0,37,0,37,9,38,0,37,48,64,0,37,0,37,0,37,0,37,0,37,0,37,48,64,41,63,41,63,0,37,0,37,7,38
45,Avalon Park,9,23,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,9,23,0,19,0,19,0,19,0,19,0,19,0,19,9,23,0,19,0,19,0,19,0,19,0,19,0,19,9,23,9,23,0,19,0,19,9,23,0,19
46,South Chicago,13,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,13,37,7,37,0,37,0,37,0,37,0,37,7,37,6,36,0,37,0,37,0,37,0,37,0,37,0,37,6,36,6,36,0,37,0,37,6,36,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,110,83,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,110,83,21,48,15,48,0,41,15,48,0,41,6,41,89,80,0,41,0,41,0,41,0,41,0,41,0,41,89,80,30,61,0,41,30,61,0,41,59,65
50,Pullman,8,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,8,20,8,20,0,19,0,19,0,19,0,19,8,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,56,51,25,46,0,25,0,25,0,25,0,25,0,25,0,25,25,46,0,25,0,25,0,25,0,25,0,25,0,25,25,46,25,46,25,46,0,25,0,25,0,25,31,31,10,27,0,25,0,25,0,25,0,25,10,27,21,25,0,25,0,25,0,25,0,25,0,25,0,25,21,25,0,25,0,25,0,25,0,25,21,25
52,East Side,148,77,56,37,10,32,10,32,10,32,0,29,0,29,0,29,46,35,0,29,0,29,0,29,0,29,0,29,0,29,46,35,27,33,0,29,5,26,22,32,19,31,92,70,82,68,73,66,11,32,0,29,62,65,9,28,10,32,0,29,0,29,0,29,0,29,0,29,0,29,10,32,10,32,0,29,0,29,10,32,0,29
53,West Pullman,103,106,9,38,0,39,0,39,0,39,0,39,0,39,0,39,9,38,0,39,0,39,0,39,0,39,0,39,0,39,9,38,9,38,0,39,0,39,9,38,0,39,94,106,94,106,71,103,0,39,71,103,0,39,23,43,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,37,35,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,37,35,7,21,7,21,0,19,0,19,7,21,0,19,30,33,18,30,0,19,0,19,0,19,0,19,18,30,12,24,12,24,0,19,0,19,12,24,0,19
56,Garfield Ridge,178,84,23,55,0,42,0,42,0,42,0,42,0,42,0,42,23,55,0,42,0,42,0,42,0,42,0,42,0,42,23,55,23,55,0,42,23,55,0,42,0,42,155,79,123,76,97,69,0,42,24,48,73,61,26,47,32,47,9,43,9,43,9,43,0,42,0,42,0,42,23,46,11,45,0,42,0,42,11,45,12,43
57,Archer Heights,11,23,11,23,7,24,7,24,0,27,0,27,7,24,0,27,4,26,0,27,0,27,0,27,0,27,0,27,0,27,4,26,4,26,0,27,0,27,4,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,56,54,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,56,54,38,51,29,51,12,45,17,49,0,43,9,44,18,46,0,43,0,43,0,43,0,43,0,43,0,43,18,46,18,46,0,43,12,45,6,42,0,43
59,McKinley Park,14,26,4,24,4,24,4,24,0,25,4,24,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,10,27,10,27,10,27,0,25,10,27,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
60,Bridgeport,108,61,69,59,0,37,0,37,0,37,0,37,0,37,0,37,69,59,12,40,12,40,0,37,0,37,12,40,0,37,57,56,57,56,22,51,0,37,35,44,0,37,39,40,17,35,5,34,5,34,0,37,0,37,12,34,22,37,9,36,0,37,0,37,0,37,0,37,9,36,13,38,13,38,0,37,5,36,8,37,0,37
61,New City,87,70,26,52,19,52,19,52,0,47,19,52,0,47,0,47,7,47,0,47,0,47,0,47,0,47,0,47,0,47,7,47,7,47,0,47,0,47,7,47,0,47,61,64,61,64,26,58,0,47,3,46,23,59,35,53,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47
62,West Elsdon,11,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,11,30,0,27,0,27,0,27,0,27,0,27,0,27,11,30,0,27,0,27,0,27,0,27,0,27,0,27,11,30,0,27,0,27,0,27,0,27,11,30
63,Gage Park,73,55,8,39,0,41,0,41,0,41,0,41,0,41,0,41,8,39,0,41,0,41,0,41,0,41,0,41,0,41,8,39,0,41,0,41,0,41,0,41,8,39,65,54,65,54,43,53,0,41,13,41,30,50,22,42,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
64,Clearing,89,68,20,33,8,33,8,33,0,31,0,31,8,33,0,31,12,32,0,31,0,31,0,31,0,31,0,31,0,31,12,32,0,31,0,31,0,31,0,31,12,32,69,67,62,67,49,63,0,31,14,37,35,60,13,36,7,32,7,32,0,31,0,31,0,31,0,31,7,32,0,31,0,31,0,31,0,31,0,31,0,31
65,West Lawn,230,130,31,49,0,34,0,34,0,34,0,34,0,34,0,34,31,49,0,34,0,34,0,34,0,34,0,34,0,34,31,49,20,47,0,34,20,47,0,34,11,36,199,132,170,132,143,127,0,34,95,122,48,49,27,42,29,39,0,34,0,34,0,34,0,34,0,34,0,34,29,39,29,39,0,34,13,36,16,33,0,34
66,Chicago Lawn,116,84,10,51,0,49,0,49,0,49,0,49,0,49,0,49,10,51,0,49,0,49,0,49,0,49,0,49,0,49,10,51,10,51,0,49,10,51,0,49,0,49,106,83,103,82,94,81,38,78,30,53,26,49,9,48,3,47,0,49,0,49,0,49,0,49,0,49,0,49,3,47,3,47,0,49,3,47,0,49,0,49
67,West Englewood,68,57,9,51,0,48,0,48,0,48,0,48,0,48,0,48,9,51,0,48,0,48,0,48,0,48,0,48,0,48,9,51,9,51,0,48,0,48,9,51,0,48,59,54,34,51,13,51,13,51,0,48,0,48,21,48,25,51,7,48,0,48,0,48,0,48,0,48,7,48,18,50,18,50,0,48,0,48,18,50,0,48
68,Englewood,30,37,6,36,0,36,0,36,0,36,0,36,0,36,0,36,6,36,0,36,0,36,0,36,0,36,0,36,0,36,6,36,6,36,0,36,0,36,6,36,0,36,24,38,19,39,10,38,10,38,0,36,0,36,9,37,5,35,5,35,0,36,0,36,0,36,0,36,5,35,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,46,54,34,51,0,38,0,38,0,38,0,38,0,38,0,38,34,51,18,45,18,45,0,38,18,45,0,38,0,38,16,45,16,45,0,38,16,45,0,38,0,38,12,42,0,38,0,38,0,38,0,38,0,38,0,38,12,42,0,38,0,38,0,38,0,38,0,38,0,38,12,42,12,42,1,38,11,40,0,38,0,38
70,Ashburn,51,48,7,39,0,41,0,41,0,41,0,41,0,41,0,41,7,39,0,41,0,41,0,41,0,41,0,41,0,41,7,39,7,39,0,41,7,39,0,41,0,41,44,46,22,43,14,43,0,41,14,43,0,41,8,40,22,44,9,40,0,41,0,41,0,41,0,41,9,40,13,45,0,41,0,41,0,41,0,41,13,45
71,Auburn Gresham,56,65,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,56,65,19,52,19,52,0,46,0,46,19,52,0,46,37,59,0,46,0,46,0,46,0,46,0,46,0,46,37,59,22,55,0,46,0,46,22,55,15,50
72,Beverly,49,43,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,49,43,38,39,21,36,0,29,15,36,6,28,17,32,11,32,0,29,0,29,0,29,0,29,0,29,0,29,11,32,0,29,0,29,0,29,0,29,11,32
73,Washington Heights,17,37,14,38,0,33,0,33,0,33,0,33,0,33,0,33,14,38,0,33,0,33,0,33,0,33,0,33,0,33,14,38,14,38,0,33,0,33,14,38,0,33,3,32,3,32,0,33,0,33,0,33,0,33,3,32,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,13,28,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,13,28,13,28,13,28,0,25,0,25,13,28,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
