area_id,area_name,c23002c001,c23002c001_moe,c23002c002,c23002c002_moe,c23002c003,c23002c003_moe,c23002c004,c23002c004_moe,c23002c005,c23002c005_moe,c23002c006,c23002c006_moe,c23002c007,c23002c007_moe,c23002c008,c23002c008_moe,c23002c009,c23002c009_moe,c23002c010,c23002c010_moe,c23002c011,c23002c011_moe,c23002c012,c23002c012_moe,c23002c013,c23002c013_moe,c23002c014,c23002c014_moe,c23002c015,c23002c015_moe,c23002c016,c23002c016_moe,c23002c017,c23002c017_moe,c23002c018,c23002c018_moe,c23002c019,c23002c019_moe,c23002c020,c23002c020_moe,c23002c021,c23002c021_moe,c23002c022,c23002c022_moe,c23002c023,c23002c023_moe,c23002c024,c23002c024_moe,c23002c025,c23002c025_moe,c23002c026,c23002c026_moe,c23002c027,c23002c027_moe
22,Logan Square,119,112,80,82,80,82,80,82,0,57,80,82,12,59,68,81,0,57,0,57,0,57,0,57,0,57,0,57,39,71,39,71,11,57,0,57,11,57,11,57,0,57,28,71,0,57,0,57,0,57,0,57,0,57
23,Humboldt Park,168,159,114,111,101,109,78,107,0,51,78,107,47,72,31,70,23,55,13,53,0,51,0,51,0,51,13,53,54,74,25,60,25,60,0,51,25,60,25,60,0,51,0,51,29,68,0,51,0,51,0,51,29,68
24,West Town,225,107,108,81,108,81,98,79,0,62,98,79,98,79,0,62,10,65,0,62,0,62,0,62,0,62,0,62,117,89,107,89,84,79,0,62,84,79,75,79,9,63,23,66,10,62,0,62,0,62,0,62,10,62
25,Austin,101,124,55,98,55,98,47,97,0,61,47,97,47,97,0,61,8,62,0,61,0,61,0,61,0,61,0,61,46,71,46,71,33,70,0,61,33,70,33,70,0,61,13,60,0,61,0,61,0,61,0,61,0,61
26,West Garfield Park,14,45,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,14,45,14,45,0,35,0,35,0,35,0,35,0,35,14,45,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,13,43,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,13,43,13,43,0,38,0,38,0,38,0,38,0,38,13,43,0,38,0,38,0,38,0,38,0,38
28,Near West Side,140,103,84,86,84,86,64,76,0,52,64,76,64,76,0,52,20,66,0,52,0,52,0,52,0,52,0,52,56,61,56,61,39,60,0,52,39,60,32,57,7,53,17,53,0,52,0,52,0,52,0,52,0,52
29,North Lawndale,21,52,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,21,52,18,51,18,51,0,43,18,51,0,43,18,51,0,43,3,42,0,43,0,43,0,43,3,42
30,South Lawndale,212,110,114,67,85,56,76,58,0,48,76,58,61,56,15,49,9,46,29,49,10,49,10,49,0,48,19,48,98,66,74,60,59,60,0,48,59,60,59,60,0,48,15,49,24,48,0,48,0,48,0,48,24,48
31,Lower West Side,87,60,53,49,42,45,33,45,0,42,33,45,20,41,13,41,9,42,11,44,0,42,0,42,0,42,11,44,34,41,24,39,19,41,0,42,19,41,3,41,16,42,5,40,10,43,0,42,0,42,0,42,10,43
32,Loop,34,37,17,30,17,30,17,30,0,30,17,30,17,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,17,37,17,37,0,30,0,30,0,30,0,30,0,30,17,37,0,30,0,30,0,30,0,30,0,30
33,Near South Side,53,62,40,48,40,48,25,41,0,24,25,41,25,41,0,24,15,29,0,24,0,24,0,24,0,24,0,24,13,27,13,27,13,27,0,24,13,27,13,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24
34,Armour Square,5,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,5,26,5,26,0,27,0,27,0,27,0,27,0,27,5,26,0,27,0,27,0,27,0,27,0,27
35,Douglas,22,38,13,35,13,35,13,35,0,35,13,35,13,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,9,38,9,38,9,38,0,35,9,38,0,35,9,38,0,35,0,35,0,35,0,35,0,35,0,35
36,Oakland,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,14,45,1,41,1,41,0,43,0,43,0,43,0,43,0,43,1,41,0,43,0,43,0,43,0,43,0,43,13,46,0,43,0,43,0,43,0,43,0,43,0,43,0,43,13,46,0,43,0,43,0,43,13,46
39,Kenwood,64,62,13,35,0,31,0,31,0,31,0,31,0,31,0,31,0,31,13,35,0,31,0,31,0,31,13,35,51,60,0,31,0,31,0,31,0,31,0,31,0,31,0,31,51,60,0,31,0,31,0,31,51,60
40,Washington Park,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,73,59,32,50,32,50,32,50,0,38,32,50,9,36,23,51,0,38,0,38,0,38,0,38,0,38,0,38,41,49,28,44,10,39,0,38,10,39,10,39,0,38,18,37,13,43,0,38,0,38,0,38,13,43
42,Woodlawn,53,57,32,47,32,47,32,47,0,36,32,47,32,47,0,36,0,36,0,36,0,36,0,36,0,36,0,36,21,42,21,42,21,42,0,36,21,42,21,42,0,36,0,36,0,36,0,36,0,36,0,36,0,36
43,South Shore,108,86,45,65,45,65,14,51,0,44,14,51,0,44,14,51,31,60,0,44,0,44,0,44,0,44,0,44,63,72,63,72,31,54,0,44,31,54,19,53,12,46,32,64,0,44,0,44,0,44,0,44,0,44
44,Chatham,28,43,16,42,16,42,0,37,0,37,0,37,0,37,0,37,16,42,0,37,0,37,0,37,0,37,0,37,12,38,12,38,12,38,0,37,12,38,12,38,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,9,29,4,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,4,26,0,27,0,27,0,27,4,26,5,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,5,26,0,27,0,27,0,27,5,26
49,Roseland,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,17,35,7,25,7,25,0,25,0,25,0,25,0,25,0,25,7,25,0,25,0,25,0,25,0,25,0,25,10,27,10,27,0,25,0,25,0,25,0,25,0,25,10,27,0,25,0,25,0,25,0,25,0,25
52,East Side,73,66,36,51,36,51,24,47,0,29,24,47,24,47,0,29,12,31,0,29,0,29,0,29,0,29,0,29,37,42,37,42,29,43,0,29,29,43,29,43,0,29,8,28,0,29,0,29,0,29,0,29,0,29
53,West Pullman,18,41,13,42,0,39,0,39,0,39,0,39,0,39,0,39,0,39,13,42,0,39,0,39,0,39,13,42,5,38,5,38,5,38,0,39,5,38,5,38,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,3,13,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,3,13,3,13,3,13,0,16,3,13,0,16,3,13,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,45,45,10,20,10,20,0,19,0,19,0,19,0,19,0,19,10,20,0,19,0,19,0,19,0,19,0,19,35,34,35,34,27,33,0,19,27,33,17,29,10,20,8,21,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,17,45,17,45,17,45,17,45,0,42,17,45,17,45,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,60,62,31,48,31,48,31,48,0,27,31,48,31,48,0,27,0,27,0,27,0,27,0,27,0,27,0,27,29,31,21,31,21,31,0,27,21,31,21,31,0,27,0,27,8,28,0,27,0,27,0,27,8,28
58,Brighton Park,92,82,45,49,45,49,45,49,0,43,45,49,45,49,0,43,0,43,0,43,0,43,0,43,0,43,0,43,47,59,47,59,34,57,0,43,34,57,34,57,0,43,13,46,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,110,80,31,37,31,37,17,36,0,25,17,36,17,36,0,25,14,27,0,25,0,25,0,25,0,25,0,25,79,58,79,58,74,57,0,25,74,57,58,51,16,34,5,28,0,25,0,25,0,25,0,25,0,25
60,Bridgeport,188,165,95,70,55,61,55,61,0,37,55,61,55,61,0,37,0,37,40,50,0,37,0,37,0,37,40,50,93,123,93,123,71,94,0,37,71,94,49,67,22,47,22,47,0,37,0,37,0,37,0,37,0,37
61,New City,274,224,146,118,146,118,111,108,0,47,111,108,85,79,26,59,35,55,0,47,0,47,0,47,0,47,0,47,128,125,128,125,103,120,0,47,103,120,78,87,25,59,25,50,0,47,0,47,0,47,0,47,0,47
62,West Elsdon,18,29,10,30,10,30,10,30,0,27,10,30,10,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,8,27,8,27,8,27,0,27,8,27,8,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
63,Gage Park,84,103,31,49,31,49,31,49,0,41,31,49,31,49,0,41,0,41,0,41,0,41,0,41,0,41,0,41,53,71,53,71,33,48,0,41,33,48,33,48,0,41,20,49,0,41,0,41,0,41,0,41,0,41
64,Clearing,93,155,47,90,47,90,31,62,0,31,31,62,0,31,31,62,16,41,0,31,0,31,0,31,0,31,0,31,46,73,30,45,11,30,0,31,11,30,11,30,0,31,19,46,16,41,0,31,0,31,0,31,16,41
65,West Lawn,236,198,151,140,151,140,79,72,0,34,79,72,79,72,0,34,72,97,0,34,0,34,0,34,0,34,0,34,85,99,61,62,20,35,0,34,20,35,20,35,0,34,41,61,24,50,0,34,0,34,0,34,24,50
66,Chicago Lawn,70,81,35,56,35,56,35,56,0,49,35,56,35,56,0,49,0,49,0,49,0,49,0,49,0,49,0,49,35,60,35,60,13,51,0,49,13,51,13,51,0,49,22,50,0,49,0,49,0,49,0,49,0,49
67,West Englewood,21,51,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,21,51,9,49,0,48,0,48,0,48,0,48,0,48,9,49,12,50,0,48,0,48,0,48,12,50
68,Englewood,79,80,26,44,26,44,26,44,0,36,26,44,0,36,26,44,0,36,0,36,0,36,0,36,0,36,0,36,53,58,35,52,6,36,0,36,6,36,6,36,0,36,29,52,18,45,18,45,0,36,18,45,0,36
69,Greater Grand Crossing,211,107,127,75,127,75,127,75,0,38,127,75,92,62,35,42,0,38,0,38,0,38,0,38,0,38,0,38,84,75,84,75,56,75,0,38,56,75,56,75,0,38,28,39,0,38,0,38,0,38,0,38,0,38
70,Ashburn,129,152,73,89,73,89,45,61,0,41,45,61,45,61,0,41,28,55,0,41,0,41,0,41,0,41,0,41,56,77,56,77,0,41,0,41,0,41,0,41,0,41,56,77,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,53,82,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,53,82,53,82,10,46,0,46,10,46,10,46,0,46,43,82,0,46,0,46,0,46,0,46,0,46
72,Beverly,17,29,7,30,7,30,7,30,0,29,7,30,7,30,0,29,0,29,0,29,0,29,0,29,0,29,0,29,10,28,5,29,5,29,0,29,5,29,5,29,0,29,0,29,5,28,5,28,5,28,0,29,0,29
73,Washington Heights,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,18,37,18,37,18,37,18,37,0,25,18,37,18,37,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,51,42,51,42,42,40,42,40,0,31,42,40,42,40,0,31,0,31,9,33,0,31,0,31,0,31,9,33,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,46,64,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,46,64,46,64,46,64,0,38,46,64,46,64,0,38,0,38,0,38,0,38,0,38,0,38,0,38
77,Edgewater,137,115,55,77,55,77,40,65,0,48,40,65,40,65,0,48,15,53,0,48,0,48,0,48,0,48,0,48,82,78,65,74,39,64,0,48,39,64,39,64,0,48,26,61,17,54,17,54,0,48,17,54,0,48
