area_id,area_name,b19001c001,b19001c001_moe,b19001c002,b19001c002_moe,b19001c003,b19001c003_moe,b19001c004,b19001c004_moe,b19001c005,b19001c005_moe,b19001c006,b19001c006_moe,b19001c007,b19001c007_moe,b19001c008,b19001c008_moe,b19001c009,b19001c009_moe,b19001c010,b19001c010_moe,b19001c011,b19001c011_moe,b19001c012,b19001c012_moe,b19001c013,b19001c013_moe,b19001c014,b19001c014_moe,b19001c015,b19001c015_moe,b19001c016,b19001c016_moe,b19001c017,b19001c017_moe
40,Washington Park,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,45,53,0,38,0,38,23,51,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,17,42,0,38,5,37,0,38,0,38
42,Woodlawn,22,42,0,36,0,36,0,36,0,36,8,37,0,36,0,36,0,36,0,36,0,36,14,40,0,36,0,36,0,36,0,36,0,36
43,South Shore,89,81,19,46,0,44,24,60,0,44,0,44,0,44,32,64,0,44,0,44,0,44,0,44,0,44,14,51,0,44,0,44,0,44
44,Chatham,28,43,16,42,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,12,38,0,37
45,Avalon Park,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,4,26,0,27,0,27,0,27,0,27,0,27,4,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,7,25,0,25,7,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,61,59,0,29,0,29,0,29,0,29,0,29,16,29,0,29,21,43,0,29,24,47,0,29,0,29,0,29,0,29,0,29,0,29
53,West Pullman,18,41,5,38,0,39,0,39,0,39,0,39,13,42,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,27,33,10,20,0,19,0,19,0,19,17,29,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,4,41,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,4,41,0,42,0,42,0,42,0,42
57,Archer Heights,29,31,0,27,8,28,0,27,0,27,7,27,0,27,0,27,0,27,0,27,0,27,14,31,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,44,49,0,43,0,43,0,43,0,43,25,49,0,43,0,43,0,43,0,43,0,43,4,43,15,43,0,43,0,43,0,43,0,43
59,McKinley Park,45,39,0,25,0,25,0,25,0,25,8,27,0,25,16,34,0,25,0,25,0,25,0,25,21,29,0,25,0,25,0,25,0,25
60,Bridgeport,89,76,15,43,18,43,22,45,0,37,0,37,0,37,0,37,0,37,0,37,34,64,0,37,0,37,0,37,0,37,0,37,0,37
61,New City,78,70,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,13,51,4,46,21,55,33,60,0,47,7,47,0,47,0,47
62,West Elsdon,10,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,10,30,0,27,0,27,0,27,0,27
63,Gage Park,31,49,0,41,0,41,0,41,0,41,0,41,0,41,0,41,14,44,0,41,0,41,17,46,0,41,0,41,0,41,0,41,0,41
64,Clearing,27,40,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,11,30,0,31,16,41,0,31,0,31
65,West Lawn,70,62,0,34,0,34,0,34,0,34,0,34,24,50,0,34,0,34,9,35,0,34,37,47,0,34,0,34,0,34,0,34,0,34
66,Chicago Lawn,22,48,0,49,0,49,11,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,11,48,0,49,0,49,0,49,0,49
67,West Englewood,21,51,9,49,12,50,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
68,Englewood,44,51,38,51,0,36,6,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,84,75,28,39,7,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,49,75
70,Ashburn,33,52,0,41,23,49,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,10,40,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,53,82,43,82,0,46,0,46,0,46,0,46,0,46,0,46,10,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,5,28,5,28,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,18,37,0,25,0,25,0,25,0,25,18,37,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,51,42,9,33,0,31,0,31,0,31,42,40,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,16,46,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,16,46,0,38,0,38,0,38,0,38
77,Edgewater,96,81,7,48,0,48,17,54,0,48,0,48,0,48,0,48,0,48,13,51,0,48,0,48,53,75,0,48,0,48,6,48,0,48
