area_id,area_name,b19101c001,b19101c001_moe,b19101c002,b19101c002_moe,b19101c003,b19101c003_moe,b19101c004,b19101c004_moe,b19101c005,b19101c005_moe,b19101c006,b19101c006_moe,b19101c007,b19101c007_moe,b19101c008,b19101c008_moe,b19101c009,b19101c009_moe,b19101c010,b19101c010_moe,b19101c011,b19101c011_moe,b19101c012,b19101c012_moe,b19101c013,b19101c013_moe,b19101c014,b19101c014_moe,b19101c015,b19101c015_moe,b19101c016,b19101c016_moe,b19101c017,b19101c017_moe
36,Oakland,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
39,Kenwood,24,46,0,31,0,31,0,31,0,31,24,46,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
40,Washington Park,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,4,37,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,4,37,0,38,0,38,0,38,0,38
42,Woodlawn,22,42,0,36,0,36,0,36,0,36,8,37,0,36,0,36,0,36,0,36,0,36,14,40,0,36,0,36,0,36,0,36,0,36
43,South Shore,58,70,12,46,0,44,0,44,0,44,0,44,0,44,32,64,0,44,0,44,0,44,0,44,0,44,14,51,0,44,0,44,0,44
44,Chatham,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,4,26,0,27,0,27,0,27,0,27,0,27,4,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,7,25,0,25,7,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,8,28,0,29,0,29,0,29,0,29,0,29,8,28,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
53,West Pullman,18,41,5,38,0,39,0,39,0,39,0,39,13,42,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,27,33,10,20,0,19,0,19,0,19,17,29,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,21,31,0,27,0,27,0,27,0,27,7,27,0,27,0,27,0,27,0,27,0,27,14,31,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,32,46,0,43,0,43,0,43,0,43,13,46,4,43,0,43,0,43,0,43,0,43,0,43,15,43,0,43,0,43,0,43,0,43
59,McKinley Park,45,39,0,25,0,25,0,25,0,25,8,27,0,25,16,34,0,25,0,25,0,25,0,25,21,29,0,25,0,25,0,25,0,25
60,Bridgeport,71,72,15,43,0,37,22,45,0,37,0,37,0,37,0,37,0,37,0,37,34,64,0,37,0,37,0,37,0,37,0,37,0,37
61,New City,54,59,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,13,51,4,46,21,55,9,48,0,47,7,47,0,47,0,47
62,West Elsdon,10,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,10,30,0,27,0,27,0,27,0,27
63,Gage Park,31,49,0,41,0,41,0,41,0,41,14,44,0,41,0,41,0,41,0,41,0,41,17,46,0,41,0,41,0,41,0,41,0,41
64,Clearing,16,41,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,16,41,0,31,0,31
65,West Lawn,70,62,0,34,0,34,0,34,0,34,0,34,24,50,0,34,26,47,9,35,0,34,11,34,0,34,0,34,0,34,0,34,0,34
66,Chicago Lawn,13,48,0,49,0,49,11,49,0,49,2,48,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49
67,West Englewood,9,49,9,49,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
68,Englewood,26,44,20,44,0,36,6,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,77,75,28,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,49,75
70,Ashburn,33,52,0,41,23,49,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,10,40,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,10,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,10,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
77,Edgewater,13,51,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,13,51,0,48,0,48,0,48,0,48,0,48,0,48,0,48
