area_id,area_name,b14007d001,b14007d001_moe,b14007d002,b14007d002_moe,b14007d003,b14007d003_moe,b14007d004,b14007d004_moe,b14007d005,b14007d005_moe,b14007d006,b14007d006_moe,b14007d007,b14007d007_moe,b14007d008,b14007d008_moe,b14007d009,b14007d009_moe,b14007d010,b14007d010_moe,b14007d011,b14007d011_moe,b14007d012,b14007d012_moe,b14007d013,b14007d013_moe,b14007d014,b14007d014_moe,b14007d015,b14007d015_moe,b14007d016,b14007d016_moe,b14007d017,b14007d017_moe,b14007d018,b14007d018_moe,b14007d019,b14007d019_moe
25,Austin,351,184,36,73,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,5,60,0,61,5,61,4,60,22,63,315,159
26,West Garfield Park,18,41,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,18,41
27,East Garfield Park,87,59,13,40,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,13,40,74,56
28,Near West Side,7692,766,2898,502,78,67,42,57,10,53,0,52,29,63,0,52,11,53,0,52,5,52,29,55,0,52,0,52,0,52,9,53,1255,370,1430,353,4794,577
29,North Lawndale,72,86,12,46,0,43,0,43,0,43,0,43,0,43,0,43,0,43,6,42,0,43,0,43,0,43,0,43,6,43,0,43,0,43,0,43,60,76
30,South Lawndale,115,80,33,58,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,13,51,0,48,11,50,7,47,2,47,82,69
31,Lower West Side,390,162,110,97,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,36,71,74,78,280,119
32,Loop,4308,664,1468,442,30,41,0,30,0,30,0,30,29,51,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,13,31,703,332,693,301,2840,500
33,Near South Side,3402,635,595,274,16,28,9,25,17,28,7,25,0,24,17,33,8,25,0,24,33,56,0,24,30,54,0,24,18,33,18,33,90,85,332,232,2807,496
34,Armour Square,8945,740,2057,400,174,120,93,66,88,69,100,78,47,46,75,63,76,72,78,55,116,78,106,81,55,42,106,71,121,83,44,40,487,145,291,107,6888,568
35,Douglas,2220,473,1390,366,0,35,0,35,20,47,0,35,0,35,0,35,11,37,0,35,0,35,0,35,9,36,0,35,12,37,0,35,478,198,860,295,830,240
36,Oakland,57,65,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,57,65
37,Fuller Park,11,19,11,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,11,19,0,16
38,Grand Boulevard,68,64,9,42,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,8,43,0,43,0,43,0,43,0,43,1,41,0,43,59,59
39,Kenwood,1027,291,636,215,0,31,9,32,0,31,8,32,0,31,0,31,0,31,0,31,9,32,0,31,0,31,0,31,0,31,0,31,156,115,454,190,391,168
40,Washington Park,9,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,9,28
41,Hyde Park,2802,442,1541,317,27,42,48,60,25,44,0,38,33,46,0,38,6,38,0,38,5,37,22,55,5,37,3,37,26,42,9,39,726,240,606,175,1261,251
42,Woodlawn,591,162,403,138,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,2,35,30,48,257,110,114,80,188,92
43,South Shore,85,77,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,85,77
44,Chatham,23,42,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,23,42
45,Avalon Park,34,42,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,34,42
46,South Chicago,86,102,60,72,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,35,61,0,37,0,37,0,37,25,53,26,52
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,14,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,14,31
49,Roseland,200,134,76,73,0,41,0,41,0,41,33,61,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,29,49,14,42,124,98
50,Pullman,32,43,13,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,13,20,0,19,19,28
51,South Deering,49,58,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,49,58
52,East Side,101,109,41,57,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,16,36,0,29,0,29,17,38,8,27,0,29,60,60
53,West Pullman,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,34,57,17,31,0,19,0,19,0,19,17,31,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,17,30
56,Garfield Ridge,626,308,173,113,19,44,0,42,9,43,0,42,9,43,0,42,0,42,0,42,11,44,20,50,0,42,20,50,12,44,26,49,35,61,12,44,453,230
57,Archer Heights,212,178,81,88,0,27,11,28,0,27,0,27,11,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,59,82,0,27,131,100
58,Brighton Park,2676,490,923,219,49,61,4,42,39,62,33,54,16,47,0,43,11,46,41,52,59,54,33,47,58,53,52,51,52,53,74,53,326,113,76,64,1753,341
59,McKinley Park,2577,412,772,167,89,56,21,31,31,31,41,42,40,40,22,31,24,32,39,40,35,36,33,35,59,42,54,49,37,37,26,32,185,90,36,41,1805,306
60,Bridgeport,10603,975,3331,435,70,48,72,47,59,50,101,72,46,45,108,68,145,78,86,60,62,51,156,85,123,75,169,68,232,117,169,68,1061,235,672,262,7272,711
61,New City,551,150,215,78,7,47,6,47,58,55,11,49,0,47,11,48,8,47,0,47,46,53,0,47,14,51,3,46,0,47,0,47,36,58,15,51,336,99
62,West Elsdon,311,168,54,76,16,36,0,27,0,27,15,36,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,8,28,15,33,257,127
63,Gage Park,464,235,211,153,0,41,12,43,0,41,8,41,0,41,0,41,0,41,11,41,0,41,28,46,23,51,0,41,32,50,0,41,58,64,39,59,253,117
64,Clearing,186,231,105,143,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,25,51,1,30,79,103,0,31,81,95
65,West Lawn,95,88,1,32,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,1,32,94,88
66,Chicago Lawn,439,304,95,96,0,49,0,49,0,49,0,49,0,49,0,49,4,49,0,49,0,49,1,47,0,49,1,47,0,49,0,49,24,62,65,85,344,225
67,West Englewood,41,65,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,41,65
68,Englewood,21,40,3,35,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,3,35,0,36,18,38
69,Greater Grand Crossing,25,50,6,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,6,38,0,38,0,38,19,44
70,Ashburn,110,88,28,47,0,41,0,41,11,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,17,47,0,41,82,79
71,Auburn Gresham,77,126,20,56,10,48,0,46,0,46,10,48,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,57,93
72,Beverly,61,59,45,57,0,29,0,29,0,29,0,29,7,29,0,29,0,29,0,29,0,29,0,29,15,37,8,30,8,30,7,29,0,29,0,29,16,32
73,Washington Heights,2,30,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,2,30
74,Mount Greenwood,152,147,88,67,0,25,0,25,0,25,0,25,18,34,0,25,0,25,0,25,17,34,0,25,0,25,0,25,0,25,0,25,53,45,0,25,64,92
75,Morgan Park,124,91,19,36,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,13,32,6,31,105,87
76,O'Hare,1111,412,187,128,0,38,6,38,0,38,0,38,6,42,0,38,28,58,0,38,0,38,0,38,0,38,0,38,0,38,6,42,102,100,39,74,924,339
77,Edgewater,6759,922,1825,419,59,63,7,49,75,91,6,48,90,89,11,51,0,48,13,52,85,94,25,54,22,53,49,74,70,84,92,79,868,322,353,133,4934,668
