area_id,area_name,b16005g001,b16005g001_moe,b16005g002,b16005g002_moe,b16005g003,b16005g003_moe,b16005g004,b16005g004_moe,b16005g005,b16005g005_moe,b16005g006,b16005g006_moe,b16005g007,b16005g007_moe,b16005g008,b16005g008_moe,b16005g009,b16005g009_moe,b16005g010,b16005g010_moe,b16005g011,b16005g011_moe
24,West Town,1551,321,1354,281,1092,243,262,151,185,129,77,75,197,126,33,71,164,121,43,74,121,107
25,Austin,581,219,531,212,477,206,54,74,54,74,0,61,50,70,5,61,45,70,0,61,45,70
26,West Garfield Park,67,67,67,67,67,67,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,92,55,92,55,82,54,10,40,10,40,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,1195,249,1108,240,953,210,155,88,146,87,9,53,87,66,17,54,70,64,53,61,17,54
29,North Lawndale,226,127,213,126,186,118,27,48,27,48,0,43,13,46,0,43,13,46,0,43,13,46
30,South Lawndale,399,188,222,111,147,86,75,76,75,76,0,48,177,121,54,85,123,80,14,52,109,78
31,Lower West Side,918,283,865,280,617,238,248,137,248,137,0,42,53,48,7,40,46,46,4,41,42,46
32,Loop,461,162,424,157,318,140,106,69,88,62,18,38,37,42,0,30,37,42,0,30,37,42
33,Near South Side,436,257,423,257,257,213,166,132,166,132,0,24,13,23,13,23,0,24,0,24,0,24
34,Armour Square,400,325,137,92,102,72,35,38,35,38,0,27,263,308,0,27,263,308,196,248,67,76
35,Douglas,186,83,139,65,121,61,18,38,12,38,6,35,47,58,0,35,47,58,47,58,0,35
36,Oakland,3,16,3,16,3,16,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,22,35,22,35,22,35,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,265,115,255,114,208,108,47,54,47,54,0,43,10,41,6,42,4,42,4,42,0,43
39,Kenwood,273,121,208,102,187,98,21,39,21,39,0,31,65,70,0,31,65,70,19,38,46,66
40,Washington Park,106,86,106,86,95,85,11,31,11,31,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,681,178,576,150,512,137,64,56,50,56,14,38,105,106,24,49,81,101,25,52,56,95
42,Woodlawn,308,111,298,109,278,105,20,47,0,36,20,47,10,35,0,36,10,35,10,35,0,36
43,South Shore,1041,420,1014,417,890,405,124,83,98,76,26,53,27,52,16,51,11,46,11,46,0,44
44,Chatham,418,231,418,231,377,222,41,49,15,38,26,48,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,84,57,84,57,60,44,24,31,24,31,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,326,179,313,178,220,140,93,112,30,47,63,108,13,37,6,36,7,38,0,37,7,38
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,71,67,71,67,71,67,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,484,237,443,236,345,225,98,90,98,90,0,41,41,50,30,48,11,44,11,44,0,41
50,Pullman,20,29,12,19,6,19,6,19,6,19,0,19,8,20,0,19,8,20,8,20,0,19
51,South Deering,215,160,178,153,168,150,10,25,10,25,0,25,37,52,0,25,37,52,10,27,27,42
52,East Side,514,230,439,210,277,189,162,92,145,86,17,31,75,66,11,33,64,54,13,33,51,52
53,West Pullman,230,185,217,184,187,178,30,43,22,43,8,38,13,40,0,39,13,40,0,39,13,40
54,Riverdale,3,13,3,13,3,13,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,310,269,283,261,225,253,58,66,19,34,39,60,27,33,15,30,12,24,12,24,0,19
56,Garfield Ridge,855,309,800,301,474,238,326,193,291,191,35,51,55,61,0,42,55,61,33,48,22,45
57,Archer Heights,99,74,78,67,60,65,18,28,18,28,0,27,21,32,0,27,21,32,0,27,21,32
58,Brighton Park,288,182,165,108,84,82,81,80,63,62,18,49,123,112,0,43,123,112,1,42,122,112
59,McKinley Park,287,214,189,100,116,80,73,63,34,38,39,44,98,144,0,25,98,144,0,25,98,144
60,Bridgeport,647,214,603,208,548,203,55,52,35,48,20,42,44,63,0,37,44,63,0,37,44,63
61,New City,586,322,513,310,441,305,72,74,60,72,12,49,73,64,19,52,54,59,40,57,14,46
62,West Elsdon,137,88,118,81,64,61,54,57,54,57,0,27,19,28,0,27,19,28,10,29,9,26
63,Gage Park,362,211,303,201,116,94,187,174,163,172,24,41,59,59,0,41,59,59,23,44,36,47
64,Clearing,500,296,313,190,214,175,99,71,78,57,21,38,187,219,0,31,187,219,89,111,98,112
65,West Lawn,1088,524,759,387,303,141,456,372,420,370,36,55,329,192,27,37,302,190,143,130,159,113
66,Chicago Lawn,406,190,301,132,182,99,119,88,94,81,25,50,105,101,17,54,88,100,8,49,80,90
67,West Englewood,424,206,416,205,375,191,41,56,41,56,0,48,8,48,0,48,8,48,0,48,8,48
68,Englewood,123,71,115,70,115,70,0,36,0,36,0,36,8,37,0,36,8,37,8,37,0,36
69,Greater Grand Crossing,182,112,178,112,178,112,0,38,0,38,0,38,4,38,0,38,4,38,0,38,4,38
70,Ashburn,524,234,459,218,322,180,137,90,125,84,12,42,65,66,0,41,65,66,0,41,65,66
71,Auburn Gresham,301,171,263,142,225,131,38,71,38,71,0,46,38,71,0,46,38,71,19,52,19,52
72,Beverly,328,165,307,162,282,160,25,38,25,38,0,29,21,36,0,29,21,36,0,29,21,36
73,Washington Heights,184,119,184,119,184,119,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,147,97,147,97,146,97,1,23,1,23,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,332,159,332,159,323,158,9,33,9,33,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,353,223,252,158,214,156,38,48,38,48,0,38,101,107,71,95,30,61,0,38,30,61
77,Edgewater,1732,480,1270,350,953,299,317,175,314,175,3,47,462,298,96,114,366,266,328,261,38,51
