area_id,area_name,c24010g001,c24010g001_moe,c24010g002,c24010g002_moe,c24010g003,c24010g003_moe,c24010g004,c24010g004_moe,c24010g005,c24010g005_moe,c24010g006,c24010g006_moe,c24010g007,c24010g007_moe,c24010g008,c24010g008_moe,c24010g009,c24010g009_moe,c24010g010,c24010g010_moe,c24010g011,c24010g011_moe,c24010g012,c24010g012_moe,c24010g013,c24010g013_moe
48,Calumet Heights,55,52,29,37,12,31,0,27,0,27,0,27,17,34,26,34,26,34,0,27,0,27,0,27,0,27
49,Roseland,183,95,90,53,10,44,53,51,11,44,16,45,0,41,93,88,15,46,36,70,12,40,0,41,30,61
50,Pullman,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,41,51,0,25,0,25,0,25,0,25,0,25,0,25,41,51,0,25,28,48,13,25,0,25,0,25
52,East Side,163,90,100,69,29,36,12,30,16,30,0,29,43,57,63,53,9,32,0,29,41,50,0,29,13,33
53,West Pullman,108,108,71,103,0,39,71,103,0,39,0,39,0,39,37,49,9,38,28,50,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,64,51,44,44,0,19,18,30,19,34,0,19,7,21,20,26,12,24,0,19,8,20,0,19,0,19
56,Garfield Ridge,377,148,144,83,10,43,51,65,23,44,30,47,30,47,233,118,51,60,40,60,142,104,0,42,0,42
57,Archer Heights,43,43,22,32,0,27,0,27,0,27,0,27,22,32,21,26,4,26,0,27,7,27,0,27,10,27
58,Brighton Park,107,85,72,63,9,44,0,43,49,61,0,43,14,45,35,51,12,45,0,43,6,42,0,43,17,49
59,McKinley Park,115,147,74,90,18,36,4,24,25,46,0,25,27,49,41,62,0,25,17,30,24,43,0,25,0,25
60,Bridgeport,251,117,106,89,10,37,51,83,3,35,21,39,21,40,145,86,8,36,94,60,35,61,0,37,8,37
61,New City,171,102,89,71,38,59,12,48,7,47,26,58,6,46,82,69,27,63,28,47,27,51,0,47,0,47
62,West Elsdon,43,47,22,42,0,27,22,42,0,27,0,27,0,27,21,33,0,27,11,30,10,29,0,27,0,27
63,Gage Park,135,116,69,59,0,41,17,40,9,40,43,53,0,41,66,75,27,56,12,40,27,47,0,41,0,41
64,Clearing,179,135,72,65,21,37,0,31,0,31,16,33,35,60,107,90,13,36,0,31,73,86,0,31,21,34
65,West Lawn,407,174,231,157,16,34,23,39,114,123,0,34,78,90,176,81,60,50,38,51,69,59,0,34,9,36
66,Chicago Lawn,183,107,110,85,0,49,13,46,18,51,7,48,72,81,73,58,12,46,22,51,10,50,0,49,29,54
67,West Englewood,165,101,161,100,11,50,44,58,16,52,7,48,83,69,4,47,0,48,0,48,0,48,0,48,4,47
68,Englewood,53,44,13,36,0,36,8,37,5,35,0,36,0,36,40,43,21,40,6,36,13,40,0,36,0,36
69,Greater Grand Crossing,48,70,2,40,2,40,0,38,0,38,0,38,0,38,46,59,5,48,31,43,10,40,0,38,0,38
70,Ashburn,138,104,32,47,0,41,32,47,0,41,0,41,0,41,106,92,0,41,8,40,88,80,0,41,10,39
71,Auburn Gresham,122,99,70,80,0,46,51,75,0,46,0,46,19,52,52,62,0,46,22,55,30,54,0,46,0,46
72,Beverly,119,67,53,43,29,38,6,29,9,32,9,31,0,29,66,54,26,37,6,29,23,36,0,29,11,32
73,Washington Heights,19,38,0,33,0,33,0,33,0,33,0,33,0,33,19,38,14,38,0,33,5,33,0,33,0,33
74,Mount Greenwood,53,37,5,22,0,25,0,25,5,22,0,25,0,25,48,39,24,31,12,29,12,26,0,25,0,25
75,Morgan Park,107,58,29,43,9,33,0,31,20,37,0,31,0,31,78,49,38,37,13,34,16,33,0,31,11,34
76,O'Hare,239,158,151,129,61,93,0,38,0,38,14,43,76,94,88,101,60,94,0,38,11,41,0,38,17,46
77,Edgewater,839,252,400,173,244,129,68,97,14,51,0,48,74,90,439,186,328,174,81,83,19,57,0,48,11,50
