area_id,area_name,b25085001,b25085001_moe,b25085002,b25085002_moe,b25085003,b25085003_moe,b25085004,b25085004_moe,b25085005,b25085005_moe,b25085006,b25085006_moe,b25085007,b25085007_moe,b25085008,b25085008_moe,b25085009,b25085009_moe,b25085010,b25085010_moe,b25085011,b25085011_moe,b25085012,b25085012_moe,b25085013,b25085013_moe,b25085014,b25085014_moe,b25085015,b25085015_moe,b25085016,b25085016_moe,b25085017,b25085017_moe,b25085018,b25085018_moe,b25085019,b25085019_moe,b25085020,b25085020_moe,b25085021,b25085021_moe,b25085022,b25085022_moe,b25085023,b25085023_moe,b25085024,b25085024_moe,b25085025,b25085025_moe
11,Jefferson Park,253,136,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,27,50,0,29,0,29,0,29,17,38,31,44,0,29,127,110,51,63,0,29,0,29,0,29
12,Forest Glen,149,115,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,56,88,0,29,11,32,34,50,0,29,0,29,0,29,48,77
13,North Park,48,58,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,30,52,0,27,0,27,18,38,0,27,0,27
14,Albany Park,154,100,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,8,45,0,45,0,45,22,55,0,45,14,47,0,45,23,56,0,45,26,53,0,45,61,81,0,45,0,45,0,45,0,45
15,Portage Park,317,146,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,37,75,33,71,60,67,0,47,0,47,152,115,0,47,35,71,0,47,0,47
16,Irving Park,247,133,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,73,83,29,64,0,47,0,47,111,98,25,61,9,46,0,47,0,47
17,Dunning,198,116,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,43,62,0,40,78,89,6,40,8,40,0,40,63,69,0,40,0,40,0,40,0,40
18,Montclare,74,71,0,23,0,23,0,23,0,23,0,23,14,29,0,23,0,23,0,23,0,23,0,23,30,52,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,30,49,0,23,0,23
19,Belmont Cragin,144,101,0,52,0,52,0,52,0,52,0,52,0,52,17,57,0,52,0,52,0,52,25,64,0,52,0,52,0,52,0,52,24,63,13,55,0,52,65,82,0,52,0,52,0,52,0,52,0,52
20,Hermosa,105,72,0,29,0,29,0,29,0,29,0,29,8,31,0,29,0,29,0,29,0,29,13,32,18,40,0,29,0,29,0,29,0,29,0,29,23,45,0,29,43,54,0,29,0,29,0,29,0,29
21,Avondale,302,124,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,38,53,34,53,0,38,0,38,0,38,0,38,0,38,35,53,73,69,78,81,17,46,27,49,0,38,0,38
22,Logan Square,408,150,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,18,64,16,61,0,57,17,63,23,68,0,57,0,57,43,74,20,65,87,88,18,63,46,76,23,67,60,87,29,65,8,57
23,Humboldt Park,521,171,0,51,0,51,0,51,0,51,98,92,0,51,0,51,0,51,0,51,0,51,40,62,25,64,12,54,0,51,54,71,34,64,0,51,55,77,95,84,31,69,25,63,25,64,27,66,0,51
24,West Town,465,172,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,32,79,0,62,0,62,22,70,17,67,40,77,105,96,97,100,52,76,100,100,0,62,0,62
25,Austin,651,189,0,61,0,61,0,61,0,61,0,61,11,62,0,61,19,67,0,61,0,61,27,74,48,79,35,81,17,65,0,61,28,68,27,68,52,75,79,87,164,112,0,61,112,103,32,70,0,61
26,West Garfield Park,189,84,0,35,0,35,0,35,0,35,0,35,0,35,0,35,97,67,0,35,0,35,27,44,16,41,0,35,0,35,0,35,8,36,0,35,0,35,0,35,16,41,0,35,0,35,25,43,0,35
27,East Garfield Park,120,77,0,38,0,38,0,38,0,38,0,38,0,38,0,38,82,68,0,38,0,38,15,44,16,45,7,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,476,192,0,52,0,52,0,52,0,52,0,52,0,52,0,52,7,52,0,52,0,52,0,52,0,52,0,52,11,53,0,52,0,52,48,91,73,81,33,64,153,112,113,99,0,52,15,56,23,63
29,North Lawndale,228,101,0,43,0,43,0,43,0,43,31,48,0,43,0,43,0,43,17,44,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,31,53,84,78,37,56,8,43,0,43,0,43,20,52
30,South Lawndale,192,96,0,48,0,48,0,48,0,48,5,47,3,47,0,48,0,48,70,70,18,56,17,54,14,51,0,48,0,48,17,53,0,48,35,55,13,51,0,48,0,48,0,48,0,48,0,48,0,48
31,Lower West Side,146,78,0,42,0,42,0,42,0,42,0,42,0,42,0,42,21,50,0,42,0,42,9,43,0,42,0,42,14,46,12,45,24,56,30,51,0,42,0,42,9,43,11,42,16,47,0,42,0,42
32,Loop,682,233,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,21,42,40,51,402,188,89,93,60,63,37,58,33,43
33,Near South Side,762,363,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,48,77,0,24,0,24,81,80,129,174,90,79,0,24,297,269,106,103,11,25
34,Armour Square,73,83,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,52,82,0,27,0,27,11,25,10,30,0,27,0,27,0,27
35,Douglas,119,77,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,25,50,0,35,8,35,37,50,0,35,0,35,16,41,33,50,0,35,0,35
36,Oakland,28,33,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,13,26,0,19,0,19,0,19,15,28,0,19,0,19,0,19,0,19
37,Fuller Park,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,410,130,18,50,34,51,37,52,0,43,11,45,0,43,17,49,0,43,0,43,0,43,0,43,5,43,17,50,0,43,0,43,18,50,20,53,134,81,14,48,70,65,0,43,15,48,0,43,0,43
39,Kenwood,190,106,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,39,47,24,48,0,31,81,82,10,33,0,31,36,47,0,31,0,31
40,Washington Park,177,89,0,27,22,44,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,8,29,0,27,0,27,0,27,0,27,39,50,69,57,20,40,19,40,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,178,104,0,38,30,63,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,37,55,0,38,0,38,0,38,0,38,22,52,0,38,20,48,34,53,25,55,0,38,0,38,10,39
42,Woodlawn,324,123,0,36,0,36,14,42,0,36,0,36,21,48,0,36,0,36,0,36,0,36,0,36,36,46,20,47,22,50,39,55,18,46,27,46,16,43,23,45,29,49,0,36,23,41,0,36,36,52
43,South Shore,482,175,24,57,0,44,20,53,0,44,0,44,61,71,29,63,22,59,0,44,0,44,0,44,24,49,48,70,0,44,22,57,32,68,23,57,53,74,45,73,17,46,0,44,62,81,0,44,0,44
44,Chatham,263,122,37,61,0,37,0,37,0,37,0,37,7,37,0,37,0,37,0,37,0,37,0,37,0,37,80,73,13,40,0,37,26,49,74,78,10,38,0,37,16,44,0,37,0,37,0,37,0,37
45,Avalon Park,88,68,0,19,0,19,0,19,0,19,0,19,23,36,28,45,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,37,46,0,19,0,19,0,19,0,19
46,South Chicago,390,132,0,37,0,37,9,38,54,62,24,52,34,51,89,82,18,45,18,45,0,37,18,44,0,37,36,52,0,37,0,37,20,41,30,50,25,54,0,37,15,42,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,49,59,0,27,40,59,0,27,0,27,0,27,0,27,0,27,0,27,9,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,289,120,78,73,68,74,0,41,0,41,15,45,0,41,22,54,24,53,0,41,0,41,0,41,0,41,17,47,0,41,0,41,35,69,30,50,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,49,52,0,19,24,40,0,19,0,19,0,19,0,19,0,19,25,43,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,38,39,0,25,0,25,0,25,0,25,0,25,14,32,0,25,10,25,0,25,0,25,0,25,14,32,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,130,86,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,49,60,0,29,0,29,0,29,20,41,0,29,47,57,0,29,0,29,14,35,0,29,0,29,0,29,0,29,0,29
53,West Pullman,250,124,0,39,44,60,0,39,31,60,0,39,0,39,0,39,22,50,53,69,0,39,0,39,0,39,8,39,0,39,47,62,32,57,0,39,0,39,13,43,0,39,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,50,57,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,16,27,34,53,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,221,127,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,56,66,18,50,60,68,57,96,30,56,0,42,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,121,74,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,19,39,0,27,24,46,10,30,25,41,15,34,12,28,16,33,0,27,0,27,0,27,0,27
58,Brighton Park,265,117,0,43,0,43,0,43,11,45,0,43,0,43,0,43,0,43,13,47,0,43,0,43,0,43,46,67,71,61,0,43,66,72,22,55,0,43,0,43,0,43,0,43,36,56,0,43,0,43
59,McKinley Park,104,71,0,25,0,25,0,25,0,25,0,25,28,48,0,25,0,25,0,25,11,27,0,25,0,25,0,25,33,42,0,25,0,25,0,25,0,25,0,25,12,30,0,25,0,25,0,25,20,39
60,Bridgeport,281,114,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,34,52,0,37,11,37,0,37,20,48,0,37,27,48,0,37,22,45,76,76,10,38,45,55,4,35,24,52,0,37,8,38
61,New City,362,131,0,47,0,47,0,47,5,46,0,47,0,47,39,58,0,47,0,47,0,47,18,53,0,47,12,49,11,49,18,54,88,84,36,59,11,49,91,71,21,56,0,47,0,47,12,49,0,47
62,West Elsdon,51,60,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,27,49,0,27,0,27,0,27,0,27,0,27,24,44,0,27,0,27,0,27,0,27,0,27,0,27,0,27
63,Gage Park,160,96,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,16,45,0,41,0,41,0,41,9,41,4,39,30,61,18,48,17,46,28,59,38,56,0,41,0,41,0,41,0,41,0,41
64,Clearing,224,128,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,18,41,9,33,0,31,0,31,0,31,34,50,0,31,26,50,0,31,99,94,0,31,38,68,0,31,0,31,0,31,0,31
65,West Lawn,454,163,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,66,68,0,34,16,42,33,49,57,59,0,34,22,47,25,50,235,120,0,34,0,34,0,34,0,34,0,34,0,34
66,Chicago Lawn,1466,274,0,49,0,49,0,49,0,49,25,61,0,49,0,49,0,49,47,63,75,84,184,100,106,83,148,109,76,74,235,119,243,121,74,80,110,86,18,55,125,99,0,49,0,49,0,49,0,49
67,West Englewood,466,142,0,48,0,48,17,50,50,60,52,73,28,53,5,49,0,48,91,75,25,53,30,54,12,51,50,63,0,48,40,64,31,58,35,72,0,48,0,48,0,48,0,48,0,48,0,48,0,48
68,Englewood,986,182,22,42,36,53,0,36,7,36,41,52,10,38,36,49,83,64,138,83,104,68,94,67,89,64,106,77,50,53,5,36,15,42,94,71,40,49,0,36,0,36,0,36,0,36,16,37,0,36
69,Greater Grand Crossing,450,148,0,38,11,41,0,38,0,38,0,38,17,45,0,38,27,47,19,48,23,50,10,40,76,64,0,38,0,38,0,38,22,51,78,75,48,57,59,63,18,47,0,38,42,59,0,38,0,38
70,Ashburn,443,166,0,41,25,56,0,41,0,41,23,52,0,41,0,41,0,41,0,41,77,83,0,41,0,41,21,54,33,63,0,41,50,62,102,99,81,72,31,61,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,456,155,15,50,10,47,0,46,58,79,0,46,19,54,30,56,0,46,8,47,0,46,13,49,50,57,0,46,0,46,0,46,66,78,140,99,28,62,19,54,0,46,0,46,0,46,0,46,0,46
72,Beverly,245,120,0,29,0,29,0,29,0,29,0,29,0,29,23,44,0,29,0,29,0,29,0,29,0,29,0,29,56,67,27,52,0,29,17,35,70,75,8,30,8,30,36,45,0,29,0,29,0,29
73,Washington Heights,468,193,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,50,64,30,58,13,41,0,33,36,63,6,33,80,101,137,98,24,54,33,59,59,71,0,33,0,33,0,33
74,Mount Greenwood,343,143,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,48,79,39,51,154,99,102,85,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,285,148,0,31,0,31,0,31,0,31,0,31,30,51,0,31,0,31,0,31,31,58,0,31,0,31,0,31,64,79,0,31,50,65,19,43,64,75,27,51,0,31,0,31,0,31,0,31,0,31
76,O'Hare,119,102,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,48,78,0,38,0,38,0,38,0,38,0,38,43,62,0,38,0,38,0,38,28,57,0,38,0,38,0,38,0,38
77,Edgewater,235,141,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,48,83,0,48,0,48,0,48,6,48,0,48,0,48,34,60,54,83,54,77,39,75,0,48,0,48,0,48
