area_id,area_name,c27001d001,c27001d001_moe,c27001d002,c27001d002_moe,c27001d003,c27001d003_moe,c27001d004,c27001d004_moe,c27001d005,c27001d005_moe,c27001d006,c27001d006_moe,c27001d007,c27001d007_moe,c27001d008,c27001d008_moe,c27001d009,c27001d009_moe,c27001d010,c27001d010_moe
19,Belmont Cragin,1124,396,202,162,202,162,0,52,777,287,721,258,56,75,145,88,145,88,0,52
20,Hermosa,111,79,0,29,0,29,0,29,94,72,77,66,17,38,17,33,17,33,0,29
21,Avondale,1311,448,253,149,238,147,15,43,939,329,688,248,251,145,119,85,105,81,14,41
22,Logan Square,2141,383,224,112,224,112,0,57,1813,336,1501,272,312,155,104,81,104,81,0,57
23,Humboldt Park,147,121,0,51,0,51,0,51,129,119,98,111,31,54,18,52,18,52,0,51
24,West Town,3356,499,431,167,404,162,27,74,2887,409,2341,348,546,220,38,65,38,65,0,62
25,Austin,336,181,10,66,10,66,0,61,261,133,202,109,59,96,65,80,65,80,0,61
26,West Garfield Park,18,41,0,35,0,35,0,35,18,41,17,43,1,33,0,35,0,35,0,35
27,East Garfield Park,92,61,5,37,5,37,0,38,80,57,61,51,19,44,7,39,7,39,0,38
28,Near West Side,8019,796,634,187,634,187,0,52,7093,714,6699,705,394,182,292,142,278,140,14,55
29,North Lawndale,37,65,18,51,18,51,0,43,19,46,19,46,0,43,0,43,0,43,0,43
30,South Lawndale,75,76,13,51,13,51,0,48,45,54,36,51,9,46,17,55,17,55,0,48
31,Lower West Side,390,162,0,42,0,42,0,42,387,161,237,107,150,98,3,41,3,41,0,42
32,Loop,4333,672,128,86,99,74,29,51,3937,660,3459,623,478,188,268,147,268,147,0,30
33,Near South Side,3648,700,497,267,479,265,18,35,2854,551,2697,530,157,95,297,240,259,232,38,64
34,Armour Square,9179,755,1579,354,1384,356,195,113,5444,589,2791,388,2653,483,2156,341,2107,337,49,59
35,Douglas,2317,497,178,105,178,105,0,35,2089,461,1781,413,308,136,50,50,50,50,0,35
36,Oakland,57,65,0,19,0,19,0,19,38,40,23,32,15,29,19,35,19,35,0,19
37,Fuller Park,11,19,0,16,0,16,0,16,0,16,0,16,0,16,11,19,11,19,0,16
38,Grand Boulevard,63,64,8,43,8,43,0,43,45,52,40,54,5,41,10,44,0,43,10,44
39,Kenwood,1054,299,64,60,64,60,0,31,944,272,835,242,109,88,46,50,46,50,0,31
40,Washington Park,9,28,0,27,0,27,0,27,0,27,0,27,0,27,9,28,9,28,0,27
41,Hyde Park,2847,448,282,132,282,132,0,38,2394,365,2239,339,155,100,171,98,149,96,22,43
42,Woodlawn,596,165,7,37,7,37,0,36,571,160,441,139,130,92,18,39,18,39,0,36
43,South Shore,67,71,0,44,0,44,0,44,67,71,56,69,11,45,0,44,0,44,0,44
44,Chatham,23,42,0,37,0,37,0,37,23,42,1,35,22,43,0,37,0,37,0,37
45,Avalon Park,34,42,0,19,0,19,0,19,34,42,21,37,13,25,0,19,0,19,0,19
46,South Chicago,86,102,35,61,35,61,0,37,51,64,51,64,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,14,31,0,27,0,27,0,27,0,27,0,27,0,27,14,31,14,31,0,27
49,Roseland,217,152,50,81,50,81,0,41,125,81,109,70,16,46,42,55,42,55,0,41
50,Pullman,39,53,7,20,0,19,7,20,32,43,13,27,19,38,0,19,0,19,0,19
51,South Deering,49,58,0,25,0,25,0,25,49,58,10,27,39,56,0,25,0,25,0,25
52,East Side,101,109,33,58,33,58,0,29,68,64,47,59,21,40,0,29,0,29,0,29
53,West Pullman,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,34,57,17,31,17,31,0,19,17,30,17,30,0,19,0,19,0,19,0,19
56,Garfield Ridge,647,310,146,95,126,81,20,50,416,211,365,185,51,64,85,76,85,76,0,42
57,Archer Heights,212,178,36,45,36,45,0,27,172,163,96,70,76,117,4,26,4,26,0,27
58,Brighton Park,2741,491,575,168,536,163,39,55,1984,364,1308,263,676,251,182,90,160,87,22,47
59,McKinley Park,2675,437,648,169,641,167,7,25,1877,313,1308,215,569,191,150,77,85,53,65,60
60,Bridgeport,10772,980,1751,292,1637,287,114,78,8128,818,5238,577,2890,557,893,225,863,223,30,42
61,New City,563,153,195,83,189,85,6,47,368,118,334,109,34,57,0,47,0,47,0,47
62,West Elsdon,322,174,62,77,62,77,0,27,222,115,139,81,83,67,38,32,38,32,0,27
63,Gage Park,471,240,128,102,110,100,18,46,292,153,132,99,160,114,51,54,51,54,0,41
64,Clearing,186,231,26,51,1,30,25,51,150,190,92,100,58,101,10,33,10,33,0,31
65,West Lawn,95,88,0,34,0,34,0,34,59,53,58,55,1,32,36,50,36,50,0,34
66,Chicago Lawn,436,304,32,63,28,63,4,49,330,277,76,93,254,265,74,76,74,76,0,49
67,West Englewood,41,65,0,48,0,48,0,48,41,65,41,65,0,48,0,48,0,48,0,48
68,Englewood,17,38,0,36,0,36,0,36,17,38,8,37,9,38,0,36,0,36,0,36
69,Greater Grand Crossing,21,51,0,38,0,38,0,38,21,51,21,51,0,38,0,38,0,38,0,38
70,Ashburn,114,97,22,45,22,45,0,41,68,60,59,54,9,40,24,44,24,44,0,41
71,Auburn Gresham,77,126,20,56,20,56,0,46,35,74,21,56,14,50,22,51,9,47,13,50
72,Beverly,61,59,38,47,38,47,0,29,12,28,12,28,0,29,11,33,11,33,0,29
73,Washington Heights,2,30,0,33,0,33,0,33,1,30,1,30,0,33,1,29,1,29,0,33
74,Mount Greenwood,169,172,52,80,52,80,0,25,93,70,93,70,0,25,24,42,24,42,0,25
75,Morgan Park,118,90,0,31,0,31,0,31,90,82,66,73,24,49,28,49,28,49,0,31
76,O'Hare,1162,435,144,100,144,100,0,38,988,385,623,294,365,203,30,55,21,43,9,40
77,Edgewater,6814,933,700,246,605,232,95,82,5235,744,3621,531,1614,542,879,242,800,231,79,76
