area_id,area_name,b19001g001,b19001g001_moe,b19001g002,b19001g002_moe,b19001g003,b19001g003_moe,b19001g004,b19001g004_moe,b19001g005,b19001g005_moe,b19001g006,b19001g006_moe,b19001g007,b19001g007_moe,b19001g008,b19001g008_moe,b19001g009,b19001g009_moe,b19001g010,b19001g010_moe,b19001g011,b19001g011_moe,b19001g012,b19001g012_moe,b19001g013,b19001g013_moe,b19001g014,b19001g014_moe,b19001g015,b19001g015_moe,b19001g016,b19001g016_moe,b19001g017,b19001g017_moe
36,Oakland,3,16,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,3,16,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,171,80,85,66,0,43,18,50,0,43,0,43,4,42,0,43,15,47,0,43,12,46,0,43,22,45,11,42,0,43,0,43,4,42
39,Kenwood,145,81,8,29,0,31,24,39,0,31,0,31,0,31,37,65,0,31,0,31,17,33,9,33,24,43,0,31,0,31,6,34,20,35
40,Washington Park,35,34,9,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,6,27,0,27,10,29,10,30,0,27,0,27,0,27,0,27
41,Hyde Park,300,102,46,50,50,54,2,37,12,42,27,46,0,38,6,38,29,46,0,38,4,37,41,50,16,39,9,39,30,45,28,48,0,38
42,Woodlawn,209,91,50,49,0,36,0,36,0,36,0,36,17,40,28,55,37,50,0,36,26,41,0,36,30,50,13,40,0,36,0,36,8,37
43,South Shore,315,139,78,71,4,43,43,63,10,46,38,69,24,54,11,46,0,44,0,44,16,51,45,78,33,61,7,45,0,44,6,44,0,44
44,Chatham,191,108,56,64,0,37,13,38,33,62,54,71,0,37,0,37,12,40,0,37,0,37,0,37,7,38,7,37,9,38,0,37,0,37
45,Avalon Park,40,35,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,18,31,9,23,0,19,0,19,13,22,0,19
46,South Chicago,130,107,8,37,0,37,75,103,17,44,0,37,0,37,17,43,0,37,6,36,0,37,0,37,0,37,7,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,163,90,3,40,6,41,14,44,30,61,6,41,6,41,0,41,0,41,40,61,26,49,0,41,6,41,16,44,10,44,0,41,0,41
50,Pullman,8,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,8,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,62,52,31,47,0,25,7,25,0,25,0,25,10,27,7,23,0,25,0,25,0,25,7,22,0,25,0,25,0,25,0,25,0,25
52,East Side,152,77,22,32,15,29,0,29,9,28,14,30,0,29,0,29,0,29,0,29,16,30,10,32,11,32,55,66,0,29,0,29,0,29
53,West Pullman,116,106,0,39,9,38,0,39,0,39,13,40,0,39,8,38,0,39,0,39,0,39,15,44,0,39,71,103,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,56,47,0,19,0,19,0,19,0,19,0,19,0,19,0,19,19,34,0,19,12,24,0,19,7,21,0,19,0,19,18,30,0,19
56,Garfield Ridge,235,100,0,42,0,42,37,56,43,71,0,42,0,42,0,42,12,43,0,42,37,49,9,41,37,48,47,64,13,44,0,42,0,42
57,Archer Heights,34,29,9,26,7,24,0,27,0,27,0,27,11,32,0,27,0,27,0,27,4,26,3,25,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,56,54,0,43,0,43,0,43,9,44,24,47,0,43,0,43,0,43,0,43,17,49,6,42,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,29,30,6,24,0,25,0,25,4,24,0,25,0,25,0,25,0,25,0,25,0,25,9,27,0,25,0,25,10,27,0,25,0,25
60,Bridgeport,166,70,8,37,43,44,34,54,0,37,5,34,10,37,41,61,0,37,0,37,8,37,0,37,12,34,5,36,0,37,0,37,0,37
61,New City,134,79,33,54,17,53,23,52,0,47,0,47,0,47,10,46,0,47,0,47,0,47,0,47,28,54,23,59,0,47,0,47,0,47
62,West Elsdon,20,29,9,26,0,27,11,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
63,Gage Park,73,55,0,41,8,39,0,41,0,41,0,41,0,41,0,41,0,41,18,40,31,50,0,41,16,39,0,41,0,41,0,41,0,41
64,Clearing,96,68,0,31,0,31,8,33,7,31,0,31,0,31,0,31,12,32,0,31,35,60,7,32,7,32,14,37,0,31,0,31,6,36
65,West Lawn,301,142,0,34,20,44,9,33,32,47,13,36,0,34,13,39,40,51,0,34,102,122,16,36,39,48,17,40,0,34,0,34,0,34
66,Chicago Lawn,135,84,0,49,10,51,0,49,0,49,0,49,8,48,38,78,0,49,12,50,15,47,25,53,10,50,0,49,7,48,10,46,0,49
67,West Englewood,102,67,9,51,0,48,9,49,0,48,0,48,25,58,0,48,6,48,13,51,4,47,29,52,0,48,0,48,0,48,0,48,7,48
68,Englewood,81,56,21,40,0,36,28,48,8,37,0,36,0,36,0,36,0,36,5,35,0,36,10,38,0,36,9,37,0,36,0,36,0,36
69,Greater Grand Crossing,79,61,0,38,18,48,16,45,18,45,8,39,11,40,0,38,7,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,1,38
70,Ashburn,62,52,0,41,0,41,27,47,0,41,0,41,0,41,0,41,0,41,14,43,13,45,8,40,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,72,66,0,46,0,46,5,45,15,50,0,46,0,46,22,55,0,46,0,46,0,46,11,48,19,52,0,46,0,46,0,46,0,46
72,Beverly,83,48,0,29,6,29,0,29,0,29,10,30,0,29,0,29,0,29,8,29,10,31,11,32,24,40,8,30,0,29,0,29,6,28
73,Washington Heights,22,38,5,32,14,38,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,3,32,0,33,0,33
74,Mount Greenwood,13,28,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,13,28,0,25,0,25
75,Morgan Park,125,57,27,37,0,31,18,34,0,31,31,39,0,31,7,32,0,31,0,31,13,34,0,31,10,34,7,32,12,35,0,31,0,31
76,O'Hare,150,127,0,38,0,38,0,38,0,38,11,40,17,46,0,38,0,38,0,38,14,43,0,38,108,119,0,38,0,38,0,38,0,38
77,Edgewater,810,238,65,66,58,70,85,82,33,58,11,49,93,108,7,49,127,118,106,115,41,74,47,58,71,86,58,62,0,48,0,48,8,49
