area_id,area_name,b20005g001,b20005g001_moe,b20005g002,b20005g002_moe,b20005g003,b20005g003_moe,b20005g004,b20005g004_moe,b20005g005,b20005g005_moe,b20005g006,b20005g006_moe,b20005g007,b20005g007_moe,b20005g008,b20005g008_moe,b20005g009,b20005g009_moe,b20005g010,b20005g010_moe,b20005g011,b20005g011_moe,b20005g012,b20005g012_moe,b20005g013,b20005g013_moe,b20005g014,b20005g014_moe,b20005g015,b20005g015_moe,b20005g016,b20005g016_moe,b20005g017,b20005g017_moe,b20005g018,b20005g018_moe,b20005g019,b20005g019_moe,b20005g020,b20005g020_moe,b20005g021,b20005g021_moe,b20005g022,b20005g022_moe,b20005g023,b20005g023_moe,b20005g024,b20005g024_moe,b20005g025,b20005g025_moe,b20005g026,b20005g026_moe,b20005g027,b20005g027_moe,b20005g028,b20005g028_moe,b20005g029,b20005g029_moe,b20005g030,b20005g030_moe,b20005g031,b20005g031_moe,b20005g032,b20005g032_moe,b20005g033,b20005g033_moe,b20005g034,b20005g034_moe,b20005g035,b20005g035_moe,b20005g036,b20005g036_moe,b20005g037,b20005g037_moe,b20005g038,b20005g038_moe,b20005g039,b20005g039_moe,b20005g040,b20005g040_moe,b20005g041,b20005g041_moe,b20005g042,b20005g042_moe,b20005g043,b20005g043_moe,b20005g044,b20005g044_moe,b20005g045,b20005g045_moe,b20005g046,b20005g046_moe,b20005g047,b20005g047_moe,b20005g048,b20005g048_moe,b20005g049,b20005g049_moe,b20005g050,b20005g050_moe,b20005g051,b20005g051_moe,b20005g052,b20005g052_moe,b20005g053,b20005g053_moe,b20005g054,b20005g054_moe,b20005g055,b20005g055_moe,b20005g056,b20005g056_moe,b20005g057,b20005g057_moe,b20005g058,b20005g058_moe,b20005g059,b20005g059_moe,b20005g060,b20005g060_moe,b20005g061,b20005g061_moe,b20005g062,b20005g062_moe,b20005g063,b20005g063_moe,b20005g064,b20005g064_moe,b20005g065,b20005g065_moe,b20005g066,b20005g066_moe,b20005g067,b20005g067_moe,b20005g068,b20005g068_moe,b20005g069,b20005g069_moe,b20005g070,b20005g070_moe,b20005g071,b20005g071_moe,b20005g072,b20005g072_moe,b20005g073,b20005g073_moe,b20005g074,b20005g074_moe,b20005g075,b20005g075_moe,b20005g076,b20005g076_moe,b20005g077,b20005g077_moe,b20005g078,b20005g078_moe,b20005g079,b20005g079_moe,b20005g080,b20005g080_moe,b20005g081,b20005g081_moe,b20005g082,b20005g082_moe,b20005g083,b20005g083_moe,b20005g084,b20005g084_moe,b20005g085,b20005g085_moe,b20005g086,b20005g086_moe,b20005g087,b20005g087_moe,b20005g088,b20005g088_moe,b20005g089,b20005g089_moe,b20005g090,b20005g090_moe,b20005g091,b20005g091_moe,b20005g092,b20005g092_moe,b20005g093,b20005g093_moe,b20005g094,b20005g094_moe,b20005g095,b20005g095_moe
11,Jefferson Park,353,138,177,99,102,81,0,29,102,81,0,29,0,29,0,29,0,29,0,29,0,29,0,29,7,30,0,29,0,29,0,29,0,29,0,29,0,29,36,63,0,29,0,29,21,40,27,46,11,29,75,58,32,41,43,46,0,29,0,29,0,29,0,29,0,29,13,34,0,29,0,29,0,29,8,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,22,41,0,29,0,29,176,83,68,58,0,29,68,58,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,10,32,0,29,13,36,5,29,26,50,14,32,0,29,108,61,45,39,63,53,26,48,8,31,11,33,6,29,12,31,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
12,Forest Glen,144,73,33,41,15,34,0,29,15,34,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,15,34,18,38,18,38,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,111,69,58,49,0,29,58,49,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,11,31,27,40,0,29,16,37,0,29,4,29,0,29,0,29,53,56,4,29,49,53,0,29,0,29,0,29,0,29,0,29,0,29,0,29,22,45,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,11,33,16,37
13,North Park,394,191,221,162,140,112,0,27,140,112,0,27,0,27,0,27,0,27,7,27,0,27,0,27,0,27,0,27,0,27,0,27,19,41,18,36,52,85,40,64,4,27,0,27,0,27,0,27,0,27,81,76,0,27,81,76,0,27,76,75,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,5,24,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,173,84,51,44,0,27,51,44,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,14,35,0,27,12,29,11,29,0,27,14,27,0,27,0,27,0,27,0,27,122,81,60,48,62,71,10,30,0,27,52,68,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
14,Albany Park,1073,285,507,160,249,102,0,45,249,102,0,45,0,45,0,45,0,45,0,45,10,46,24,48,0,45,5,44,10,45,64,66,0,45,56,65,0,45,0,45,10,46,36,55,11,48,23,49,0,45,258,106,32,47,226,105,28,49,22,47,7,47,13,46,50,73,38,60,14,43,0,45,0,45,25,49,0,45,13,48,0,45,8,44,8,44,0,45,0,45,0,45,0,45,0,45,566,165,272,120,0,45,272,120,0,45,0,45,0,45,13,48,0,45,0,45,10,46,33,66,31,45,4,44,11,45,16,51,42,69,0,45,14,49,39,64,6,44,0,45,21,54,32,57,294,115,108,69,186,86,58,57,49,58,9,45,0,45,14,46,17,46,27,53,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,12,46,0,45
15,Portage Park,1236,328,683,205,279,131,0,47,279,131,0,47,0,47,0,47,6,48,4,46,23,57,0,47,0,47,50,73,0,47,40,62,0,47,0,47,69,76,8,48,21,50,20,48,29,55,9,46,0,47,404,162,225,117,179,114,71,93,0,47,51,74,0,47,41,51,0,47,0,47,0,47,0,47,0,47,0,47,5,47,0,47,0,47,0,47,0,47,11,49,0,47,0,47,0,47,553,174,286,134,0,47,286,134,0,47,0,47,0,47,0,47,4,46,0,47,0,47,0,47,0,47,7,48,0,47,73,104,13,48,13,49,24,60,40,63,14,50,9,48,89,77,0,47,267,117,96,65,171,97,9,48,0,47,29,52,9,48,23,51,32,67,9,48,0,47,0,47,0,47,0,47,11,49,22,58,0,47,0,47,15,50,0,47,12,49,0,47,0,47
16,Irving Park,726,198,364,143,212,101,0,47,212,101,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,22,58,22,51,26,62,35,64,12,50,0,47,13,52,23,52,38,53,0,47,21,51,0,47,152,100,11,49,141,99,16,48,0,47,0,47,8,48,0,47,35,67,10,47,0,47,0,47,0,47,15,48,46,82,11,50,0,47,0,47,0,47,0,47,0,47,0,47,0,47,362,121,223,94,0,47,223,94,0,47,0,47,0,47,0,47,0,47,0,47,11,48,6,45,0,47,0,47,8,48,26,58,0,47,24,54,36,62,10,49,6,47,53,72,30,49,13,46,139,84,25,51,114,73,14,50,8,46,13,50,0,47,11,47,22,52,0,47,0,47,7,46,26,58,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,13,49,0,47
17,Dunning,374,172,188,99,58,61,0,40,58,61,0,40,0,40,0,40,0,40,14,45,0,40,0,40,0,40,12,42,0,40,0,40,0,40,23,53,0,40,0,40,0,40,0,40,0,40,9,41,0,40,130,87,79,82,51,48,13,42,7,40,0,40,0,40,0,40,13,42,12,42,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,6,40,0,40,0,40,0,40,186,88,52,56,0,40,52,56,0,40,0,40,0,40,0,40,0,40,21,52,10,41,10,40,0,40,0,40,0,40,11,42,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,134,77,45,45,89,67,8,41,7,40,10,41,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,43,70,0,40,5,38,5,40,0,40,0,40,11,41,0,40
18,Montclare,71,57,12,19,7,23,0,23,7,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,7,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,5,18,5,18,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,59,53,59,53,0,23,59,53,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,44,52,0,23,0,23,0,23,0,23,0,23,15,29,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23
19,Belmont Cragin,1111,408,517,216,297,147,0,52,297,147,0,52,0,52,15,56,0,52,10,52,5,52,0,52,0,52,60,72,4,51,12,51,57,68,5,52,28,59,32,72,40,60,5,52,0,52,10,52,14,56,220,111,173,106,47,55,23,55,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,9,52,0,52,0,52,6,51,9,52,0,52,0,52,0,52,0,52,0,52,0,52,594,233,262,147,0,52,262,147,0,52,0,52,0,52,0,52,0,52,0,52,7,52,33,73,24,57,0,52,0,52,27,57,14,55,0,52,17,58,29,61,0,52,15,55,74,91,22,61,332,157,218,139,114,86,29,67,39,64,0,52,0,52,7,51,0,52,21,60,0,52,0,52,0,52,0,52,18,57,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52
20,Hermosa,389,151,178,93,83,66,0,29,83,66,0,29,0,29,15,36,0,29,0,29,0,29,0,29,9,31,0,29,0,29,9,31,7,27,32,58,0,29,11,34,0,29,0,29,0,29,0,29,0,29,95,60,26,32,69,65,0,29,0,29,0,29,0,29,0,29,11,32,14,34,6,29,0,29,0,29,0,29,34,60,0,29,0,29,0,29,0,29,0,29,4,29,0,29,0,29,211,107,4,28,0,29,4,28,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,4,28,0,29,0,29,0,29,0,29,0,29,0,29,207,107,133,92,74,60,0,29,0,29,27,51,0,29,13,34,14,30,0,29,0,29,10,32,0,29,10,32,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
21,Avondale,607,231,332,177,70,48,0,38,70,48,0,38,0,38,0,38,0,38,0,38,0,38,11,41,0,38,0,38,0,38,0,38,0,38,0,38,7,38,0,38,14,41,14,38,8,39,16,41,0,38,262,171,176,155,86,65,11,41,54,56,0,38,0,38,0,38,0,38,11,40,10,41,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,275,113,101,72,0,38,101,72,0,38,0,38,16,44,0,38,0,38,0,38,8,39,0,38,0,38,0,38,0,38,7,37,30,53,0,38,8,39,4,37,28,51,0,38,0,38,0,38,174,88,115,71,59,59,8,39,29,59,3,37,4,38,0,38,0,38,0,38,0,38,0,38,0,38,8,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,7,38
22,Logan Square,949,221,367,120,204,91,0,57,204,91,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,7,57,17,60,6,58,48,72,0,57,13,57,0,57,5,57,22,60,21,60,25,63,40,63,163,95,90,83,73,70,14,57,6,57,0,57,3,57,0,57,13,60,0,57,0,57,0,57,0,57,0,57,17,62,0,57,0,57,0,57,0,57,0,57,0,57,0,57,20,59,582,169,281,114,0,57,281,114,0,57,0,57,14,61,0,57,0,57,0,57,0,57,15,61,14,60,11,59,28,63,32,62,20,59,14,57,11,59,30,68,72,84,14,60,6,57,0,57,301,122,140,87,161,90,31,59,30,62,0,57,0,57,9,59,43,74,17,64,9,58,12,60,10,58,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57
23,Humboldt Park,712,233,339,135,100,88,0,51,100,88,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,8,52,19,57,0,51,0,51,0,51,27,65,22,61,24,61,0,51,0,51,239,112,140,94,99,78,12,52,41,60,2,49,19,56,25,52,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,373,155,137,94,0,51,137,94,0,51,0,51,0,51,17,56,11,52,0,51,9,51,14,54,17,56,43,65,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,26,59,0,51,236,126,158,107,78,76,24,52,0,51,22,57,0,51,8,50,0,51,4,51,0,51,0,51,0,51,0,51,0,51,0,51,5,51,0,51,15,54,0,51,0,51,0,51,0,51
24,West Town,1180,254,625,181,392,152,0,62,392,152,0,62,26,70,0,62,0,62,0,62,0,62,21,65,8,63,50,85,0,62,15,66,29,65,17,66,18,65,0,62,85,108,26,64,0,62,44,67,53,75,233,111,47,66,186,100,0,62,0,62,0,62,9,63,10,63,0,62,43,73,0,62,20,69,0,62,23,70,12,64,0,62,0,62,13,65,0,62,27,68,0,62,14,65,15,66,555,157,259,117,0,62,259,117,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,20,68,10,63,22,65,36,69,20,65,38,70,66,92,24,65,8,63,9,62,0,62,6,62,296,117,195,98,101,78,29,72,0,62,13,64,13,62,0,62,0,62,0,62,0,62,16,63,0,62,4,62,9,61,0,62,0,62,17,68,0,62,0,62,0,62,0,62,0,62
25,Austin,393,158,159,107,31,66,0,61,31,66,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,21,65,0,61,10,62,0,61,0,61,0,61,0,61,0,61,0,61,0,61,128,104,87,79,41,70,29,67,0,61,0,61,0,61,0,61,0,61,12,64,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,234,100,54,75,0,61,54,75,0,61,0,61,0,61,0,61,0,61,0,61,0,61,12,62,5,61,0,61,0,61,27,65,0,61,0,61,0,61,0,61,0,61,0,61,0,61,10,62,180,91,131,84,49,70,0,61,0,61,16,65,0,61,0,61,13,64,0,61,8,62,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,12,63
26,West Garfield Park,67,67,44,49,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,44,49,28,48,16,36,5,34,0,35,11,37,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,23,40,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,23,40,5,34,18,38,5,34,13,39,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,74,46,40,43,6,38,0,38,6,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,6,38,0,38,0,38,0,38,34,42,34,42,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,34,42,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,34,42,24,40,10,40,10,40,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,968,227,432,144,200,94,0,52,200,94,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,6,52,5,52,0,52,0,52,0,52,11,51,8,52,36,59,64,71,70,66,232,116,89,81,143,95,10,53,35,58,19,55,0,52,36,62,22,63,0,52,0,52,6,51,0,52,0,52,15,55,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,536,162,197,88,0,52,197,88,0,52,0,52,0,52,0,52,7,52,0,52,0,52,45,68,0,52,24,54,0,52,15,56,10,53,5,51,20,54,0,52,0,52,24,57,10,53,37,59,339,148,54,59,285,145,71,74,55,72,47,68,0,52,34,65,11,54,9,53,0,52,21,55,0,52,4,51,25,58,0,52,0,52,0,52,0,52,0,52,0,52,0,52,8,52
