area_id,area_name,b10051h001,b10051h001_moe,b10051h002,b10051h002_moe,b10051h003,b10051h003_moe,b10051h004,b10051h004_moe,b10051h005,b10051h005_moe,b10051h006,b10051h006_moe,b10051h007,b10051h007_moe
63,Gage Park,77,90,47,85,47,85,0,41,30,52,0,41,30,52
64,Clearing,168,97,75,70,46,61,29,39,93,73,41,54,52,59
65,West Lawn,200,128,32,37,24,38,8,32,168,124,87,81,81,65
66,Chicago Lawn,71,76,16,50,13,52,3,47,55,76,13,51,42,74
67,West Englewood,36,59,24,57,0,48,24,57,12,51,0,48,12,51
68,Englewood,6,37,6,37,6,37,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,0,38,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,212,121,33,56,33,56,0,41,179,114,70,69,109,95
71,Auburn Gresham,0,46,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,114,70,31,39,0,29,31,39,83,63,16,35,67,60
73,Washington Heights,21,46,0,33,0,33,0,33,21,46,0,33,21,46
74,Mount Greenwood,137,94,48,48,38,39,10,27,89,84,28,44,61,55
75,Morgan Park,49,56,7,32,7,32,0,31,42,55,28,51,14,38
76,O'Hare,250,236,63,102,63,102,0,38,187,171,168,170,19,47
77,Edgewater,67,68,14,52,0,48,14,52,53,64,40,61,13,51
