area_id,area_name,b17001c001,b17001c001_moe,b17001c002,b17001c002_moe,b17001c003,b17001c003_moe,b17001c004,b17001c004_moe,b17001c005,b17001c005_moe,b17001c006,b17001c006_moe,b17001c007,b17001c007_moe,b17001c008,b17001c008_moe,b17001c009,b17001c009_moe,b17001c010,b17001c010_moe,b17001c011,b17001c011_moe,b17001c012,b17001c012_moe,b17001c013,b17001c013_moe,b17001c014,b17001c014_moe,b17001c015,b17001c015_moe,b17001c016,b17001c016_moe,b17001c017,b17001c017_moe,b17001c018,b17001c018_moe,b17001c019,b17001c019_moe,b17001c020,b17001c020_moe,b17001c021,b17001c021_moe,b17001c022,b17001c022_moe,b17001c023,b17001c023_moe,b17001c024,b17001c024_moe,b17001c025,b17001c025_moe,b17001c026,b17001c026_moe,b17001c027,b17001c027_moe,b17001c028,b17001c028_moe,b17001c029,b17001c029_moe,b17001c030,b17001c030_moe,b17001c031,b17001c031_moe,b17001c032,b17001c032_moe,b17001c033,b17001c033_moe,b17001c034,b17001c034_moe,b17001c035,b17001c035_moe,b17001c036,b17001c036_moe,b17001c037,b17001c037_moe,b17001c038,b17001c038_moe,b17001c039,b17001c039_moe,b17001c040,b17001c040_moe,b17001c041,b17001c041_moe,b17001c042,b17001c042_moe,b17001c043,b17001c043_moe,b17001c044,b17001c044_moe,b17001c045,b17001c045_moe,b17001c046,b17001c046_moe,b17001c047,b17001c047_moe,b17001c048,b17001c048_moe,b17001c049,b17001c049_moe,b17001c050,b17001c050_moe,b17001c051,b17001c051_moe,b17001c052,b17001c052_moe,b17001c053,b17001c053_moe,b17001c054,b17001c054_moe,b17001c055,b17001c055_moe,b17001c056,b17001c056_moe,b17001c057,b17001c057_moe,b17001c058,b17001c058_moe,b17001c059,b17001c059_moe
BK30,Dyker Heights,94,127,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,94,127,57,80,18,56,0,51,0,51,0,51,0,51,0,51,21,59,0,51,18,57,0,51,0,51,0,51,0,51,37,76,0,51,0,51,0,51,0,51,0,51,0,51,20,58,17,57,0,51,0,51,0,51,0,51,0,51
BK31,Bay Ridge,419,259,95,111,47,83,0,66,0,66,0,66,0,66,0,66,0,66,18,71,0,66,0,66,29,79,0,66,0,66,0,66,48,76,0,66,0,66,0,66,0,66,0,66,0,66,0,66,16,69,0,66,32,73,0,66,0,66,0,66,324,235,175,174,0,66,15,69,32,78,22,75,0,66,0,66,78,122,18,71,0,66,10,67,0,66,0,66,0,66,149,103,0,66,0,66,14,69,21,75,0,66,0,66,20,71,0,66,64,84,21,73,9,66,0,66,0,66
BK32,Sunset Park West,773,430,585,405,362,302,57,82,0,49,34,66,0,49,34,66,0,49,56,79,69,86,53,72,48,79,11,49,0,49,0,49,223,159,0,49,0,49,46,89,0,49,0,49,0,49,0,49,41,66,35,66,0,49,18,56,0,49,83,97,188,153,124,101,0,49,0,49,0,49,0,49,0,49,0,49,41,63,13,51,0,49,44,67,26,56,0,49,0,49,64,79,0,49,0,49,0,49,0,49,0,49,18,56,19,55,0,49,27,56,0,49,0,49,0,49,0,49
BK33,Carroll Gardens-Columbia Street-Red Hook,10,47,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,10,47,10,47,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,10,47,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45
BK34,Sunset Park East,974,472,163,167,70,89,45,73,0,59,0,59,0,59,0,59,0,59,6,58,0,59,19,63,0,59,0,59,0,59,0,59,93,105,26,68,18,62,0,59,0,59,0,59,0,59,27,63,22,66,0,59,0,59,0,59,0,59,0,59,811,449,555,335,122,132,0,59,140,118,22,66,0,59,67,109,66,98,58,106,80,84,0,59,0,59,0,59,0,59,256,159,23,67,0,59,21,66,9,58,0,59,0,59,0,59,111,96,31,69,32,72,29,64,0,59,0,59
BK35,Stuyvesant Heights,101,84,58,77,5,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,5,51,0,51,0,51,0,51,0,51,0,51,53,77,0,51,0,51,0,51,0,51,0,51,0,51,36,73,0,51,0,51,0,51,17,56,0,51,0,51,43,59,35,59,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,16,52,0,51,19,58,0,51,8,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,8,51,0,51,0,51
BK37,Park Slope-Gowanus,406,201,1,56,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,1,56,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,1,56,405,201,196,121,0,58,0,58,9,58,0,58,0,58,0,58,46,67,21,64,22,61,0,58,61,72,37,62,0,58,209,134,0,58,0,58,7,57,6,57,0,58,0,58,0,58,80,114,16,62,46,63,43,64,0,58,11,59
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,64,72,58,72,6,42,6,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,52,64,0,42,0,42,0,42,0,42,0,42,0,42,31,54,0,42,9,43,5,41,0,42,0,42,7,43,6,41,6,41,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,6,41,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
BK40,Windsor Terrace,165,114,13,34,1,29,0,32,0,32,0,32,0,32,0,32,0,32,0,32,1,29,0,32,0,32,0,32,0,32,0,32,12,36,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,12,36,0,32,152,113,31,43,0,32,0,32,11,33,0,32,0,32,11,39,0,32,0,32,0,32,0,32,0,32,9,32,0,32,121,102,0,32,0,32,9,30,10,39,0,32,17,41,17,37,0,32,14,39,41,49,0,32,13,34,0,32
BK41,Kensington-Ocean Parkway,101,116,101,116,51,64,34,64,0,40,9,40,0,40,0,40,0,40,0,40,0,40,8,39,0,40,0,40,0,40,0,40,50,66,34,64,0,40,9,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,7,39,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BK42,Flatbush,284,201,31,75,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,31,75,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,12,70,19,74,0,68,0,68,0,68,253,198,110,149,4,66,0,68,0,68,0,68,0,68,25,79,42,90,11,69,28,72,0,68,0,68,0,68,0,68,143,117,31,74,0,68,0,68,0,68,0,68,4,67,0,68,71,107,11,69,13,69,0,68,0,68,13,69
BK43,Midwood,36,62,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,36,62,12,53,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,12,53,0,51,0,51,24,60,0,51,0,51,0,51,0,51,0,51,0,51,0,51,24,60,0,51,0,51,0,51,0,51,0,51
BK44,Madison,74,80,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,74,80,45,65,0,46,0,46,34,58,0,46,0,46,0,46,0,46,0,46,11,48,0,46,0,46,0,46,0,46,29,56,0,46,10,48,0,46,0,46,0,46,0,46,0,46,0,46,19,55,0,46,0,46,0,46,0,46
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,16,68,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,16,68,4,54,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,4,54,0,55,0,55,0,55,12,62,0,55,0,55,3,54,0,55,0,55,0,55,3,54,3,55,3,54,0,55,0,55,0,55,0,55
BK46,Ocean Parkway South,111,105,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,111,105,65,70,0,36,0,36,21,48,0,36,0,36,0,36,0,36,0,36,14,42,12,38,9,38,9,37,0,36,46,51,21,48,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,5,35,13,36,7,36,0,36
BK50,Canarsie,149,169,42,95,29,83,0,70,15,73,14,73,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,13,72,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,13,72,0,70,0,70,0,70,0,70,107,156,22,76,0,70,0,70,0,70,0,70,0,70,0,70,15,72,0,70,0,70,0,70,0,70,7,70,0,70,85,151,0,70,0,70,0,70,23,81,26,83,0,70,0,70,0,70,25,82,11,71,0,70,0,70,0,70
BK58,Flatlands,114,109,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,114,109,46,73,0,62,0,62,0,62,7,64,15,66,0,62,0,62,0,62,0,62,24,69,0,62,0,62,0,62,68,81,0,62,0,62,0,62,35,78,0,62,0,62,0,62,0,62,0,62,33,66,0,62,0,62,0,62
BK60,Prospect Lefferts Gardens-Wingate,173,146,13,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,13,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,8,59,0,58,0,58,5,57,0,58,0,58,160,146,20,62,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,20,62,140,136,0,58,0,58,0,58,0,58,0,58,36,80,33,77,0,58,22,66,0,58,0,58,17,62,32,73
BK61,Crown Heights North,157,139,78,131,31,85,0,67,0,67,0,67,10,71,0,67,0,67,9,71,2,66,10,68,0,67,0,67,0,67,0,67,47,89,0,67,0,67,9,71,0,67,0,67,0,67,0,67,0,67,9,71,9,67,0,67,0,67,20,73,79,78,40,72,0,67,0,67,0,67,0,67,0,67,0,67,0,67,21,74,7,67,3,66,1,66,0,67,8,67,39,73,0,67,0,67,0,67,0,67,0,67,0,67,0,67,0,67,0,67,0,67,0,67,23,69,16,71
BK63,Crown Heights South,76,113,68,113,23,52,0,40,0,40,0,40,0,40,23,52,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,45,79,0,40,0,40,0,40,0,40,0,40,0,40,25,54,0,40,20,49,0,40,0,40,0,40,0,40,8,40,8,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,8,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BK64,Prospect Heights,31,37,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,31,37,27,38,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,12,34,15,35,0,32,0,32,0,32,4,30,0,32,0,32,0,32,0,32,0,32,0,32,0,32,4,30,0,32,0,32,0,32,0,32,0,32
BK68,Fort Greene,32,50,32,50,32,50,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,23,50,0,38,9,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
BK69,Clinton Hill,41,46,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,41,46,9,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,9,40,0,40,0,40,32,46,0,40,0,40,9,41,0,40,0,40,0,40,0,40,0,40,0,40,11,42,12,43,0,40,0,40
BK72,Williamsburg,5,35,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,5,35,5,35,0,36,0,36,0,36,0,36,5,35,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
BK73,North Side-South Side,126,112,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,126,112,91,91,0,48,0,48,0,48,0,48,12,49,0,48,28,60,15,52,0,48,10,48,26,53,0,48,0,48,35,55,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,16,52,19,49,0,48,0,48
BK75,Bedford,256,182,52,79,15,60,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,15,60,0,56,0,56,0,56,37,69,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,13,59,24,66,0,56,0,56,204,174,151,151,23,64,6,56,73,113,0,56,0,56,0,56,11,56,7,56,18,59,13,59,0,56,0,56,0,56,53,64,0,56,0,56,0,56,0,56,0,56,0,56,11,56,6,56,0,56,13,59,11,57,0,56,12,60
BK76,Greenpoint,301,165,20,45,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,20,45,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,20,45,0,42,0,42,0,42,281,159,150,114,0,42,14,46,0,42,0,42,0,42,0,42,0,42,17,48,76,96,0,42,22,53,21,45,0,42,131,89,0,42,0,42,0,42,0,42,0,42,0,42,30,62,36,58,15,46,17,44,19,45,0,42,14,45
BK77,Bushwick North,126,112,68,70,50,58,0,54,0,54,19,53,0,54,0,54,0,54,0,54,5,52,10,55,0,54,0,54,0,54,16,58,18,55,0,54,0,54,0,54,0,54,0,54,0,54,0,54,8,53,10,55,0,54,0,54,0,54,0,54,58,103,12,54,12,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,46,87,11,54,0,54,11,54,0,54,0,54,0,54,0,54,13,55,0,54,11,54,0,54,0,54,0,54
BK78,Bushwick South,538,265,164,176,88,122,0,56,0,56,16,60,16,60,0,56,0,56,17,61,0,56,20,58,19,63,0,56,0,56,0,56,76,80,16,61,0,56,0,56,0,56,0,56,0,56,0,56,0,56,17,61,21,60,10,58,0,56,12,58,374,206,216,136,10,57,12,58,70,96,0,56,0,56,0,56,9,57,48,67,27,62,27,59,13,56,0,56,0,56,158,104,48,68,0,56,0,56,0,56,0,56,0,56,5,56,39,67,12,58,54,73,0,56,0,56,0,56
BK79,Ocean Hill,104,116,7,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,7,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,7,38,0,38,0,38,97,114,87,114,0,38,0,38,0,38,0,38,52,74,0,38,0,38,0,38,35,58,0,38,0,38,0,38,0,38,10,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,10,39,0,38,0,38
BK81,Brownsville,180,137,105,125,24,62,24,62,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,81,94,0,51,22,61,0,51,0,51,0,51,0,51,0,51,23,62,0,51,16,55,0,51,0,51,20,58,75,75,39,63,0,51,0,51,0,51,0,51,0,51,10,52,0,51,0,51,0,51,29,62,0,51,0,51,0,51,36,59,0,51,0,51,0,51,0,51,0,51,0,51,0,51,22,59,0,51,10,52,0,51,0,51,4,50
BK82,East New York,171,125,31,72,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,31,72,0,65,0,65,0,65,0,65,0,65,0,65,0,65,20,71,0,65,0,65,11,66,0,65,0,65,140,121,98,94,0,65,0,65,0,65,16,68,0,65,0,65,23,69,0,65,25,68,27,67,7,65,0,65,0,65,42,70,0,65,0,65,0,65,9,65,0,65,0,65,0,65,0,65,0,65,18,69,4,64,11,66,0,65
BK83,Cypress Hills-City Line,90,90,69,90,21,56,16,57,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,5,49,0,49,0,49,0,49,48,73,0,49,0,49,0,49,0,49,0,49,0,49,0,49,16,57,0,49,32,67,0,49,0,49,0,49,21,49,11,48,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,7,49,4,48,0,49,10,50,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,10,50,0,49,0,49
BK85,East New York (Pennsylvania Ave),66,90,9,39,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,9,39,0,36,0,36,0,36,0,36,0,36,0,36,0,36,9,39,0,36,0,36,0,36,0,36,0,36,57,89,27,52,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,27,52,0,36,30,56,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,30,56,0,36,0,36
BK88,Borough Park,25,68,6,68,6,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,6,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,19,69,12,69,0,68,0,68,0,68,0,68,0,68,0,68,0,68,12,69,0,68,0,68,0,68,0,68,0,68,7,67,0,68,7,67,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68
BK90,East Williamsburg,191,182,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,191,182,73,94,0,40,0,40,0,40,23,53,0,40,0,40,8,40,0,40,0,40,38,60,4,40,0,40,0,40,118,114,0,40,0,40,0,40,0,40,0,40,0,40,57,71,0,40,23,53,0,40,38,72,0,40,0,40
BK91,East Flatbush-Farragut,29,59,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,29,59,29,59,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,11,56,18,58,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54
BK93,Starrett City,110,130,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,110,130,88,102,0,24,0,24,21,40,0,24,0,24,22,39,0,24,24,43,0,24,0,24,21,38,0,24,0,24,22,40,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,22,40,0,24,0,24,0,24,0,24
