area_id,area_name,b19037g001,b19037g001_moe,b19037g002,b19037g002_moe,b19037g003,b19037g003_moe,b19037g004,b19037g004_moe,b19037g005,b19037g005_moe,b19037g006,b19037g006_moe,b19037g007,b19037g007_moe,b19037g008,b19037g008_moe,b19037g009,b19037g009_moe,b19037g010,b19037g010_moe,b19037g011,b19037g011_moe,b19037g012,b19037g012_moe,b19037g013,b19037g013_moe,b19037g014,b19037g014_moe,b19037g015,b19037g015_moe,b19037g016,b19037g016_moe,b19037g017,b19037g017_moe,b19037g018,b19037g018_moe,b19037g019,b19037g019_moe,b19037g020,b19037g020_moe,b19037g021,b19037g021_moe,b19037g022,b19037g022_moe,b19037g023,b19037g023_moe,b19037g024,b19037g024_moe,b19037g025,b19037g025_moe,b19037g026,b19037g026_moe,b19037g027,b19037g027_moe,b19037g028,b19037g028_moe,b19037g029,b19037g029_moe,b19037g030,b19037g030_moe,b19037g031,b19037g031_moe,b19037g032,b19037g032_moe,b19037g033,b19037g033_moe,b19037g034,b19037g034_moe,b19037g035,b19037g035_moe,b19037g036,b19037g036_moe,b19037g037,b19037g037_moe,b19037g038,b19037g038_moe,b19037g039,b19037g039_moe,b19037g040,b19037g040_moe,b19037g041,b19037g041_moe,b19037g042,b19037g042_moe,b19037g043,b19037g043_moe,b19037g044,b19037g044_moe,b19037g045,b19037g045_moe,b19037g046,b19037g046_moe,b19037g047,b19037g047_moe,b19037g048,b19037g048_moe,b19037g049,b19037g049_moe,b19037g050,b19037g050_moe,b19037g051,b19037g051_moe,b19037g052,b19037g052_moe,b19037g053,b19037g053_moe,b19037g054,b19037g054_moe,b19037g055,b19037g055_moe,b19037g056,b19037g056_moe,b19037g057,b19037g057_moe,b19037g058,b19037g058_moe,b19037g059,b19037g059_moe,b19037g060,b19037g060_moe,b19037g061,b19037g061_moe,b19037g062,b19037g062_moe,b19037g063,b19037g063_moe,b19037g064,b19037g064_moe,b19037g065,b19037g065_moe,b19037g066,b19037g066_moe,b19037g067,b19037g067_moe,b19037g068,b19037g068_moe,b19037g069,b19037g069_moe
BK30,Dyker Heights,71,60,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,40,52,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,4,51,26,52,0,51,0,51,4,50,6,51,0,51,5,50,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,5,50,0,51,0,51,26,59,0,51,0,51,0,51,0,51,22,60,0,51,0,51,0,51,0,51,0,51,0,51,4,50,0,51,0,51,0,51,0,51
BK31,Bay Ridge,451,131,29,67,9,65,0,66,0,66,0,66,0,66,0,66,0,66,12,66,0,66,0,66,8,65,0,66,0,66,0,66,0,66,0,66,255,107,0,66,2,65,13,68,0,66,10,67,14,68,0,66,33,73,23,74,32,69,9,66,89,81,17,65,7,66,6,66,0,66,163,91,30,73,12,67,27,74,13,65,0,66,10,67,25,76,8,66,9,66,0,66,4,65,0,66,8,64,11,66,6,66,0,66,4,65,0,66,0,66,0,66,0,66,0,66,4,65,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66
BK32,Sunset Park West,369,128,30,51,0,49,0,49,0,49,0,49,0,49,10,49,0,49,10,51,0,49,0,49,0,49,10,51,0,49,0,49,0,49,0,49,137,97,0,49,0,49,0,49,8,49,8,50,8,50,0,49,0,49,11,51,23,54,28,66,0,49,9,51,42,74,0,49,0,49,139,82,16,50,0,49,0,49,0,49,25,55,0,49,0,49,0,49,10,51,0,49,51,70,0,49,0,49,23,56,0,49,14,50,63,57,26,52,0,49,10,51,12,52,0,49,0,49,7,50,8,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49
BK33,Carroll Gardens-Columbia Street-Red Hook,416,146,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,350,142,0,45,20,49,0,45,18,52,44,82,15,49,0,45,35,47,0,45,0,45,4,44,24,50,63,62,47,59,67,77,13,45,44,49,0,45,0,45,0,45,0,45,0,45,0,45,15,49,0,45,10,46,0,45,0,45,11,43,0,45,8,45,0,45,0,45,22,48,0,45,0,45,0,45,0,45,0,45,11,46,0,45,0,45,0,45,0,45,0,45,0,45,0,45,11,47,0,45,0,45
BK34,Sunset Park East,304,105,35,63,4,58,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,21,64,0,59,0,59,0,59,10,58,0,59,118,77,17,62,25,62,0,59,9,59,11,60,8,58,0,59,0,59,0,59,15,59,24,66,9,58,0,59,0,59,0,59,0,59,135,82,8,59,5,58,43,67,7,59,22,66,0,59,0,59,0,59,8,59,8,58,34,63,0,59,0,59,0,59,0,59,0,59,16,57,7,57,0,59,0,59,0,59,9,58,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59
BK35,Stuyvesant Heights,406,133,35,63,0,51,0,51,0,51,0,51,0,51,0,51,20,59,0,51,15,55,0,51,0,51,0,51,0,51,0,51,0,51,0,51,153,97,0,51,0,51,17,57,0,51,0,51,0,51,0,51,14,56,32,61,25,64,0,51,38,67,14,55,0,51,13,55,0,51,177,88,13,53,10,52,29,57,0,51,9,52,0,51,0,51,11,52,0,51,55,69,21,55,16,58,13,54,0,51,0,51,0,51,41,58,15,53,1,51,12,53,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,13,54,0,51,0,51,0,51
BK37,Park Slope-Gowanus,763,179,38,71,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,25,68,0,58,0,58,0,58,13,60,0,58,435,144,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,60,83,92,79,84,74,60,70,90,88,49,68,189,100,13,60,54,86,0,58,0,58,0,58,8,58,9,58,18,58,8,58,19,59,0,58,30,62,12,60,0,58,0,58,18,63,101,73,0,58,19,59,0,58,20,62,0,58,19,59,0,58,0,58,0,58,10,59,0,58,14,60,0,58,19,63,0,58,0,58
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,508,147,62,68,0,42,0,42,35,64,0,42,0,42,0,42,0,42,0,42,0,42,12,44,6,41,0,42,0,42,0,42,9,42,0,42,213,105,0,42,37,57,0,42,0,42,0,42,14,41,0,42,27,56,0,42,13,45,55,71,7,42,0,42,33,54,8,42,19,44,156,73,38,48,0,42,33,52,0,42,0,42,0,42,0,42,7,41,27,53,11,43,4,40,10,43,20,49,0,42,6,42,0,42,77,60,0,42,8,42,22,47,0,42,0,42,8,42,0,42,17,51,10,43,0,42,12,44,0,42,0,42,0,42,0,42,0,42
BK40,Windsor Terrace,102,81,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,65,75,0,32,18,41,0,32,0,32,0,32,0,32,44,71,0,32,0,32,0,32,0,32,0,32,0,32,3,31,0,32,0,32,11,33,0,32,0,32,0,32,0,32,0,32,0,32,11,33,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,26,39,0,32,11,34,0,32,0,32,0,32,0,32,0,32,0,32,15,37,0,32,0,32,0,32,0,32,0,32,0,32,0,32
BK41,Kensington-Ocean Parkway,250,114,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,145,101,0,40,0,40,0,40,24,48,0,40,0,40,18,42,0,40,0,40,63,84,5,39,21,52,14,45,0,40,0,40,0,40,87,58,0,40,0,40,0,40,19,40,0,40,0,40,0,40,15,43,0,40,0,40,14,42,14,43,0,40,0,40,12,42,13,43,18,41,0,40,9,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,9,40,0,40,0,40,0,40
BK42,Flatbush,653,173,8,68,0,68,0,68,8,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,298,131,53,87,0,68,0,68,25,74,0,68,0,68,21,70,16,71,33,77,7,68,44,74,65,94,0,68,0,68,15,71,19,73,243,108,62,76,0,68,13,67,0,68,0,68,0,68,0,68,0,68,0,68,38,79,59,82,27,73,9,68,15,70,0,68,20,73,104,82,44,72,12,68,8,68,11,69,0,68,0,68,0,68,0,68,0,68,13,70,0,68,16,72,0,68,0,68,0,68,0,68
BK43,Midwood,256,100,47,64,0,51,0,51,0,51,0,51,0,51,21,61,0,51,0,51,13,53,0,51,0,51,13,53,0,51,0,51,0,51,0,51,75,67,0,51,0,51,10,54,30,58,6,51,0,51,0,51,0,51,0,51,14,53,15,55,0,51,0,51,0,51,0,51,0,51,91,70,0,51,0,51,0,51,0,51,19,58,28,57,11,52,15,55,5,50,5,50,8,49,0,51,0,51,0,51,0,51,0,51,43,58,6,50,0,51,15,55,0,51,0,51,0,51,0,51,0,51,0,51,0,51,12,53,10,52,0,51,0,51,0,51,0,51
BK44,Madison,105,65,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,56,57,15,50,0,46,15,47,0,46,0,46,16,51,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,10,47,0,46,39,52,0,46,0,46,0,46,12,49,0,46,0,46,0,46,0,46,0,46,0,46,0,46,12,48,10,47,5,46,0,46,0,46,10,47,0,46,0,46,0,46,0,46,0,46,0,46,10,47,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,109,71,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,47,60,0,55,9,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,16,55,0,55,9,56,0,55,13,57,48,61,0,55,0,55,0,55,0,55,0,55,0,55,0,55,8,55,0,55,0,55,0,55,6,55,20,59,4,54,10,56,0,55,14,58,0,55,14,58,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55
BK46,Ocean Parkway South,57,48,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,22,39,4,35,0,36,0,36,4,35,0,36,0,36,0,36,0,36,0,36,0,36,14,39,0,36,0,36,0,36,0,36,0,36,25,41,0,36,0,36,0,36,0,36,0,36,0,36,0,36,15,40,0,36,0,36,0,36,0,36,10,37,0,36,0,36,0,36,10,38,10,38,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
BK50,Canarsie,206,99,11,70,10,70,0,70,0,70,0,70,0,70,1,69,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,109,91,0,70,25,80,0,70,0,70,0,70,33,79,8,70,0,70,11,71,11,71,0,70,0,70,0,70,17,71,0,70,4,69,62,73,17,71,0,70,0,70,20,73,4,69,0,70,0,70,0,70,0,70,0,70,16,70,5,69,0,70,0,70,0,70,0,70,24,71,12,72,0,70,0,70,0,70,0,70,0,70,0,70,0,70,7,70,5,69,0,70,0,70,0,70,0,70,0,70,0,70
BK58,Flatlands,304,108,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,47,71,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,20,69,6,62,12,64,9,63,0,62,0,62,0,62,0,62,202,90,9,63,0,62,5,62,15,62,9,63,0,62,23,66,13,64,22,70,9,63,46,69,26,63,10,63,0,62,15,62,0,62,55,78,9,61,0,62,4,65,0,62,0,62,0,62,0,62,0,62,0,62,0,62,10,63,0,62,32,77,0,62,0,62,0,62
BK60,Prospect Lefferts Gardens-Wingate,429,163,22,65,0,58,0,58,0,58,0,58,0,58,0,58,22,65,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,228,121,14,59,14,60,6,57,10,58,0,58,0,58,38,79,0,58,0,58,31,66,94,93,14,60,0,58,0,58,7,57,0,58,132,95,16,60,0,58,0,58,19,61,0,58,19,63,0,58,2,57,16,60,6,57,34,78,20,64,0,58,0,58,0,58,0,58,47,80,0,58,0,58,8,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,39,80,0,58,0,58,0,58
BK61,Crown Heights North,855,212,35,75,0,67,18,71,0,67,0,67,0,67,0,67,0,67,0,67,0,67,0,67,0,67,0,67,17,71,0,67,0,67,0,67,460,172,107,115,0,67,15,67,49,85,0,67,16,68,0,67,77,99,32,74,31,73,33,75,35,75,29,72,20,69,0,67,16,69,275,127,45,76,17,68,7,67,8,67,54,102,11,68,13,68,0,67,29,73,35,76,6,67,16,68,34,74,0,67,0,67,0,67,85,76,13,66,11,68,14,68,9,67,14,68,0,67,12,68,12,68,0,67,0,67,0,67,0,67,0,67,0,67,0,67,0,67
BK63,Crown Heights South,132,67,8,40,0,40,0,40,0,40,0,40,8,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,13,43,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,13,43,0,40,0,40,103,63,25,44,0,40,32,48,0,40,0,40,0,40,0,40,8,40,0,40,10,41,28,51,0,40,0,40,0,40,0,40,0,40,8,40,0,40,0,40,0,40,0,40,0,40,0,40,8,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BK64,Prospect Heights,203,82,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,121,64,0,32,0,32,0,32,11,35,9,33,13,35,0,32,0,32,0,32,16,37,33,47,11,33,16,34,12,35,0,32,0,32,42,39,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,26,38,9,33,0,32,7,31,40,48,9,33,22,45,0,32,0,32,0,32,9,33,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32
BK68,Fort Greene,530,163,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,294,133,43,63,0,38,0,38,0,38,10,40,0,38,0,38,0,38,25,46,0,38,17,39,74,89,106,75,15,42,0,38,4,37,189,95,33,46,26,51,0,38,0,38,0,38,37,69,0,38,20,38,0,38,22,45,10,39,0,38,26,55,0,38,0,38,15,34,47,47,9,38,5,37,0,38,6,37,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,11,40,16,45
BK69,Clinton Hill,669,186,34,49,0,40,0,40,0,40,14,44,0,40,0,40,0,40,0,40,0,40,0,40,8,40,12,42,0,40,0,40,0,40,0,40,362,150,67,78,0,40,10,41,5,41,0,40,0,40,0,40,0,40,16,45,30,43,32,53,66,61,26,47,0,40,98,102,12,43,199,94,9,41,13,43,19,48,16,44,0,40,11,42,12,43,0,40,0,40,7,40,9,41,31,56,8,40,39,61,0,40,25,52,74,69,9,40,0,40,13,41,40,65,12,42,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BK72,Williamsburg,129,84,5,35,0,36,5,35,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,60,67,39,57,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,21,47,0,36,0,36,0,36,0,36,0,36,19,37,0,36,0,36,0,36,0,36,11,37,0,36,0,36,0,36,0,36,0,36,0,36,8,36,0,36,0,36,0,36,0,36,45,59,41,60,4,34,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
BK73,North Side-South Side,497,154,36,62,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,25,61,11,49,0,48,0,48,0,48,0,48,322,129,31,55,10,49,53,76,43,70,0,48,0,48,0,48,0,48,6,47,0,48,15,49,23,51,58,67,20,50,32,51,31,55,99,77,0,48,13,51,32,69,0,48,19,54,11,51,0,48,11,48,0,48,0,48,0,48,0,48,0,48,7,46,6,47,0,48,40,51,18,48,0,48,0,48,0,48,10,49,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,12,50,0,48,0,48
BK75,Bedford,408,121,12,58,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,12,58,0,56,0,56,0,56,0,56,0,56,0,56,0,56,236,95,36,63,20,57,0,56,49,69,0,56,0,56,19,57,13,56,11,57,25,61,15,57,0,56,37,64,11,57,0,56,0,56,127,82,20,58,0,56,3,55,0,56,17,57,0,56,0,56,10,55,41,70,11,58,0,56,25,61,0,56,0,56,0,56,0,56,33,56,5,55,5,54,0,56,0,56,0,56,10,57,7,55,0,56,0,56,6,55,0,56,0,56,0,56,0,56,0,56,0,56
BK76,Greenpoint,238,112,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,198,108,0,42,0,42,0,42,0,42,11,43,0,42,0,42,0,42,0,42,33,47,0,42,87,76,0,42,43,73,0,42,24,51,27,42,10,43,0,42,0,42,0,42,0,42,0,42,0,42,3,40,4,40,0,42,0,42,10,43,0,42,0,42,0,42,0,42,13,45,13,45,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
BK77,Bushwick North,468,131,74,68,22,62,0,54,0,54,0,54,0,54,0,54,0,54,0,54,10,53,18,58,24,56,0,54,0,54,0,54,0,54,0,54,102,71,11,56,9,54,12,55,11,54,0,54,0,54,0,54,0,54,31,61,0,54,12,54,14,55,2,51,0,54,0,54,0,54,234,96,21,54,38,69,6,54,0,54,34,57,26,59,9,53,0,54,0,54,23,53,18,58,37,59,13,55,0,54,0,54,9,53,58,60,7,54,9,55,22,57,0,54,7,52,0,54,0,54,0,54,0,54,13,55,0,54,0,54,0,54,0,54,0,54,0,54
BK78,Bushwick South,574,162,44,69,0,56,0,56,0,56,0,56,25,67,0,56,0,56,0,56,0,56,0,56,0,56,6,56,0,56,13,59,0,56,0,56,228,98,44,74,24,59,9,57,0,56,62,75,0,56,0,56,14,59,13,59,11,56,20,58,31,57,0,56,0,56,0,56,0,56,218,118,74,77,0,56,0,56,5,57,0,56,0,56,46,77,9,57,31,64,0,56,0,56,35,65,10,57,8,59,0,56,0,56,84,67,42,65,8,57,7,55,0,56,15,58,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,12,58
BK79,Ocean Hill,215,126,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,34,44,19,40,0,38,0,38,0,38,0,38,0,38,0,38,15,42,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,145,115,100,110,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,45,51,36,43,9,39,6,37,0,38,0,38,6,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,15,42,0,38,0,38,0,38
BK81,Brownsville,319,114,24,62,0,51,24,62,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,52,68,16,54,36,65,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,106,70,46,58,0,51,10,51,6,51,0,51,0,51,17,55,0,51,0,51,8,51,0,51,0,51,0,51,0,51,19,57,0,51,137,76,48,64,12,52,20,53,0,51,20,53,0,51,0,51,0,51,5,50,0,51,0,51,14,53,0,51,9,51,0,51,9,52
