area_id,area_name,b19001g001,b19001g001_moe,b19001g002,b19001g002_moe,b19001g003,b19001g003_moe,b19001g004,b19001g004_moe,b19001g005,b19001g005_moe,b19001g006,b19001g006_moe,b19001g007,b19001g007_moe,b19001g008,b19001g008_moe,b19001g009,b19001g009_moe,b19001g010,b19001g010_moe,b19001g011,b19001g011_moe,b19001g012,b19001g012_moe,b19001g013,b19001g013_moe,b19001g014,b19001g014_moe,b19001g015,b19001g015_moe,b19001g016,b19001g016_moe,b19001g017,b19001g017_moe
BK77,Bushwick North,468,131,61,65,56,71,40,60,11,54,41,56,26,59,9,53,0,54,41,60,54,59,54,61,51,60,15,52,0,54,0,54,9,53
BK78,Bushwick South,574,162,160,99,32,59,16,56,5,57,102,85,0,56,46,77,23,60,44,67,11,56,20,58,72,66,10,57,21,61,0,56,12,58
BK79,Ocean Hill,215,126,128,115,6,37,0,38,0,38,6,38,0,38,0,38,15,42,0,38,0,38,0,38,0,38,15,42,0,38,0,38,45,51
BK81,Brownsville,319,114,110,73,72,79,30,53,6,51,20,53,0,51,17,55,0,51,5,50,8,51,0,51,14,53,0,51,9,51,19,57,9,52
BK82,East New York,348,111,8,65,28,65,59,76,19,65,61,76,13,66,60,71,12,64,0,65,19,66,0,65,61,76,8,64,0,65,0,65,0,65
BK83,Cypress Hills-City Line,177,70,5,49,9,50,16,50,25,50,17,51,0,49,8,50,0,49,0,49,8,48,39,54,17,51,5,49,11,48,17,55,0,49
BK85,East New York (Pennsylvania Ave),68,48,0,36,28,41,9,37,0,36,0,36,11,34,11,38,0,36,0,36,0,36,0,36,0,36,9,38,0,36,0,36,0,36
BK88,Borough Park,127,89,10,69,0,68,0,68,0,68,0,68,0,68,0,68,15,71,0,68,13,70,20,70,22,75,0,68,39,76,8,69,0,68
BK90,East Williamsburg,240,90,30,46,24,46,0,40,9,41,10,41,8,42,0,40,0,40,22,44,31,47,35,47,44,53,17,47,0,40,0,40,10,41
BK91,East Flatbush-Farragut,372,113,36,59,17,55,0,54,14,56,0,54,15,54,21,56,0,54,14,56,25,55,94,88,13,53,25,57,14,54,84,70,0,54
BK93,Starrett City,109,76,71,69,10,25,0,24,0,24,0,24,0,24,0,24,14,29,0,24,0,24,0,24,0,24,0,24,14,29,0,24,0,24
BK95,Erasmus,191,86,52,50,9,37,30,57,10,38,12,39,6,35,0,36,0,36,14,40,0,36,16,38,0,36,16,43,13,40,0,36,13,38
BK96,Rugby-Remsen Village,225,104,78,69,0,54,49,61,0,54,0,54,17,58,0,54,0,54,7,55,0,54,43,74,14,56,17,54,0,54,0,54,0,54
BK99,park-cemetery-etc-Brooklyn,27,51,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,27,51,0,40,0,40,0,40,0,40,0,40
BX01,Claremont-Bathgate,288,110,73,54,34,44,40,56,5,39,68,64,0,40,24,52,11,42,10,39,0,40,15,45,8,38,0,40,0,40,0,40,0,40
BX03,Eastchester-Edenwald-Baychester,231,120,0,40,29,47,29,46,0,40,0,40,0,40,16,43,0,40,0,40,52,65,0,40,71,89,5,39,6,39,23,44,0,40
BX05,Bedford Park-Fordham North,413,131,117,80,61,67,8,50,21,58,14,52,23,47,59,59,19,49,8,49,33,63,6,48,0,50,12,51,0,50,18,55,14,52
BX06,Belmont,291,137,70,76,83,105,0,34,13,34,45,79,12,34,0,34,0,34,25,50,14,36,15,38,0,34,14,37,0,34,0,34,0,34
BX07,Bronxdale,501,157,78,67,127,95,34,53,24,44,92,88,16,42,0,38,19,41,0,38,24,44,25,54,54,52,0,38,0,38,0,38,8,38
BX08,West Farms-Bronx River,816,218,117,92,68,67,96,77,51,72,149,128,48,55,0,40,26,55,0,40,46,52,69,59,30,49,38,52,25,44,30,51,23,51
BX09,Soundview-Castle Hill-Clason Point-Harding Park,339,111,36,52,19,48,49,62,13,52,35,52,21,50,7,48,18,54,0,50,13,51,14,51,48,62,28,56,14,52,24,53,0,50
BX10,Pelham Bay-Country Club-City Island,130,103,0,34,0,34,26,50,0,34,1,43,0,34,0,34,0,34,16,39,14,36,0,34,9,35,64,81,0,34,0,34,0,34
BX13,Co-op City,381,181,28,50,0,33,39,48,36,63,31,43,0,33,0,33,0,33,57,48,58,57,0,33,21,31,23,47,0,33,88,119,0,33
BX14,East Concourse-Concourse Village,494,151,157,82,18,52,62,77,0,51,28,66,52,66,23,55,45,68,7,51,0,51,35,60,53,61,0,51,0,51,14,54,0,51
BX17,East Tremont,434,127,90,62,70,56,25,49,26,50,28,52,8,43,38,65,0,45,26,58,0,45,16,48,53,64,27,52,0,45,27,54,0,45
BX22,North Riverdale-Fieldston-Riverdale,146,73,11,39,0,38,11,40,0,38,31,49,11,41,0,38,0,38,0,38,10,39,22,47,10,39,22,42,18,38,0,38,0,38
BX26,Highbridge,293,103,113,76,51,51,7,40,5,39,8,40,15,45,8,42,0,42,22,43,14,44,34,49,0,42,16,46,0,42,0,42,0,42
BX27,Hunts Point,288,101,20,36,21,36,64,55,24,45,38,53,19,37,9,39,20,40,19,39,31,43,9,39,0,38,6,35,0,38,0,38,8,39
BX28,Van Cortlandt Village,560,149,43,53,12,45,67,59,19,44,34,57,23,46,81,82,28,53,17,45,95,71,11,45,61,56,30,49,0,43,28,44,11,44
BX29,Spuyten Duyvil-Kingsbridge,318,121,9,39,55,70,0,38,0,38,22,42,0,38,10,40,0,38,0,38,51,51,13,41,43,44,84,82,20,41,4,37,7,38
BX30,Kingsbridge Heights,409,127,64,46,85,65,0,38,74,63,0,38,36,50,23,44,18,39,0,38,18,41,25,44,28,45,38,55,0,38,0,38,0,38
BX31,Allerton-Pelham Gardens,197,84,17,40,20,49,0,42,0,42,12,42,5,41,41,47,33,56,0,42,5,41,15,46,31,48,5,41,4,42,9,43,0,42
BX33,Longwood,215,80,67,50,6,33,36,43,13,38,13,37,24,36,14,39,11,37,0,36,8,34,12,37,0,36,11,37,0,36,0,36,0,36
BX34,Melrose South-Mott Haven North,274,105,28,43,44,61,43,58,19,45,42,49,27,42,18,48,0,42,12,43,19,47,0,42,22,52,0,42,0,42,0,42,0,42
BX35,Morrisania-Melrose,544,144,197,81,56,64,9,38,58,58,28,48,10,41,6,37,19,37,25,44,24,38,34,53,66,57,0,40,0,40,12,39,0,40
BX36,University Heights-Morris Heights,601,170,116,72,58,67,46,65,48,56,43,53,14,50,74,91,8,51,87,77,64,77,4,50,30,58,0,51,0,51,9,51,0,51
BX37,Van Nest-Morris Park-Westchester Square,327,113,13,45,14,43,40,49,8,42,26,51,0,42,24,56,16,43,11,40,16,45,43,48,37,53,79,66,0,42,0,42,0,42
BX39,Mott Haven-Port Morris,379,120,42,57,72,59,113,73,30,51,8,49,8,48,44,65,6,50,9,50,10,50,19,51,5,49,13,50,0,50,0,50,0,50
BX40,Fordham South,173,95,21,42,0,32,55,59,51,59,11,34,0,32,0,32,25,47,0,32,0,32,0,32,10,33,0,32,0,32,0,32,0,32
BX41,Mount Hope,502,139,127,91,73,63,42,52,12,47,19,50,25,56,27,50,59,67,9,52,56,73,21,51,13,50,5,50,14,52,0,51,0,51
BX43,Norwood,622,170,141,86,57,55,60,53,0,41,18,48,43,55,42,67,30,51,38,59,86,75,13,43,54,60,27,46,13,43,0,41,0,41
BX44,Williamsbridge-Olinville,302,111,57,61,8,54,10,54,12,56,45,69,5,53,21,56,10,55,0,54,32,68,57,66,16,56,9,54,8,54,12,56,0,54
BX46,Parkchester,666,198,34,45,30,42,27,47,89,84,19,39,33,46,32,48,0,36,23,50,61,65,89,71,100,64,73,62,0,36,56,81,0,36
BX49,Pelham Parkway,202,96,5,37,14,41,42,53,11,40,0,38,0,38,0,38,21,55,42,61,16,44,0,38,28,38,10,39,0,38,13,42,0,38
BX52,Schuylerville-Throgs Neck-Edgewater Park,448,146,146,89,0,52,54,73,6,51,0,52,20,60,0,52,0,52,25,65,81,66,22,55,13,52,67,76,14,55,0,52,0,52
BX55,Soundview-Bruckner,835,194,247,114,116,91,63,59,46,51,74,67,5,39,32,49,47,59,24,52,55,61,57,55,8,40,49,59,0,40,12,42,0,40
BX59,Westchester-Unionport,470,146,10,37,55,59,55,69,61,66,44,58,8,38,8,36,11,38,23,41,44,62,60,60,61,60,16,36,0,36,6,36,8,37
BX62,Woodlawn-Wakefield,170,76,0,48,9,50,0,48,0,48,0,48,14,47,0,48,0,48,14,51,29,53,26,48,35,61,23,52,0,48,8,49,12,47
BX63,West Concourse,376,129,38,45,77,62,28,48,26,50,35,52,18,44,0,42,22,42,0,42,49,77,55,58,24,45,4,40,0,42,0,42,0,42
BX75,Crotona Park East,124,58,50,44,6,29,16,36,0,29,11,31,22,35,0,29,0,29,0,29,9,30,10,31,0,29,0,29,0,29,0,29,0,29
BX98,Rikers Island,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
BX99,park-cemetery-etc-Bronx,27,41,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,15,37,12,34,0,32,0,32,0,32,0,32
MN01,Marble Hill-Inwood,923,219,117,79,95,80,101,64,0,41,28,42,6,39,35,48,21,43,114,104,49,64,134,107,104,96,66,71,21,43,21,44,11,41
MN03,Central Harlem North-Polo Grounds,1632,282,291,139,191,110,85,79,39,61,85,79,99,87,39,65,90,90,50,80,73,79,187,108,152,100,92,98,18,61,101,98,40,74
MN04,Hamilton Heights,2660,418,624,205,264,134,194,123,246,123,159,108,184,122,98,98,130,91,47,71,161,106,34,55,242,122,122,125,57,68,46,66,52,74
MN06,Manhattanville,923,208,126,77,108,96,99,68,147,101,0,34,44,48,122,90,15,37,0,34,52,68,73,56,45,60,0,34,57,54,35,62,0,34
MN09,Morningside Heights,645,168,69,62,38,50,25,49,64,61,22,46,0,45,0,45,7,45,35,70,66,70,76,69,116,80,36,51,0,45,49,63,42,49
MN11,Central Harlem South,514,129,99,64,49,56,28,50,22,47,17,51,29,48,0,45,17,49,18,45,13,43,75,62,21,48,38,53,13,48,46,53,29,50
MN12,Upper West Side,1724,333,239,123,139,118,22,69,54,82,73,84,75,88,42,79,0,68,94,108,112,101,110,99,142,125,200,108,43,81,244,154,135,104
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,1158,293,90,80,36,61,105,97,0,54,190,144,35,75,0,54,38,69,58,83,7,53,36,67,87,73,147,137,40,71,43,82,246,143
MN14,Lincoln Square,508,194,107,108,13,50,57,78,0,48,0,48,0,48,11,48,0,48,15,51,20,55,44,85,34,53,0,48,21,58,129,116,57,70
MN15,Clinton,899,243,65,70,92,78,45,65,40,63,57,87,20,51,58,63,0,43,12,44,64,83,86,79,175,116,46,50,26,46,101,121,12,44
MN17,Midtown-Midtown South,409,131,103,90,0,51,7,51,15,54,12,50,16,54,8,51,0,51,16,55,0,51,11,52,25,57,46,63,0,51,19,53,131,88
MN19,Turtle Bay-East Midtown,385,132,22,58,0,48,43,64,9,47,0,48,23,58,0,48,26,54,0,48,14,50,28,68,12,49,23,57,54,60,36,60,95,81
MN20,Murray Hill-Kips Bay,474,185,25,50,16,46,25,46,69,95,0,42,0,42,15,45,0,42,25,47,32,52,51,65,46,60,17,48,29,43,104,88,20,51
MN21,Gramercy,194,100,10,34,14,37,0,34,0,34,0,34,0,34,0,34,11,35,42,73,7,31,30,47,13,36,0,34,13,37,41,47,13,36
MN22,East Village,487,164,67,61,18,46,56,56,16,44,12,41,0,40,0,40,13,42,30,59,37,52,22,50,42,73,89,84,26,55,16,44,43,49
MN23,West Village,880,277,15,55,35,59,4,55,12,58,0,56,17,62,0,56,15,60,14,58,79,82,79,84,126,133,17,62,21,57,63,86,383,202
MN24,SoHo-TriBeCa-Civic Center-Little Italy,353,140,47,66,15,47,0,42,0,42,32,51,0,42,12,44,18,49,12,46,0,42,10,41,28,51,69,78,0,42,13,45,97,85
MN25,Battery Park City-Lower Manhattan,352,152,15,42,28,47,0,42,0,42,0,42,0,42,0,42,7,43,0,42,16,45,55,74,22,45,20,48,64,75,71,86,54,74
MN27,Chinatown,386,144,39,46,62,63,7,42,0,44,29,54,19,51,29,44,36,57,0,44,29,62,0,44,29,49,40,51,0,44,0,44,67,85
MN28,Lower East Side,1256,243,151,89,144,111,109,73,140,94,43,64,46,67,87,94,85,89,9,56,76,71,81,81,132,89,50,62,0,56,29,63,74,68
MN31,Lenox Hill-Roosevelt Island,617,215,47,60,21,61,0,53,0,53,0,53,14,54,18,58,21,60,62,104,86,89,35,64,122,152,94,79,12,54,70,77,15,56
MN32,Yorkville,497,186,35,76,0,50,0,50,0,50,7,49,12,50,12,51,33,63,83,87,0,50,27,52,149,107,59,90,73,74,0,50,7,49
MN33,East Harlem South,785,216,128,96,125,89,33,58,67,89,12,50,103,83,20,51,41,67,41,61,53,61,15,53,38,71,0,50,23,59,34,59,52,71
MN34,East Harlem North,679,194,92,62,53,56,45,51,58,55,28,58,87,110,43,69,0,50,11,52,35,55,63,68,82,92,12,52,22,51,15,49,33,68
MN35,Washington Heights North,783,191,49,71,47,64,45,70,35,55,37,55,35,54,51,67,27,53,64,70,64,84,15,54,175,100,24,54,33,54,14,54,68,64
MN36,Washington Heights South,1707,292,393,139,114,94,132,86,66,70,65,72,115,91,48,66,96,94,59,64,106,87,124,94,181,99,95,76,27,58,13,59,73,83
MN40,Upper East Side-Carnegie Hill,208,98,16,56,0,52,0,52,0,52,0,52,0,52,0,52,12,53,17,57,30,58,67,73,0,52,13,55,6,52,0,52,47,60
MN50,Stuyvesant Town-Cooper Village,109,75,0,22,0,22,12,22,0,22,0,22,0,22,0,22,28,33,0,22,10,21,16,30,35,57,0,22,8,18,0,22,0,22
MN99,park-cemetery-etc-Manhattan,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32
QN01,South Jamaica,364,106,20,49,40,53,26,47,0,46,90,68,28,54,0,46,20,53,0,46,12,46,70,57,19,48,15,50,8,47,12,43,4,45
QN02,Springfield Gardens North,59,52,0,31,12,31,0,31,0,31,0,31,0,31,26,48,0,31,0,31,14,33,0,31,0,31,7,29,0,31,0,31,0,31
QN03,Springfield Gardens South-Brookville,140,84,0,29,30,52,0,29,0,29,0,29,5,29,0,29,0,29,7,29,0,29,36,51,17,38,13,29,12,34,0,29,20,43
QN05,Rosedale,202,98,0,35,22,46,0,35,42,58,0,35,0,35,0,35,11,37,0,35,8,34,14,37,13,38,31,50,11,36,30,46,20,43
QN06,Jamaica Estates-Holliswood,408,130,32,44,0,36,40,51,44,52,0,36,0,36,22,42,43,58,18,39,0,36,18,42,58,55,41,57,43,57,41,57,8,38
QN07,Hollis,301,104,20,39,23,49,24,42,0,36,19,44,8,36,0,36,0,36,0,36,31,41,47,51,85,72,12,38,12,39,9,37,11,34
QN08,St. Albans,339,104,8,59,15,59,27,60,53,63,16,62,0,59,0,59,26,60,0,59,15,59,23,59,65,69,31,64,20,66,28,63,12,60
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,69,56,0,36,0,36,8,36,13,39,0,36,0,36,17,37,0,36,0,36,0,36,0,36,26,53,5,35,0,36,0,36,0,36
QN12,Hammels-Arverne-Edgemere,220,97,19,48,0,38,0,38,16,39,33,46,0,38,0,38,0,38,0,38,71,69,23,46,23,40,9,39,0,38,16,37,10,39
QN15,Far Rockaway-Bayswater,496,149,119,95,15,48,12,46,59,62,45,56,0,46,29,50,0,46,0,46,0,46,80,86,16,48,65,74,0,46,28,52,28,51
QN17,Forest Hills,851,209,53,72,0,64,70,79,37,70,62,81,11,64,30,71,36,72,70,91,116,93,72,93,138,104,51,73,79,85,26,68,0,64
QN18,Rego Park,293,103,0,34,0,34,25,38,20,37,30,45,0,34,0,34,21,39,0,34,0,34,61,58,58,61,31,48,7,33,0,34,40,56
QN19,Glendale,138,70,26,46,0,43,8,43,0,43,7,44,16,50,0,43,7,43,8,44,0,43,10,45,23,47,16,45,0,43,17,50,0,43
QN20,Ridgewood,440,132,26,61,32,64,23,59,14,59,11,55,14,57,12,58,11,58,36,66,13,57,94,84,83,72,34,67,0,56,9,57,28,62
QN21,Middle Village,74,71,0,51,0,51,0,51,0,51,0,51,7,52,6,51,0,51,4,50,0,51,0,51,8,51,27,53,22,68,0,51,0,51
QN22,Flushing,645,187,52,67,50,62,31,58,24,56,0,54,46,76,38,74,19,53,40,68,63,85,45,70,100,79,43,69,34,64,60,85,0,54
QN23,College Point,86,51,0,34,0,34,7,31,18,41,0,34,10,34,18,36,19,38,0,34,0,34,14,33,0,34,0,34,0,34,0,34,0,34
QN25,Corona,380,160,17,49,0,44,26,58,26,58,22,54,25,50,0,44,44,56,26,59,39,53,31,54,59,76,55,81,10,44,0,44,0,44
QN26,North Corona,262,113,22,48,10,46,0,45,0,45,18,50,15,42,0,45,0,45,32,67,38,50,24,57,56,68,36,48,0,45,11,45,0,45
QN27,East Elmhurst,184,85,16,34,0,34,0,34,0,34,4,33,0,34,0,34,0,34,0,34,34,54,32,39,42,35,5,33,5,33,46,55,0,34
QN28,Jackson Heights,1059,231,38,70,62,93,36,77,112,111,40,70,128,98,91,83,15,69,56,77,104,91,40,69,149,95,52,78,19,67,43,74,74,90
QN29,Elmhurst,467,146,36,65,54,71,26,64,9,60,23,62,0,60,8,60,11,60,34,71,73,75,93,94,32,63,45,69,9,60,14,58,0,60
QN30,Maspeth,92,62,0,45,0,45,0,45,0,45,5,44,25,59,31,50,3,44,0,45,3,44,11,46,5,44,0,45,9,46,0,45,0,45
QN31,Hunters Point-Sunnyside-West Maspeth,638,154,26,61,62,72,33,62,54,75,24,59,0,56,21,58,24,59,5,56,67,74,98,85,56,69,95,70,46,67,3,56,24,60
QN33,Cambria Heights,48,45,4,42,0,43,0,43,0,43,0,43,0,43,0,43,6,43,5,43,0,43,11,46,5,42,0,43,17,45,0,43,0,43
QN34,Queens Village,914,184,42,66,14,58,30,59,18,64,30,63,26,57,76,78,46,73,47,72,70,65,93,68,142,85,118,89,41,60,95,78,26,70
QN35,Briarwood-Jamaica Hills,664,178,74,76,15,50,31,62,26,51,30,58,11,48,0,47,20,48,29,50,34,57,120,97,108,75,88,56,0,47,70,87,8,45
QN37,Kew Gardens Hills,398,132,0,40,29,60,15,45,26,57,0,40,37,59,0,40,18,41,12,41,21,43,31,50,78,58,86,76,31,44,14,42,0,40
QN38,Pomonok-Flushing Heights-Hillcrest,282,123,13,38,14,40,43,70,20,48,35,65,28,56,24,53,15,42,0,37,0,37,15,41,66,61,0,37,9,37,0,37,0,37
QN41,Fresh Meadows-Utopia,102,66,0,27,0,27,0,27,0,27,0,27,0,27,17,35,0,27,17,34,0,27,8,28,23,43,6,26,18,35,0,27,13,27
QN42,Oakland Gardens,217,124,0,34,0,34,36,65,0,34,0,34,14,39,9,33,8,35,0,34,0,34,0,34,42,74,70,78,29,41,0,34,9,33
QN43,Bellerose,150,77,0,34,0,34,7,34,0,34,0,34,0,34,5,33,13,37,29,54,13,36,5,33,15,36,23,39,0,34,28,43,12,37
QN44,Glen Oaks-Floral Park-New Hyde Park,285,109,49,52,0,32,0,32,0,32,10,31,0,32,52,76,0,32,0,32,0,32,48,55,20,32,16,31,43,60,22,36,25,38
QN45,Douglas Manor-Douglaston-Little Neck,61,45,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,8,34,23,38,0,34,15,39,15,37
QN46,Bayside-Bayside Hills,269,121,0,51,7,51,0,51,16,56,33,68,69,80,6,51,15,50,11,53,0,51,51,84,7,51,11,52,24,56,7,51,12,50
QN47,Ft. Totten-Bay Terrace-Clearview,90,86,0,34,0,34,0,34,0,34,0,34,0,34,21,44,0,34,0,34,0,34,0,34,0,34,0,34,15,37,12,36,42,75
QN48,Auburndale,94,55,0,32,0,32,16,33,0,32,12,36,0,32,0,32,0,32,0,32,0,32,20,40,17,34,15,37,0,32,9,33,5,32
QN49,Whitestone,186,102,11,39,0,38,0,38,15,41,13,40,2,39,35,65,0,38,0,38,0,38,21,49,45,63,26,56,0,38,0,38,18,40
QN50,Elmhurst-Maspeth,99,53,0,34,9,36,11,36,0,34,20,37,0,34,0,34,10,33,0,34,10,33,10,36,0,34,11,33,9,37,9,35,0,34
QN51,Murray Hill,307,136,35,56,0,50,25,52,5,49,0,50,0,50,40,68,0,50,0,50,21,58,13,51,56,78,57,83,32,66,23,51,0,50
QN52,East Flushing,177,94,15,44,0,42,0,42,0,42,15,47,18,43,4,40,0,42,22,48,35,65,21,50,13,44,26,57,8,43,0,42,0,42
QN53,Woodhaven,895,187,36,60,55,75,44,69,0,54,46,63,29,57,68,68,97,80,21,59,39,58,125,80,127,83,84,76,78,66,36,58,10,52
QN54,Richmond Hill,673,145,0,60,52,71,13,59,41,66,6,59,72,68,14,60,29,58,32,70,95,91,70,60,47,63,58,59,54,73,61,63,29,59
QN55,South Ozone Park,1258,223,17,60,40,66,25,62,74,78,79,83,82,84,38,68,73,74,88,74,129,85,252,146,128,77,80,71,25,65,76,72,52,72
QN56,Ozone Park,340,125,20,45,0,36,0,36,7,36,26,52,0,36,0,36,33,46,14,33,7,34,31,39,47,50,136,92,0,36,7,36,12,38
