area_id,area_name,b11001c001,b11001c001_moe,b11001c002,b11001c002_moe,b11001c003,b11001c003_moe,b11001c004,b11001c004_moe,b11001c005,b11001c005_moe,b11001c006,b11001c006_moe,b11001c007,b11001c007_moe,b11001c008,b11001c008_moe,b11001c009,b11001c009_moe
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,4,26,4,26,4,26,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,7,25,7,25,0,25,7,25,7,25,0,25,0,25,0,25,0,25
52,East Side,61,59,8,28,0,29,8,28,0,29,8,28,53,57,53,57,0,29
53,West Pullman,18,41,18,41,13,42,5,38,0,39,5,38,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,27,33,27,33,17,29,10,20,0,19,10,20,0,19,0,19,0,19
56,Garfield Ridge,4,41,0,42,0,42,0,42,0,42,0,42,4,41,0,42,4,41
57,Archer Heights,29,31,21,31,14,31,7,27,0,27,7,27,8,28,8,28,0,27
58,Brighton Park,44,49,32,46,13,46,19,43,15,43,4,43,12,46,12,46,0,43
59,McKinley Park,45,39,45,39,16,34,29,31,0,25,29,31,0,25,0,25,0,25
60,Bridgeport,89,76,71,72,0,37,71,72,22,45,49,67,18,43,18,43,0,37
61,New City,78,70,54,59,33,51,21,55,0,47,21,55,24,59,24,59,0,47
62,West Elsdon,10,30,10,30,10,30,0,27,0,27,0,27,0,27,0,27,0,27
63,Gage Park,31,49,31,49,17,46,14,44,14,44,0,41,0,41,0,41,0,41
64,Clearing,27,40,16,41,0,31,16,41,0,31,16,41,11,30,11,30,0,31
65,West Lawn,70,62,70,62,11,34,59,61,26,47,33,50,0,34,0,34,0,34
66,Chicago Lawn,22,48,13,48,13,48,0,49,0,49,0,49,9,49,0,49,9,49
67,West Englewood,21,51,9,49,0,48,9,49,0,48,9,49,12,50,12,50,0,48
68,Englewood,44,51,26,44,20,44,6,36,6,36,0,36,18,45,18,45,0,36
69,Greater Grand Crossing,84,75,77,75,49,75,28,39,0,38,28,39,7,38,0,38,7,38
70,Ashburn,33,52,33,52,23,49,10,40,10,40,0,41,0,41,0,41,0,41
71,Auburn Gresham,53,82,10,46,0,46,10,46,0,46,10,46,43,82,43,82,0,46
72,Beverly,5,28,0,29,0,29,0,29,0,29,0,29,5,28,5,28,0,29
73,Washington Heights,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,18,37,0,25,0,25,0,25,0,25,0,25,18,37,18,37,0,25
75,Morgan Park,51,42,0,31,0,31,0,31,0,31,0,31,51,42,9,33,42,40
76,O'Hare,16,46,0,38,0,38,0,38,0,38,0,38,16,46,16,46,0,38
77,Edgewater,96,81,13,51,13,51,0,48,0,48,0,48,83,80,50,69,33,63
