area_id,area_name,b20005c001,b20005c001_moe,b20005c002,b20005c002_moe,b20005c003,b20005c003_moe,b20005c004,b20005c004_moe,b20005c005,b20005c005_moe,b20005c006,b20005c006_moe,b20005c007,b20005c007_moe,b20005c008,b20005c008_moe,b20005c009,b20005c009_moe,b20005c010,b20005c010_moe,b20005c011,b20005c011_moe,b20005c012,b20005c012_moe,b20005c013,b20005c013_moe,b20005c014,b20005c014_moe,b20005c015,b20005c015_moe,b20005c016,b20005c016_moe,b20005c017,b20005c017_moe,b20005c018,b20005c018_moe,b20005c019,b20005c019_moe,b20005c020,b20005c020_moe,b20005c021,b20005c021_moe,b20005c022,b20005c022_moe,b20005c023,b20005c023_moe,b20005c024,b20005c024_moe,b20005c025,b20005c025_moe,b20005c026,b20005c026_moe,b20005c027,b20005c027_moe,b20005c028,b20005c028_moe,b20005c029,b20005c029_moe,b20005c030,b20005c030_moe,b20005c031,b20005c031_moe,b20005c032,b20005c032_moe,b20005c033,b20005c033_moe,b20005c034,b20005c034_moe,b20005c035,b20005c035_moe,b20005c036,b20005c036_moe,b20005c037,b20005c037_moe,b20005c038,b20005c038_moe,b20005c039,b20005c039_moe,b20005c040,b20005c040_moe,b20005c041,b20005c041_moe,b20005c042,b20005c042_moe,b20005c043,b20005c043_moe,b20005c044,b20005c044_moe,b20005c045,b20005c045_moe,b20005c046,b20005c046_moe,b20005c047,b20005c047_moe,b20005c048,b20005c048_moe,b20005c049,b20005c049_moe,b20005c050,b20005c050_moe,b20005c051,b20005c051_moe,b20005c052,b20005c052_moe,b20005c053,b20005c053_moe,b20005c054,b20005c054_moe,b20005c055,b20005c055_moe,b20005c056,b20005c056_moe,b20005c057,b20005c057_moe,b20005c058,b20005c058_moe,b20005c059,b20005c059_moe,b20005c060,b20005c060_moe,b20005c061,b20005c061_moe,b20005c062,b20005c062_moe,b20005c063,b20005c063_moe,b20005c064,b20005c064_moe,b20005c065,b20005c065_moe,b20005c066,b20005c066_moe,b20005c067,b20005c067_moe,b20005c068,b20005c068_moe,b20005c069,b20005c069_moe,b20005c070,b20005c070_moe,b20005c071,b20005c071_moe,b20005c072,b20005c072_moe,b20005c073,b20005c073_moe,b20005c074,b20005c074_moe,b20005c075,b20005c075_moe,b20005c076,b20005c076_moe,b20005c077,b20005c077_moe,b20005c078,b20005c078_moe,b20005c079,b20005c079_moe,b20005c080,b20005c080_moe,b20005c081,b20005c081_moe,b20005c082,b20005c082_moe,b20005c083,b20005c083_moe,b20005c084,b20005c084_moe,b20005c085,b20005c085_moe,b20005c086,b20005c086_moe,b20005c087,b20005c087_moe,b20005c088,b20005c088_moe,b20005c089,b20005c089_moe,b20005c090,b20005c090_moe,b20005c091,b20005c091_moe,b20005c092,b20005c092_moe,b20005c093,b20005c093_moe,b20005c094,b20005c094_moe,b20005c095,b20005c095_moe
19,Belmont Cragin,107,101,42,54,23,55,0,52,23,55,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,13,54,10,53,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,19,50,7,52,12,50,0,52,0,52,0,52,0,52,5,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,7,51,0,52,0,52,0,52,0,52,0,52,0,52,65,82,15,55,0,52,15,55,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,15,55,0,52,0,52,0,52,0,52,0,52,0,52,0,52,50,78,44,78,6,51,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,6,51,0,52,0,52,0,52,0,52,0,52,0,52,0,52
20,Hermosa,33,49,11,33,11,33,0,29,11,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,11,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,22,37,12,34,0,29,12,34,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,12,34,0,29,0,29,0,29,10,33,10,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
21,Avondale,253,240,100,115,70,83,0,38,70,83,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,25,55,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,45,73,0,38,30,61,0,38,30,61,0,38,0,38,0,38,0,38,30,61,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,153,150,36,60,0,38,36,60,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,29,60,0,38,7,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,117,110,46,63,71,95,24,54,0,38,0,38,47,61,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
22,Logan Square,119,112,80,82,12,59,0,57,12,59,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,12,59,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,68,81,62,81,6,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,6,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,39,71,11,57,0,57,11,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,11,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,28,71,28,71,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57
23,Humboldt Park,168,159,114,111,47,72,0,51,47,72,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,24,64,0,51,0,51,0,51,23,61,0,51,0,51,0,51,0,51,0,51,0,51,0,51,67,73,67,73,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,54,74,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,54,74,29,68,25,60,0,51,0,51,0,51,25,60,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51
24,West Town,225,107,108,81,56,70,0,62,56,70,0,62,0,62,0,62,0,62,0,62,0,62,8,63,0,62,17,66,0,62,13,65,0,62,0,62,0,62,7,63,0,62,11,64,0,62,0,62,0,62,52,70,10,65,42,68,0,62,0,62,0,62,0,62,12,64,0,62,22,66,0,62,0,62,0,62,0,62,0,62,0,62,8,63,0,62,0,62,0,62,0,62,0,62,0,62,117,89,59,78,0,62,59,78,0,62,0,62,0,62,0,62,0,62,0,62,23,72,0,62,0,62,0,62,0,62,0,62,8,63,28,69,0,62,0,62,0,62,0,62,0,62,0,62,58,73,27,66,31,63,0,62,8,63,8,63,0,62,0,62,0,62,0,62,0,62,0,62,0,62,9,63,6,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62
25,Austin,101,124,55,98,22,69,0,61,22,69,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,22,69,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,33,74,8,62,25,73,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,25,73,0,61,0,61,0,61,0,61,0,61,0,61,0,61,46,71,19,67,0,61,19,67,0,61,0,61,0,61,0,61,19,67,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,27,65,13,60,14,64,14,64,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61
26,West Garfield Park,14,45,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,14,45,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,14,45,14,45,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,13,43,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,13,43,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,13,43,13,43,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,140,103,84,86,64,76,0,52,64,76,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,4,51,0,52,0,52,0,52,0,52,0,52,60,77,0,52,20,66,0,52,20,66,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,20,66,0,52,0,52,0,52,0,52,0,52,56,61,15,54,0,52,15,54,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,15,54,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,41,59,4,51,37,59,10,55,20,55,7,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52
