area_id,area_name,b19101h001,b19101h001_moe,b19101h002,b19101h002_moe,b19101h003,b19101h003_moe,b19101h004,b19101h004_moe,b19101h005,b19101h005_moe,b19101h006,b19101h006_moe,b19101h007,b19101h007_moe,b19101h008,b19101h008_moe,b19101h009,b19101h009_moe,b19101h010,b19101h010_moe,b19101h011,b19101h011_moe,b19101h012,b19101h012_moe,b19101h013,b19101h013_moe,b19101h014,b19101h014_moe,b19101h015,b19101h015_moe,b19101h016,b19101h016_moe,b19101h017,b19101h017_moe
44,Chatham,8,37,0,37,0,37,0,37,8,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,21,34,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,21,34,0,19,0,19,0,19
46,South Chicago,191,80,18,38,14,40,0,37,12,37,18,39,0,37,4,36,14,42,0,37,12,36,41,50,21,47,32,47,0,37,0,37,5,36
47,Burnside,20,31,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,31,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,75,51,0,27,0,27,0,27,0,27,0,27,7,28,8,28,0,27,5,27,15,31,5,26,23,40,0,27,0,27,0,27,12,32
49,Roseland,39,49,0,41,12,44,0,41,0,41,0,41,0,41,0,41,9,42,0,41,0,41,0,41,0,41,0,41,0,41,18,45,0,41
50,Pullman,121,52,17,26,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,15,25,30,32,37,36,10,22,0,19,12,22
51,South Deering,196,82,7,25,8,26,15,26,6,24,0,25,14,32,20,31,37,61,29,36,15,31,8,26,0,25,23,32,14,25,0,25,0,25
52,East Side,1276,183,101,71,20,40,93,50,64,38,66,46,54,48,115,53,47,41,38,47,77,48,197,87,118,56,97,61,77,59,41,48,71,72
53,West Pullman,39,58,0,39,0,39,0,39,0,39,0,39,9,40,0,39,0,39,0,39,0,39,0,39,2,38,0,39,0,39,0,39,28,58
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,1123,219,0,19,45,44,31,36,85,87,60,48,53,52,108,93,31,38,38,42,91,77,74,45,195,96,107,65,14,18,139,74,52,68
56,Garfield Ridge,5015,275,64,49,80,58,127,83,160,74,187,86,216,117,140,71,152,73,298,107,454,139,648,152,802,166,667,169,413,128,498,140,109,65
57,Archer Heights,679,113,13,32,0,27,23,35,31,31,58,42,43,36,49,46,34,36,41,34,78,40,65,43,106,48,23,30,83,59,30,33,2,26
58,Brighton Park,810,164,72,63,25,44,49,60,8,42,114,83,111,74,28,47,18,45,32,50,88,62,77,62,115,63,31,46,42,50,0,43,0,43
59,McKinley Park,730,138,35,35,27,27,72,63,37,38,41,46,28,31,52,38,45,47,35,43,51,38,109,51,72,43,57,44,49,43,20,29,0,25
60,Bridgeport,2645,245,61,57,70,53,182,83,120,74,101,68,38,44,118,65,104,50,44,45,327,107,259,101,427,123,334,104,187,67,155,63,118,60
61,New City,1404,176,121,90,52,59,33,52,20,51,51,63,105,72,71,66,65,63,48,57,123,74,187,85,238,91,128,72,79,69,70,61,13,50
62,West Elsdon,840,148,15,19,28,36,8,22,20,21,36,36,101,58,32,43,31,31,34,31,53,38,146,77,250,93,59,34,14,28,9,26,4,26
63,Gage Park,434,102,41,41,10,41,18,47,6,39,8,39,29,44,10,40,51,53,7,41,61,54,48,46,55,53,80,49,10,40,0,41,0,41
64,Clearing,3162,239,53,43,58,58,73,54,125,83,130,83,127,71,148,82,108,63,172,104,401,149,304,105,671,150,368,119,205,89,171,102,48,37
65,West Lawn,1460,201,83,69,43,56,28,42,96,68,65,43,95,73,24,37,93,57,77,54,132,75,125,77,249,94,142,67,24,34,153,68,31,39
66,Chicago Lawn,446,117,24,52,51,69,32,48,12,46,7,50,54,62,32,51,15,47,9,46,22,44,37,56,90,72,33,55,10,48,18,49,0,49
67,West Englewood,19,50,10,49,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,9,49,0,48,0,48,0,48,0,48
68,Englewood,10,38,0,36,10,38,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,1744,211,44,51,63,61,42,62,63,62,69,59,108,83,38,50,88,60,75,66,75,53,129,67,411,132,279,100,105,63,150,93,5,39
71,Auburn Gresham,28,55,0,46,0,46,0,46,10,47,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,18,54,0,46,0,46,0,46
72,Beverly,3107,169,30,49,0,29,21,34,8,29,21,34,55,43,79,57,61,35,52,47,137,71,247,73,498,105,449,106,455,106,442,105,552,108
73,Washington Heights,38,52,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,38,52,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,4348,239,78,89,0,25,35,37,59,43,77,59,98,76,66,48,92,70,31,34,189,86,417,122,988,205,879,183,482,151,716,168,141,71
75,Morgan Park,1625,142,13,35,0,31,71,61,18,32,28,51,0,31,25,36,104,75,25,37,87,52,113,62,247,91,333,102,169,84,256,85,136,63
76,O'Hare,2399,329,49,66,111,93,110,81,216,179,74,82,87,80,61,55,305,153,79,63,286,145,266,126,375,143,186,112,88,78,106,87,0,38
77,Edgewater,4764,416,153,105,166,115,124,78,142,83,150,108,175,89,194,124,137,98,76,71,138,81,547,158,763,188,491,166,554,157,368,120,586,154
