area_id,area_name,b17001c001,b17001c001_moe,b17001c002,b17001c002_moe,b17001c003,b17001c003_moe,b17001c004,b17001c004_moe,b17001c005,b17001c005_moe,b17001c006,b17001c006_moe,b17001c007,b17001c007_moe,b17001c008,b17001c008_moe,b17001c009,b17001c009_moe,b17001c010,b17001c010_moe,b17001c011,b17001c011_moe,b17001c012,b17001c012_moe,b17001c013,b17001c013_moe,b17001c014,b17001c014_moe,b17001c015,b17001c015_moe,b17001c016,b17001c016_moe,b17001c017,b17001c017_moe,b17001c018,b17001c018_moe,b17001c019,b17001c019_moe,b17001c020,b17001c020_moe,b17001c021,b17001c021_moe,b17001c022,b17001c022_moe,b17001c023,b17001c023_moe,b17001c024,b17001c024_moe,b17001c025,b17001c025_moe,b17001c026,b17001c026_moe,b17001c027,b17001c027_moe,b17001c028,b17001c028_moe,b17001c029,b17001c029_moe,b17001c030,b17001c030_moe,b17001c031,b17001c031_moe,b17001c032,b17001c032_moe,b17001c033,b17001c033_moe,b17001c034,b17001c034_moe,b17001c035,b17001c035_moe,b17001c036,b17001c036_moe,b17001c037,b17001c037_moe,b17001c038,b17001c038_moe,b17001c039,b17001c039_moe,b17001c040,b17001c040_moe,b17001c041,b17001c041_moe,b17001c042,b17001c042_moe,b17001c043,b17001c043_moe,b17001c044,b17001c044_moe,b17001c045,b17001c045_moe,b17001c046,b17001c046_moe,b17001c047,b17001c047_moe,b17001c048,b17001c048_moe,b17001c049,b17001c049_moe,b17001c050,b17001c050_moe,b17001c051,b17001c051_moe,b17001c052,b17001c052_moe,b17001c053,b17001c053_moe,b17001c054,b17001c054_moe,b17001c055,b17001c055_moe,b17001c056,b17001c056_moe,b17001c057,b17001c057_moe,b17001c058,b17001c058_moe,b17001c059,b17001c059_moe
51,South Deering,17,35,17,35,7,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,7,25,0,25,0,25,0,25,0,25,0,25,10,27,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,10,27,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,80,67,7,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,7,33,0,29,0,29,0,29,0,29,7,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,73,66,36,51,0,29,0,29,0,29,0,29,0,29,0,29,0,29,12,31,0,29,24,47,0,29,0,29,0,29,37,42,0,29,0,29,0,29,0,29,0,29,0,29,0,29,8,30,0,29,0,29,29,42,0,29,0,29
53,West Pullman,27,47,14,45,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,14,45,0,39,0,39,4,38,5,38,0,39,0,39,0,39,5,38,0,39,0,39,0,39,0,39,0,39,13,42,13,42,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,13,42,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,3,13,3,13,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,3,13,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,3,13,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,45,45,20,36,10,20,0,19,0,19,0,19,0,19,0,19,0,19,10,20,0,19,0,19,0,19,0,19,0,19,0,19,10,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,10,20,0,19,0,19,0,19,0,19,25,30,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,25,30,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,8,21,17,29,0,19,0,19
56,Garfield Ridge,17,45,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,17,45,17,45,0,42,0,42,0,42,0,42,0,42,0,42,0,42,4,41,0,42,0,42,13,45,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,91,78,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,91,78,41,46,10,28,0,27,0,27,0,27,0,27,0,27,17,34,0,27,14,31,0,27,0,27,0,27,0,27,50,44,8,28,0,27,0,27,0,27,13,31,0,27,7,27,0,27,14,31,0,27,0,27,8,28,0,27
58,Brighton Park,109,91,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,109,91,54,53,4,43,0,43,5,43,0,43,0,43,0,43,0,43,5,43,12,46,11,43,17,45,0,43,0,43,55,62,0,43,0,43,4,43,4,43,0,43,0,43,12,45,9,43,0,43,13,45,13,46,0,43,0,43
59,McKinley Park,250,195,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,250,195,127,103,51,50,0,25,45,62,0,25,0,25,9,28,0,25,17,36,0,25,0,25,5,23,0,25,0,25,123,100,0,25,0,25,35,59,0,25,9,27,0,25,0,25,53,43,0,25,26,32,0,25,0,25,0,25
60,Bridgeport,226,180,93,92,57,65,0,37,0,37,17,42,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,40,50,0,37,36,51,0,37,0,37,21,46,0,37,0,37,0,37,0,37,0,37,0,37,0,37,15,43,0,37,0,37,133,159,55,61,0,37,0,37,0,37,0,37,0,37,0,37,23,52,14,41,18,45,0,37,0,37,0,37,0,37,78,121,0,37,0,37,0,37,0,37,0,37,44,73,0,37,0,37,34,64,0,37,0,37,0,37,0,37
61,New City,309,244,17,52,17,52,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,17,52,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,292,243,164,143,0,47,0,47,21,51,14,51,0,47,14,51,26,59,9,48,24,59,20,50,36,64,0,47,0,47,128,125,0,47,0,47,0,47,0,47,0,47,11,49,54,86,8,47,21,55,34,52,0,47,0,47,0,47
62,West Elsdon,18,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,18,29,10,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,10,30,0,27,0,27,0,27,0,27,8,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,8,27,0,27,0,27,0,27,0,27,0,27
63,Gage Park,129,152,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,129,152,76,109,16,45,0,41,0,41,14,44,15,45,0,41,0,41,0,41,0,41,31,49,0,41,0,41,0,41,53,71,0,41,0,41,0,41,0,41,0,41,0,41,23,49,14,44,0,41,16,45,0,41,0,41,0,41
64,Clearing,93,155,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,93,155,47,90,0,31,0,31,0,31,0,31,0,31,0,31,0,31,31,62,0,31,16,41,0,31,0,31,0,31,46,73,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,6,31,24,45,0,31,16,41,0,31
65,West Lawn,353,287,40,69,21,45,11,36,0,34,10,36,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,19,43,0,34,0,34,10,35,0,34,0,34,0,34,0,34,9,35,0,34,0,34,0,34,0,34,0,34,313,280,188,164,12,35,0,34,25,51,0,34,0,34,72,97,0,34,11,35,34,63,34,46,0,34,0,34,0,34,125,149,38,54,0,34,0,34,11,35,0,34,0,34,0,34,43,61,9,35,0,34,0,34,24,50,0,34
66,Chicago Lawn,118,129,83,116,37,71,12,50,0,49,0,49,12,50,0,49,0,49,0,49,0,49,0,49,13,49,0,49,0,49,0,49,46,70,12,50,0,49,12,49,0,49,0,49,0,49,0,49,11,49,0,49,11,50,0,49,0,49,0,49,35,58,22,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,3,49,0,49,9,49,10,49,0,49,0,49,13,51,0,49,0,49,0,49,0,49,0,49,0,49,0,49,13,51,0,49,0,49,0,49,0,49,0,49
67,West Englewood,21,51,9,49,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,9,49,0,48,0,48,0,48,0,48,0,48,0,48,0,48,9,49,0,48,0,48,0,48,0,48,0,48,12,50,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,12,50,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,12,50
68,Englewood,79,80,67,78,20,44,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,20,44,0,36,0,36,0,36,47,58,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,29,52,0,36,18,45,0,36,12,41,6,36,0,36,0,36,0,36,0,36,0,36,0,36,6,36,0,36,0,36,0,36,0,36,0,36,0,36,6,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,6,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,211,107,155,86,127,75,0,38,0,38,0,38,0,38,0,38,0,38,127,75,0,38,0,38,0,38,0,38,0,38,0,38,28,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,28,39,0,38,0,38,0,38,56,75,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,56,75,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,7,38,49,75,0,38,0,38
70,Ashburn,152,183,118,171,74,111,0,41,0,41,23,50,0,41,0,41,0,41,28,55,0,41,0,41,23,49,0,41,0,41,0,41,44,73,0,41,0,41,0,41,0,41,0,41,22,49,0,41,0,41,0,41,22,48,0,41,0,41,0,41,34,64,22,50,0,41,0,41,0,41,0,41,0,41,0,41,0,41,10,40,12,42,0,41,0,41,0,41,0,41,12,42,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,12,42,0,41,0,41
71,Auburn Gresham,53,82,43,82,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,43,82,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,43,82,0,46,0,46,0,46,0,46,10,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,10,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,10,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,24,30,12,29,7,30,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,7,30,0,29,0,29,5,28,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,5,28,0,29,12,30,7,30,0,29,7,30,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,5,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,5,29,0,29,0,29,0,29
73,Washington Heights,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,18,37,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,18,37,18,37,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,18,37,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,51,42,9,33,9,33,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,9,33,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,42,40,42,40,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,42,40,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,46,64,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,46,64,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,46,64,0,38,0,38,0,38,0,38,0,38,0,38,0,38,30,60,0,38,16,46,0,38,0,38,0,38
77,Edgewater,149,131,7,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,7,48,0,48,0,48,0,48,0,48,0,48,0,48,7,48,0,48,0,48,0,48,0,48,0,48,0,48,142,131,55,77,0,48,0,48,0,48,0,48,0,48,0,48,15,53,27,63,0,48,13,51,0,48,0,48,0,48,87,90,0,48,0,48,0,48,12,51,0,48,13,51,0,48,0,48,19,51,0,48,26,64,17,54,0,48
