area_id,area_name,b19101g001,b19101g001_moe,b19101g002,b19101g002_moe,b19101g003,b19101g003_moe,b19101g004,b19101g004_moe,b19101g005,b19101g005_moe,b19101g006,b19101g006_moe,b19101g007,b19101g007_moe,b19101g008,b19101g008_moe,b19101g009,b19101g009_moe,b19101g010,b19101g010_moe,b19101g011,b19101g011_moe,b19101g012,b19101g012_moe,b19101g013,b19101g013_moe,b19101g014,b19101g014_moe,b19101g015,b19101g015_moe,b19101g016,b19101g016_moe,b19101g017,b19101g017_moe
16,Irving Park,170,78,0,47,11,47,10,47,10,48,7,47,7,46,8,48,0,47,26,58,0,47,8,48,30,51,0,47,40,53,13,49,0,47
17,Dunning,96,63,0,40,0,40,7,40,0,40,0,40,11,42,0,40,0,40,10,40,16,46,23,53,0,40,13,38,16,39,0,40,0,40
18,Montclare,5,18,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,5,18,0,23,0,23,0,23,0,23
19,Belmont Cragin,271,101,50,74,0,52,0,52,11,53,0,52,0,52,5,52,0,52,0,52,42,57,5,52,39,52,42,65,31,60,46,65,0,52
20,Hermosa,63,41,0,29,3,28,9,31,10,32,0,29,0,29,7,27,9,31,0,29,7,27,0,29,0,29,4,29,14,35,0,29,0,29
21,Avondale,169,78,0,38,34,50,34,44,10,40,0,38,0,38,20,53,0,38,15,42,13,39,7,39,0,38,22,41,7,37,7,38,0,38
22,Logan Square,213,93,19,60,0,57,0,57,0,57,33,62,0,57,0,57,0,57,0,57,0,57,16,59,16,62,5,57,63,66,40,69,21,60
23,Humboldt Park,190,102,31,69,0,51,8,50,12,53,0,51,0,51,0,51,0,51,8,52,46,73,28,56,31,61,9,52,17,59,0,51,0,51
24,West Town,156,82,0,62,0,62,8,63,24,68,0,62,7,62,0,62,9,63,0,62,12,64,20,64,6,62,8,62,14,66,29,69,19,62
25,Austin,74,66,0,61,9,62,27,62,0,61,18,62,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,10,62,10,62
26,West Garfield Park,18,38,5,34,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,13,39,0,35,0,35,0,35,0,35
27,East Garfield Park,14,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,6,38,8,38,0,38,0,38,0,38,0,38
28,Near West Side,188,88,0,52,0,52,23,63,0,52,0,52,60,64,9,53,0,52,11,54,12,54,9,53,0,52,30,57,16,57,18,55,0,52
29,North Lawndale,54,61,12,46,23,54,0,43,0,43,0,43,0,43,0,43,8,43,0,43,0,43,11,45,0,43,0,43,0,43,0,43,0,43
30,South Lawndale,119,68,5,47,0,48,40,55,0,48,0,48,31,56,0,48,0,48,0,48,13,51,30,52,0,48,0,48,0,48,0,48,0,48
31,Lower West Side,142,82,0,42,23,53,11,44,0,42,22,52,29,51,10,41,7,43,0,42,0,42,36,51,4,41,0,42,0,42,0,42,0,42
32,Loop,25,40,0,30,0,30,0,30,0,30,7,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,18,38
33,Near South Side,28,33,0,24,8,24,0,24,0,24,0,24,7,25,0,24,0,24,0,24,0,24,0,24,0,24,0,24,13,26,0,24,0,24
34,Armour Square,65,84,0,27,0,27,52,85,0,27,4,26,0,27,9,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
35,Douglas,29,36,0,35,4,34,7,35,0,35,0,35,11,37,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,7,35,0,35
36,Oakland,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,76,57,35,51,0,43,0,43,0,43,0,43,4,42,0,43,15,47,0,43,0,43,0,43,18,45,0,43,0,43,0,43,4,42
39,Kenwood,78,56,0,31,0,31,11,34,0,31,0,31,0,31,0,31,0,31,0,31,17,33,0,31,24,43,0,31,0,31,6,34,20,35
40,Washington Park,25,33,9,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,6,27,0,27,0,27,10,30,0,27,0,27,0,27,0,27
41,Hyde Park,73,55,0,38,0,38,2,37,0,38,0,38,0,38,0,38,5,38,0,38,0,38,0,38,9,39,9,39,20,42,28,48,0,38
42,Woodlawn,33,41,0,36,0,36,0,36,0,36,0,36,6,36,0,36,0,36,0,36,7,36,13,40,7,36,0,36,0,36,0,36,0,36
43,South Shore,155,100,13,46,0,44,17,52,10,46,0,44,8,46,0,44,0,44,0,44,16,51,45,78,33,61,7,45,0,44,6,44,0,44
44,Chatham,96,79,39,58,0,37,0,37,0,37,34,63,0,37,0,37,0,37,0,37,0,37,0,37,7,38,7,37,9,38,0,37,0,37
45,Avalon Park,9,23,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,9,23,0,19,0,19,0,19,0,19
46,South Chicago,13,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,6,36,0,37,0,37,0,37,7,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,110,83,0,41,0,41,14,44,30,61,0,41,6,41,0,41,0,41,25,57,20,50,0,41,0,41,5,42,10,44,0,41,0,41
50,Pullman,8,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,8,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,56,51,25,46,0,25,7,25,0,25,0,25,10,27,7,23,0,25,0,25,0,25,7,22,0,25,0,25,0,25,0,25,0,25
52,East Side,148,77,22,32,24,31,0,29,9,28,10,32,0,29,0,29,0,29,0,29,7,27,10,32,11,32,55,66,0,29,0,29,0,29
53,West Pullman,103,106,0,39,9,38,0,39,0,39,0,39,0,39,8,38,0,39,0,39,0,39,15,44,0,39,71,103,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,37,35,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,12,24,0,19,7,21,0,19,0,19,18,30,0,19
56,Garfield Ridge,178,84,0,42,0,42,23,55,0,42,0,42,0,42,0,42,12,43,0,42,37,49,18,42,28,46,47,64,13,44,0,42,0,42
57,Archer Heights,11,23,0,27,7,24,4,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,56,54,0,43,0,43,0,43,9,44,24,47,0,43,0,43,0,43,6,42,17,49,0,43,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,14,26,0,25,0,25,0,25,4,24,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,10,27,0,25,0,25
60,Bridgeport,108,61,0,37,35,44,34,54,0,37,5,34,0,37,9,36,0,37,0,37,8,37,0,37,12,34,5,36,0,37,0,37,0,37
61,New City,87,70,7,47,0,47,19,52,0,47,0,47,0,47,10,46,0,47,0,47,0,47,0,47,28,54,23,59,0,47,0,47,0,47
62,West Elsdon,11,30,0,27,0,27,11,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
63,Gage Park,73,55,0,41,8,39,0,41,0,41,0,41,0,41,0,41,0,41,18,40,31,50,6,39,10,41,0,41,0,41,0,41,0,41
64,Clearing,89,68,0,31,0,31,20,33,7,31,0,31,0,31,0,31,0,31,0,31,35,60,0,31,7,32,14,37,0,31,0,31,6,36
65,West Lawn,230,130,20,47,11,36,0,34,0,34,13,36,0,34,13,39,9,33,0,34,102,122,16,36,29,46,17,40,0,34,0,34,0,34
66,Chicago Lawn,116,84,0,49,10,51,0,49,0,49,0,49,8,48,38,78,0,49,12,50,6,47,25,53,0,49,0,49,7,48,10,46,0,49
67,West Englewood,68,57,9,51,0,48,9,49,0,48,0,48,9,48,0,48,6,48,13,51,4,47,11,50,0,48,0,48,0,48,0,48,7,48
68,Englewood,30,37,0,36,0,36,6,36,0,36,0,36,0,36,0,36,0,36,5,35,0,36,10,38,0,36,9,37,0,36,0,36,0,36
69,Greater Grand Crossing,46,54,0,38,0,38,16,45,18,45,0,38,11,40,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,1,38
70,Ashburn,51,48,0,41,0,41,16,42,0,41,0,41,14,43,0,41,0,41,0,41,13,45,8,40,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,56,65,0,46,0,46,0,46,15,50,0,46,0,46,22,55,0,46,0,46,0,46,0,46,19,52,0,46,0,46,0,46,0,46
72,Beverly,49,43,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,8,29,0,29,11,32,24,40,0,29,0,29,0,29,6,28
73,Washington Heights,17,37,0,33,14,38,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,3,32,0,33,0,33
74,Mount Greenwood,13,28,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,13,28,0,25,0,25
75,Morgan Park,25,34,8,32,0,31,0,31,0,31,10,33,0,31,0,31,0,31,0,31,0,31,7,32,0,31,0,31,0,31,0,31,0,31
76,O'Hare,133,123,0,38,0,38,0,38,0,38,11,40,0,38,0,38,0,38,0,38,14,43,0,38,108,119,0,38,0,38,0,38,0,38
77,Edgewater,246,118,0,48,40,68,19,52,20,57,1,47,0,48,7,49,26,55,0,48,4,47,18,54,62,85,41,58,0,48,0,48,8,49
