area_id,area_name,b25032g001,b25032g001_moe,b25032g002,b25032g002_moe,b25032g003,b25032g003_moe,b25032g004,b25032g004_moe,b25032g005,b25032g005_moe,b25032g006,b25032g006_moe,b25032g007,b25032g007_moe,b25032g008,b25032g008_moe,b25032g009,b25032g009_moe,b25032g010,b25032g010_moe,b25032g011,b25032g011_moe
27,East Garfield Park,40,42,28,42,6,38,0,38,6,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,439,125,12,52,42,68,32,57,13,51,13,51,35,61,75,66,217,93,0,52,0,52
29,North Lawndale,73,65,8,43,0,43,0,43,0,43,34,56,12,46,14,47,5,42,0,43,0,43
30,South Lawndale,174,83,56,59,0,48,33,55,40,62,15,49,0,48,0,48,30,56,0,48,0,48
31,Lower West Side,336,128,48,51,0,42,35,45,117,77,132,87,0,42,0,42,4,41,0,42,0,42
32,Loop,200,93,15,36,0,30,0,30,12,33,0,30,0,30,7,31,166,88,0,30,0,30
33,Near South Side,242,200,0,24,0,24,0,24,0,24,0,24,0,24,41,70,192,188,9,25,0,24
34,Armour Square,140,104,22,34,0,27,0,27,97,95,0,27,0,27,0,27,21,42,0,27,0,27
35,Douglas,108,64,0,35,12,38,0,35,0,35,42,50,0,35,4,34,50,50,0,35,0,35
36,Oakland,3,16,3,16,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,171,80,10,41,11,42,23,53,42,54,54,58,0,43,0,43,21,43,10,43,0,43
39,Kenwood,145,81,12,34,13,34,0,31,0,31,0,31,8,29,20,43,92,74,0,31,0,31
40,Washington Park,35,34,19,31,0,27,0,27,0,27,16,28,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,300,102,0,38,23,42,0,38,23,44,68,58,25,47,36,46,125,71,0,38,0,38
42,Woodlawn,209,91,67,60,0,36,0,36,42,53,7,36,54,52,0,36,39,47,0,36,0,36
43,South Shore,315,139,83,67,0,44,0,44,8,46,83,94,13,46,69,71,59,69,0,44,0,44
44,Chatham,191,108,42,46,12,40,7,37,50,67,80,82,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,40,35,22,25,0,19,0,19,18,31,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,130,107,38,44,59,100,16,44,0,37,0,37,17,43,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,163,90,93,63,30,61,25,57,3,40,6,41,0,41,0,41,6,41,0,41,0,41
50,Pullman,8,20,0,19,8,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,62,52,31,31,31,47,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,152,77,113,71,13,33,21,34,0,29,5,26,0,29,0,29,0,29,0,29,0,29
53,West Pullman,116,106,95,105,0,39,8,38,0,39,0,39,13,40,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,56,47,19,26,0,19,37,43,0,19,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,235,100,159,78,0,42,23,55,0,42,43,71,0,42,0,42,10,43,0,42,0,42
57,Archer Heights,34,29,6,24,0,27,14,24,0,27,0,27,3,25,0,27,0,27,11,32,0,27
58,Brighton Park,56,54,26,50,0,43,30,48,0,43,0,43,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,29,30,9,27,0,25,14,26,0,25,0,25,0,25,0,25,6,24,0,25,0,25
60,Bridgeport,166,70,66,46,11,37,54,55,9,36,10,37,0,37,0,37,8,37,8,37,0,37
61,New City,134,79,64,68,17,50,16,46,24,53,0,47,0,47,8,48,0,47,5,46,0,47
62,West Elsdon,20,29,0,27,0,27,9,26,0,27,0,27,0,27,0,27,0,27,11,30,0,27
63,Gage Park,73,55,65,54,0,41,8,39,0,41,0,41,0,41,0,41,0,41,0,41,0,41
64,Clearing,96,68,68,64,14,37,0,31,7,32,7,32,0,31,0,31,0,31,0,31,0,31
65,West Lawn,301,142,201,137,0,34,29,47,22,39,30,49,0,34,9,33,0,34,10,34,0,34
66,Chicago Lawn,135,84,106,81,0,49,9,48,10,50,0,49,10,51,0,49,0,49,0,49,0,49
67,West Englewood,102,67,93,65,9,49,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
68,Englewood,81,56,9,37,13,36,6,36,18,39,13,40,0,36,0,36,22,49,0,36,0,36
69,Greater Grand Crossing,79,61,19,46,8,39,45,55,7,38,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,62,52,62,52,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,72,66,67,66,0,46,0,46,5,45,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,83,48,48,43,10,30,0,29,0,29,11,32,6,29,8,29,0,29,0,29,0,29
73,Washington Heights,22,38,22,38,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,13,28,13,28,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,125,57,62,45,31,38,0,31,11,34,0,31,0,31,21,35,0,31,0,31,0,31
76,O'Hare,150,127,0,38,0,38,48,82,0,38,60,94,11,40,0,38,31,50,0,38,0,38
77,Edgewater,810,238,63,74,5,47,93,105,96,83,64,61,28,58,87,86,374,177,0,48,0,48
