area_id,area_name,b10051f001,b10051f001_moe,b10051f002,b10051f002_moe,b10051f003,b10051f003_moe,b10051f004,b10051f004_moe,b10051f005,b10051f005_moe,b10051f006,b10051f006_moe,b10051f007,b10051f007_moe
37,Fuller Park,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,45,69,0,43,0,43,0,43,45,69,0,43,45,69
39,Kenwood,0,31,0,31,0,31,0,31,0,31,0,31,0,31
40,Washington Park,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,0,38,0,38,0,38,0,38,0,38,0,38,0,38
42,Woodlawn,0,36,0,36,0,36,0,36,0,36,0,36,0,36
43,South Shore,0,44,0,44,0,44,0,44,0,44,0,44,0,44
44,Chatham,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,11,39,0,37,0,37,0,37,11,39,6,36,5,36
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,51,65,51,65,51,65,0,27,0,27,0,27,0,27
49,Roseland,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,126,81,34,42,34,42,0,29,92,71,22,36,70,67
53,West Pullman,32,48,32,48,32,48,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,26,32,11,22,11,22,0,19,15,25,15,25,0,19
56,Garfield Ridge,127,87,40,60,20,50,20,53,87,80,0,42,87,80
57,Archer Heights,300,175,83,69,47,56,36,47,217,160,109,86,108,94
58,Brighton Park,399,167,73,65,73,65,0,43,326,155,199,115,127,111
59,McKinley Park,168,101,43,55,43,55,0,25,125,87,107,85,18,31
60,Bridgeport,85,72,18,41,10,38,8,40,67,63,10,40,57,61
61,New City,124,91,54,68,24,51,30,65,70,76,57,74,13,51
62,West Elsdon,278,159,14,29,14,29,0,27,264,154,19,31,245,152
63,Gage Park,643,205,136,98,62,74,74,68,507,182,339,146,168,109
64,Clearing,46,54,6,31,6,31,0,31,40,51,33,51,7,32
65,West Lawn,581,230,27,38,27,38,0,34,554,229,353,197,201,126
66,Chicago Lawn,955,296,164,112,108,78,56,64,791,278,531,250,260,124
67,West Englewood,33,71,0,48,0,48,0,48,33,71,17,54,16,54
68,Englewood,46,82,24,52,24,52,0,36,22,50,22,50,0,36
69,Greater Grand Crossing,0,38,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,263,144,62,64,62,64,0,41,201,136,131,97,70,97
71,Auburn Gresham,0,46,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,0,29,0,29,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,10,27,0,25,0,25,0,25,10,27,10,27,0,25
75,Morgan Park,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,40,70,0,38,0,38,0,38,40,70,0,38,40,70
77,Edgewater,123,131,60,112,0,48,60,112,63,83,30,66,33,70
