area_id,area_name,b20005d001,b20005d001_moe,b20005d002,b20005d002_moe,b20005d003,b20005d003_moe,b20005d004,b20005d004_moe,b20005d005,b20005d005_moe,b20005d006,b20005d006_moe,b20005d007,b20005d007_moe,b20005d008,b20005d008_moe,b20005d009,b20005d009_moe,b20005d010,b20005d010_moe,b20005d011,b20005d011_moe,b20005d012,b20005d012_moe,b20005d013,b20005d013_moe,b20005d014,b20005d014_moe,b20005d015,b20005d015_moe,b20005d016,b20005d016_moe,b20005d017,b20005d017_moe,b20005d018,b20005d018_moe,b20005d019,b20005d019_moe,b20005d020,b20005d020_moe,b20005d021,b20005d021_moe,b20005d022,b20005d022_moe,b20005d023,b20005d023_moe,b20005d024,b20005d024_moe,b20005d025,b20005d025_moe,b20005d026,b20005d026_moe,b20005d027,b20005d027_moe,b20005d028,b20005d028_moe,b20005d029,b20005d029_moe,b20005d030,b20005d030_moe,b20005d031,b20005d031_moe,b20005d032,b20005d032_moe,b20005d033,b20005d033_moe,b20005d034,b20005d034_moe,b20005d035,b20005d035_moe,b20005d036,b20005d036_moe,b20005d037,b20005d037_moe,b20005d038,b20005d038_moe,b20005d039,b20005d039_moe,b20005d040,b20005d040_moe,b20005d041,b20005d041_moe,b20005d042,b20005d042_moe,b20005d043,b20005d043_moe,b20005d044,b20005d044_moe,b20005d045,b20005d045_moe,b20005d046,b20005d046_moe,b20005d047,b20005d047_moe,b20005d048,b20005d048_moe,b20005d049,b20005d049_moe,b20005d050,b20005d050_moe,b20005d051,b20005d051_moe,b20005d052,b20005d052_moe,b20005d053,b20005d053_moe,b20005d054,b20005d054_moe,b20005d055,b20005d055_moe,b20005d056,b20005d056_moe,b20005d057,b20005d057_moe,b20005d058,b20005d058_moe,b20005d059,b20005d059_moe,b20005d060,b20005d060_moe,b20005d061,b20005d061_moe,b20005d062,b20005d062_moe,b20005d063,b20005d063_moe,b20005d064,b20005d064_moe,b20005d065,b20005d065_moe,b20005d066,b20005d066_moe,b20005d067,b20005d067_moe,b20005d068,b20005d068_moe,b20005d069,b20005d069_moe,b20005d070,b20005d070_moe,b20005d071,b20005d071_moe,b20005d072,b20005d072_moe,b20005d073,b20005d073_moe,b20005d074,b20005d074_moe,b20005d075,b20005d075_moe,b20005d076,b20005d076_moe,b20005d077,b20005d077_moe,b20005d078,b20005d078_moe,b20005d079,b20005d079_moe,b20005d080,b20005d080_moe,b20005d081,b20005d081_moe,b20005d082,b20005d082_moe,b20005d083,b20005d083_moe,b20005d084,b20005d084_moe,b20005d085,b20005d085_moe,b20005d086,b20005d086_moe,b20005d087,b20005d087_moe,b20005d088,b20005d088_moe,b20005d089,b20005d089_moe,b20005d090,b20005d090_moe,b20005d091,b20005d091_moe,b20005d092,b20005d092_moe,b20005d093,b20005d093_moe,b20005d094,b20005d094_moe,b20005d095,b20005d095_moe
14,Albany Park,5891,911,2924,543,1005,230,0,45,1005,230,0,45,0,45,0,45,0,45,50,68,67,91,24,49,91,101,57,61,34,53,127,80,60,55,53,52,89,72,35,50,49,59,103,88,55,76,45,56,66,64,1919,420,1082,282,837,255,11,47,65,57,53,58,42,57,76,71,163,125,129,99,9,44,59,63,90,92,42,61,3,44,17,48,21,52,0,45,21,53,0,45,0,45,0,45,36,66,2967,461,1026,270,0,45,1026,270,0,45,0,45,0,45,9,46,79,78,0,45,48,52,50,74,99,80,46,64,56,64,135,90,101,91,0,45,39,64,80,84,127,78,57,62,55,58,45,59,1941,327,1177,237,764,211,53,64,67,67,110,79,59,61,26,49,96,76,36,60,10,44,46,62,12,47,70,88,13,49,41,62,30,58,18,47,0,45,13,47,42,57,22,54,0,45
15,Portage Park,2382,569,1116,289,697,214,0,47,697,214,0,47,0,47,0,47,0,47,13,51,50,69,52,67,12,50,15,52,0,47,11,49,108,102,15,50,50,56,62,99,72,69,35,53,11,47,97,75,94,86,419,146,236,105,183,101,17,51,0,47,0,47,0,47,16,52,0,47,0,47,0,47,0,47,34,51,59,78,0,47,22,57,0,47,0,47,9,48,0,47,19,49,7,48,0,47,1266,344,660,254,0,47,660,254,0,47,0,47,2,45,27,58,15,55,42,60,0,47,0,47,36,60,8,48,79,80,96,88,88,88,9,46,21,58,81,93,46,70,19,49,82,86,9,48,606,189,279,110,327,132,22,51,40,60,30,56,0,47,24,50,47,70,54,73,0,47,11,49,0,47,30,55,10,48,0,47,0,47,0,47,20,48,11,49,0,47,0,47,28,51
16,Irving Park,3550,680,1491,340,755,219,0,47,755,219,0,47,0,47,15,50,22,58,20,56,0,47,20,52,21,52,27,54,8,48,174,131,78,86,77,73,29,53,52,68,19,47,106,85,42,64,2,47,43,56,736,213,364,143,372,129,11,49,18,51,49,54,43,66,24,55,8,49,67,60,29,65,15,49,6,45,15,47,0,47,0,47,46,64,20,49,0,47,21,54,0,47,0,47,0,47,2059,422,849,244,0,47,849,244,0,47,0,47,10,49,0,47,20,54,0,47,55,82,0,47,29,57,0,47,55,67,76,78,38,59,103,76,30,58,82,76,41,56,19,53,149,98,142,115,1210,331,799,260,411,139,24,54,44,58,54,71,20,50,46,58,67,74,30,61,21,48,16,52,14,47,15,51,25,51,23,50,0,47,4,47,0,47,0,47,8,48,0,47,0,47
17,Dunning,1383,358,537,168,362,149,0,40,362,149,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,24,51,41,48,46,65,52,63,95,73,18,42,8,39,8,41,35,48,35,46,175,81,120,62,55,48,0,40,7,39,7,40,11,41,0,40,0,40,0,40,15,45,0,40,0,40,0,40,15,44,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,846,227,460,175,0,40,460,175,0,40,0,40,0,40,0,40,0,40,0,40,15,45,12,42,6,40,35,49,22,42,7,41,0,40,9,41,27,44,102,78,53,70,26,48,73,62,73,72,386,150,149,96,237,113,11,41,21,51,11,41,8,41,8,39,12,44,27,45,9,40,63,90,0,40,17,40,11,42,0,40,0,40,0,40,0,40,29,49,0,40,10,41,0,40
18,Montclare,352,207,135,85,97,74,0,23,97,74,0,23,33,54,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,11,23,22,39,0,23,31,38,0,23,38,43,29,40,9,22,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,9,22,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,217,133,61,60,0,23,61,60,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,14,27,0,23,24,41,0,23,0,23,0,23,0,23,0,23,23,40,156,99,112,78,44,43,0,23,9,22,0,23,0,23,0,23,0,23,0,23,0,23,0,23,19,34,16,31,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23
19,Belmont Cragin,948,327,349,137,247,119,0,52,247,119,0,52,0,52,0,52,11,53,24,56,0,52,0,52,22,60,27,57,0,52,63,75,39,65,0,52,15,56,0,52,0,52,22,57,0,52,0,52,24,57,102,69,33,52,69,64,10,54,0,52,7,51,0,52,8,53,0,52,0,52,0,52,23,56,0,52,0,52,0,52,0,52,9,54,0,52,0,52,0,52,12,55,0,52,0,52,599,223,264,122,0,52,264,122,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,23,55,9,54,62,85,19,56,0,52,5,52,0,52,76,80,14,56,32,62,24,57,335,152,160,97,175,104,6,52,0,52,20,60,15,55,0,52,0,52,34,75,37,66,0,52,0,52,0,52,0,52,31,60,0,52,0,52,32,62,0,52,0,52,0,52,0,52
20,Hermosa,111,79,73,65,64,63,0,29,64,63,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,8,30,10,32,0,29,0,29,37,55,0,29,0,29,0,29,9,31,9,31,9,31,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,38,45,13,35,0,29,13,35,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,13,35,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,25,41,8,30,17,38,0,29,0,29,0,29,0,29,17,38,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
21,Avondale,1072,364,484,197,364,149,0,38,364,149,0,38,0,38,10,39,5,36,44,65,6,38,7,37,0,38,21,52,51,68,29,60,20,47,23,44,30,47,0,38,39,62,10,38,3,38,51,58,15,38,120,91,63,79,57,56,0,38,0,38,12,41,0,38,36,54,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,9,39,588,197,242,118,0,38,242,118,0,38,0,38,0,38,0,38,27,58,16,43,0,38,0,38,25,50,0,38,31,63,24,46,39,56,0,38,6,38,0,38,0,38,57,55,14,41,3,37,346,148,156,104,190,94,17,40,33,52,7,38,14,41,33,51,8,39,0,38,0,38,38,50,0,38,0,38,32,64,0,38,0,38,0,38,0,38,0,38,0,38,8,39,0,38
22,Logan Square,1934,351,830,205,583,178,0,57,583,178,0,57,0,57,31,65,0,57,28,61,0,57,0,57,0,57,0,57,0,57,14,58,19,59,39,73,0,57,9,58,80,77,89,81,21,60,57,76,196,95,247,109,62,63,185,103,2,56,19,64,7,57,9,58,12,56,9,58,9,58,0,57,22,67,0,57,29,67,23,67,40,74,0,57,4,57,0,57,0,57,0,57,0,57,0,57,1104,220,679,180,0,57,679,180,0,57,0,57,0,57,0,57,0,57,8,57,0,57,0,57,0,57,0,57,0,57,60,79,25,69,82,83,0,57,90,72,86,82,26,59,167,99,135,77,425,125,218,95,207,94,12,57,11,60,19,59,10,58,31,59,0,57,0,57,26,70,0,57,0,57,4,57,6,57,30,73,15,58,10,58,10,58,0,57,0,57,10,58,13,57
23,Humboldt Park,147,121,45,60,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,45,60,19,52,26,55,0,51,0,51,0,51,0,51,10,53,0,51,0,51,0,51,0,51,0,51,2,50,0,51,0,51,0,51,0,51,0,51,0,51,14,54,0,51,0,51,102,91,23,53,0,51,23,53,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,15,53,0,51,0,51,0,51,0,51,0,51,5,51,0,51,3,50,79,89,10,53,69,88,0,51,0,51,11,54,15,55,16,55,7,50,0,51,6,51,14,53,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51
24,West Town,2968,419,1442,296,898,217,0,62,898,217,0,62,0,62,0,62,0,62,0,62,1,61,19,68,0,62,19,67,3,62,39,75,94,89,44,72,28,72,13,65,116,89,148,105,80,85,132,86,162,79,544,198,202,155,342,143,88,87,37,84,0,62,61,88,9,63,14,65,12,63,11,63,38,77,26,74,11,64,0,62,0,62,0,62,0,62,6,62,0,62,23,71,0,62,6,62,1526,245,1011,198,0,62,1011,198,0,62,0,62,8,63,0,62,0,62,0,62,0,62,0,62,10,63,0,62,9,64,59,73,5,62,120,99,76,75,53,68,155,91,104,78,189,107,223,107,515,171,187,102,328,149,9,62,24,67,0,62,0,62,10,63,0,62,29,73,52,93,6,62,8,63,0,62,21,66,104,110,0,62,0,62,0,62,51,78,9,63,0,62,5,62
25,Austin,351,184,155,113,54,68,0,61,54,68,0,61,0,61,0,61,0,61,0,61,0,61,0,61,11,62,0,61,0,61,10,62,0,61,8,62,0,61,0,61,10,62,0,61,0,61,15,61,0,61,101,99,86,98,15,63,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,15,63,196,109,39,70,0,61,39,70,0,61,0,61,0,61,0,61,0,61,0,61,0,61,15,64,0,61,0,61,1,60,0,61,0,61,10,62,2,60,0,61,6,61,0,61,0,61,5,60,157,94,118,84,39,73,0,61,0,61,0,61,0,61,26,72,0,61,8,62,5,60,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61
26,West Garfield Park,18,41,18,41,17,43,0,35,17,43,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,17,43,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,1,33,1,33,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,87,59,19,42,19,42,0,38,19,42,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,9,39,10,40,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,68,53,37,42,0,38,37,42,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,20,40,17,40,31,46,7,39,24,44,12,44,7,38,0,38,0,38,0,38,0,38,0,38,0,38,5,37,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,7401,731,3895,540,2056,320,0,52,2056,320,0,52,0,52,5,51,0,52,12,54,0,52,30,68,19,54,20,52,13,55,29,53,55,71,0,52,146,115,57,60,154,80,162,107,381,169,408,148,565,194,1839,439,744,343,1095,257,158,90,128,82,91,91,83,72,39,57,49,61,34,61,24,56,103,74,12,54,126,89,61,89,0,52,11,53,33,60,0,52,91,90,0,52,33,59,19,59,3506,441,1593,318,0,52,1593,318,0,52,0,52,7,53,0,52,0,52,14,57,30,71,10,53,36,65,25,56,12,54,116,91,113,120,63,64,124,85,142,98,182,86,108,100,276,116,335,134,1913,311,1048,234,865,202,217,116,146,91,52,60,42,61,58,64,17,59,4,51,73,72,21,56,10,54,48,56,28,55,18,56,41,55,36,55,0,52,46,60,4,51,4,51,0,52
