area_id,area_name,b08105d001,b08105d001_moe,b08105d002,b08105d002_moe,b08105d003,b08105d003_moe,b08105d004,b08105d004_moe,b08105d005,b08105d005_moe,b08105d006,b08105d006_moe,b08105d007,b08105d007_moe
62,West Elsdon,117,76,63,50,14,33,40,37,0,27,0,27,0,27
63,Gage Park,159,82,49,49,24,44,86,63,0,41,0,41,0,41
64,Clearing,135,187,22,37,0,31,60,101,53,93,0,31,0,31
65,West Lawn,64,57,36,46,0,34,27,41,0,34,0,34,1,32
66,Chicago Lawn,233,199,101,90,95,121,0,49,26,60,0,49,11,50
67,West Englewood,0,48,0,48,0,48,0,48,0,48,0,48,0,48
68,Englewood,0,36,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,7,38,7,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,48,49,38,47,0,41,0,41,10,41,0,41,0,41
71,Auburn Gresham,29,57,29,57,0,46,0,46,0,46,0,46,0,46
72,Beverly,20,29,7,29,8,30,5,28,0,29,0,29,0,29
73,Washington Heights,1,30,1,30,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,62,61,40,58,0,25,0,25,10,25,12,31,0,25
75,Morgan Park,79,78,33,48,0,31,0,31,8,33,0,31,38,68
76,O'Hare,682,309,469,257,12,41,136,108,0,38,0,38,65,83
77,Edgewater,3403,464,1171,246,502,217,1263,278,239,143,172,120,56,72
