area_id,area_name,b19001d001,b19001d001_moe,b19001d002,b19001d002_moe,b19001d003,b19001d003_moe,b19001d004,b19001d004_moe,b19001d005,b19001d005_moe,b19001d006,b19001d006_moe,b19001d007,b19001d007_moe,b19001d008,b19001d008_moe,b19001d009,b19001d009_moe,b19001d010,b19001d010_moe,b19001d011,b19001d011_moe,b19001d012,b19001d012_moe,b19001d013,b19001d013_moe,b19001d014,b19001d014_moe,b19001d015,b19001d015_moe,b19001d016,b19001d016_moe,b19001d017,b19001d017_moe
23,Humboldt Park,66,58,0,51,0,51,6,51,5,49,7,50,0,51,0,51,0,51,0,51,14,53,34,57,0,51,0,51,0,51,0,51,0,51
24,West Town,1620,257,59,74,0,62,21,66,33,76,8,62,62,81,32,66,51,78,121,114,101,85,268,119,192,93,253,135,117,82,112,83,190,90
25,Austin,188,95,0,61,0,61,31,66,14,63,22,63,0,61,20,64,10,62,0,61,8,62,26,72,0,61,11,60,26,63,5,60,15,63
26,West Garfield Park,17,43,0,35,0,35,0,35,0,35,17,43,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,38,44,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,10,40,0,38,20,40,0,38,0,38,8,39,0,38
28,Near West Side,3662,348,509,145,93,70,44,72,107,69,72,61,51,63,57,59,38,53,128,76,216,104,382,156,634,175,457,164,254,108,217,104,403,163
29,North Lawndale,7,43,0,43,0,43,0,43,0,43,0,43,0,43,7,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
30,South Lawndale,5,47,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,5,47,0,48,0,48,0,48,0,48,0,48
31,Lower West Side,207,89,18,49,21,44,0,42,28,50,0,42,47,67,19,43,21,47,3,41,0,42,0,42,6,41,0,42,4,41,22,44,18,47
32,Loop,2501,442,361,233,181,229,33,42,61,69,75,73,77,59,58,52,15,36,110,118,67,72,483,208,244,139,158,102,249,134,150,115,179,86
33,Near South Side,1805,361,173,99,4,27,0,24,63,71,147,213,13,26,147,161,115,107,58,62,25,33,174,112,206,107,227,137,164,109,102,73,187,112
34,Armour Square,3457,225,820,190,596,160,333,121,175,88,132,73,115,89,234,93,101,60,59,45,173,80,190,103,198,101,156,107,80,55,79,67,16,34
35,Douglas,842,161,291,111,40,45,41,42,56,65,8,35,20,40,17,37,23,37,60,53,77,71,24,46,79,66,80,63,15,36,5,34,6,34
36,Oakland,4,17,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,4,17,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,11,19,11,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,26,47,0,43,0,43,0,43,0,43,4,43,0,43,0,43,0,43,0,43,0,43,22,47,0,43,0,43,0,43,0,43,0,43
39,Kenwood,511,147,149,94,75,80,0,31,22,37,29,45,27,41,9,31,73,75,0,31,30,50,25,39,23,36,24,37,0,31,0,31,25,37
40,Washington Park,9,28,0,27,0,27,0,27,0,27,0,27,9,28,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,1202,211,264,114,21,38,46,49,65,51,67,61,60,49,84,64,114,86,61,62,65,56,65,50,54,58,121,72,18,43,43,45,54,46
42,Woodlawn,150,73,47,59,4,35,0,36,36,47,0,36,8,37,0,36,0,36,0,36,0,36,0,36,7,37,35,51,0,36,0,36,13,37
43,South Shore,56,69,23,55,0,44,0,44,0,44,0,44,0,44,0,44,0,44,5,43,0,44,0,44,28,62,0,44,0,44,0,44,0,44
44,Chatham,11,42,0,37,11,42,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,32,52,0,37,0,37,0,37,0,37,0,37,0,37,32,52,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,14,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,14,31,0,27,0,27,0,27
49,Roseland,61,56,0,41,0,41,0,41,16,46,0,41,0,41,13,44,0,41,0,41,0,41,21,47,0,41,0,41,0,41,11,44,0,41
50,Pullman,7,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,7,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,10,27,0,25,0,25,0,25,10,27,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,25,36,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,8,27,0,29,17,38,0,29,0,29,0,29,0,29
53,West Pullman,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,169,82,20,50,3,41,0,42,0,42,0,42,20,42,32,55,11,44,0,42,5,41,0,42,10,43,11,43,26,44,24,43,7,40
57,Archer Heights,57,49,0,27,0,27,0,27,0,27,0,27,6,27,0,27,25,45,0,27,0,27,0,27,11,28,15,32,0,27,0,27,0,27
58,Brighton Park,733,136,12,43,9,44,22,47,65,74,106,63,42,48,51,50,18,44,27,48,73,68,120,72,94,54,20,47,23,47,40,53,11,44
59,McKinley Park,815,128,95,55,36,41,40,46,59,47,86,43,119,62,61,52,15,28,10,27,27,34,80,42,105,65,16,27,29,28,27,36,10,27
60,Bridgeport,3454,276,282,97,229,83,279,102,300,107,186,95,275,109,208,83,176,88,197,91,264,97,331,120,306,94,156,79,54,44,96,49,115,70
61,New City,183,62,11,49,0,47,7,47,18,49,0,47,8,48,0,47,11,46,0,47,20,50,29,45,22,49,39,56,0,47,7,47,11,49
62,West Elsdon,109,50,40,40,0,27,0,27,4,26,0,27,9,29,13,26,9,26,4,23,0,27,0,27,12,28,10,23,0,27,0,27,8,28
63,Gage Park,148,66,33,49,25,48,9,40,0,41,12,43,9,41,14,43,0,41,0,41,8,41,0,41,19,45,0,41,8,40,0,41,11,41
64,Clearing,41,50,0,31,0,31,2,30,0,31,1,30,0,31,0,31,0,31,0,31,0,31,5,30,0,31,26,52,0,31,0,31,7,31
65,West Lawn,38,48,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,29,45,0,34,0,34,0,34,9,35
66,Chicago Lawn,126,86,0,49,0,49,34,62,0,49,0,49,0,49,1,47,10,50,0,49,0,49,9,47,24,53,48,73,0,49,0,49,0,49
67,West Englewood,41,65,0,48,0,48,0,48,41,65,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
68,Englewood,3,35,3,35,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,8,39,0,38,0,38,0,38,0,38,0,38,0,38,8,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,21,41,0,41,0,41,10,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,11,41,0,41,0,41,0,41,0,41
71,Auburn Gresham,10,47,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,10,47
72,Beverly,16,32,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,5,28,0,29,11,33,0,29,0,29,0,29,0,29
73,Washington Heights,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,17,34,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,17,34,0,25,0,25,0,25
75,Morgan Park,57,69,0,31,0,31,0,31,0,31,0,31,0,31,38,68,0,31,0,31,0,31,0,31,14,36,5,31,0,31,0,31,0,31
76,O'Hare,485,173,24,45,15,41,33,60,54,66,61,74,0,38,0,38,38,71,36,69,20,41,49,65,52,54,97,95,0,38,6,38,0,38
77,Edgewater,2952,368,561,172,142,95,181,117,144,101,273,141,81,67,98,68,96,91,75,86,82,67,384,149,355,145,212,115,85,75,154,102,29,54
