area_id,area_name,b13002c001,b13002c001_moe,b13002c002,b13002c002_moe,b13002c003,b13002c003_moe,b13002c004,b13002c004_moe,b13002c005,b13002c005_moe,b13002c006,b13002c006_moe,b13002c007,b13002c007_moe
46,South Chicago,0,37,0,37,0,37,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,0,25,0,25,0,25,0,25,0,25,0,25,0,25
52,East Side,15,34,0,29,0,29,0,29,15,34,0,29,15,34
53,West Pullman,5,38,0,39,0,39,0,39,5,38,5,38,0,39
54,Riverdale,3,13,0,16,0,16,0,16,3,13,0,16,3,13
55,Hegewisch,10,20,0,19,0,19,0,19,10,20,0,19,10,20
56,Garfield Ridge,0,42,0,42,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,34,43,7,27,0,27,7,27,27,44,14,31,13,31
58,Brighton Park,34,57,0,43,0,43,0,43,34,57,0,43,34,57
59,McKinley Park,83,63,0,25,0,25,0,25,83,63,16,34,67,58
60,Bridgeport,78,121,0,37,0,37,0,37,78,121,0,37,78,121
61,New City,116,122,0,47,0,47,0,47,116,122,22,52,94,117
62,West Elsdon,8,27,0,27,0,27,0,27,8,27,8,27,0,27
63,Gage Park,53,71,0,41,0,41,0,41,53,71,19,45,34,52
64,Clearing,30,45,0,31,0,31,0,31,30,45,19,46,11,30
65,West Lawn,61,62,11,34,11,34,0,34,50,62,50,62,0,34
66,Chicago Lawn,35,60,0,49,0,49,0,49,35,60,22,50,13,51
67,West Englewood,9,49,0,48,0,48,0,48,9,49,0,48,9,49
68,Englewood,6,36,0,36,0,36,0,36,6,36,0,36,6,36
69,Greater Grand Crossing,35,40,0,38,0,38,0,38,35,40,0,38,35,40
70,Ashburn,44,73,0,41,0,41,0,41,44,73,22,48,22,49
71,Auburn Gresham,53,82,0,46,0,46,0,46,53,82,0,46,53,82
72,Beverly,5,29,0,29,0,29,0,29,5,29,5,29,0,29
73,Washington Heights,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,46,64,0,38,0,38,0,38,46,64,0,38,46,64
77,Edgewater,39,61,13,51,13,51,0,48,26,51,0,48,26,51
