area_id,area_name,b17020c001,b17020c001_moe,b17020c002,b17020c002_moe,b17020c003,b17020c003_moe,b17020c004,b17020c004_moe,b17020c005,b17020c005_moe,b17020c006,b17020c006_moe,b17020c007,b17020c007_moe,b17020c008,b17020c008_moe,b17020c009,b17020c009_moe,b17020c010,b17020c010_moe,b17020c011,b17020c011_moe,b17020c012,b17020c012_moe,b17020c013,b17020c013_moe,b17020c014,b17020c014_moe,b17020c015,b17020c015_moe,b17020c016,b17020c016_moe,b17020c017,b17020c017_moe
58,Brighton Park,109,91,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,109,91,4,43,0,43,9,44,4,43,92,82,0,43,0,43
59,McKinley Park,250,195,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,250,195,51,50,0,25,80,114,18,40,101,75,0,25,0,25
60,Bridgeport,226,180,93,92,0,37,0,37,38,63,0,37,15,43,40,50,0,37,133,159,0,37,0,37,0,37,44,73,89,102,0,37,0,37
61,New City,309,244,17,52,0,47,0,47,0,47,0,47,17,52,0,47,0,47,292,243,0,47,0,47,21,51,39,67,232,214,0,47,0,47
62,West Elsdon,18,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,18,29,0,27,0,27,0,27,0,27,18,29,0,27,0,27
63,Gage Park,129,152,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,129,152,16,45,0,41,0,41,29,62,84,103,0,41,0,41
64,Clearing,93,155,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,93,155,0,31,0,31,0,31,0,31,77,125,16,41,0,31
65,West Lawn,353,287,40,69,11,36,0,34,20,44,0,34,9,35,0,34,0,34,313,280,50,63,0,34,25,51,83,97,131,121,24,50,0,34
66,Chicago Lawn,118,129,83,116,24,60,0,49,12,49,12,50,35,58,0,49,0,49,35,58,0,49,0,49,0,49,0,49,35,58,0,49,0,49
67,West Englewood,21,51,9,49,0,48,0,48,0,48,0,48,9,49,0,48,0,48,12,50,0,48,0,48,0,48,0,48,0,48,0,48,12,50
68,Englewood,79,80,67,78,0,36,0,36,0,36,0,36,49,74,18,45,0,36,12,41,0,36,0,36,0,36,0,36,12,41,0,36,0,36
69,Greater Grand Crossing,211,107,155,86,0,38,0,38,0,38,0,38,155,86,0,38,0,38,56,75,0,38,0,38,0,38,0,38,56,75,0,38,0,38
70,Ashburn,152,183,118,171,0,41,0,41,23,50,22,49,73,110,0,41,0,41,34,64,0,41,0,41,0,41,0,41,34,64,0,41,0,41
71,Auburn Gresham,53,82,43,82,0,46,0,46,0,46,0,46,43,82,0,46,0,46,10,46,0,46,0,46,0,46,0,46,10,46,0,46,0,46
72,Beverly,24,30,12,29,0,29,0,29,0,29,0,29,7,30,5,28,0,29,12,30,0,29,7,30,0,29,0,29,5,29,0,29,0,29
73,Washington Heights,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,18,37,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,18,37,0,25,0,25,0,25,0,25,18,37,0,25,0,25
75,Morgan Park,51,42,9,33,0,31,0,31,0,31,0,31,0,31,9,33,0,31,42,40,0,31,0,31,0,31,0,31,42,40,0,31,0,31
76,O'Hare,46,64,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,46,64,0,38,0,38,0,38,0,38,46,64,0,38,0,38
77,Edgewater,149,131,7,48,0,48,0,48,0,48,0,48,7,48,0,48,0,48,142,131,0,48,0,48,0,48,25,62,100,99,17,54,0,48
