area_id,area_name,b16005d001,b16005d001_moe,b16005d002,b16005d002_moe,b16005d003,b16005d003_moe,b16005d004,b16005d004_moe,b16005d005,b16005d005_moe,b16005d006,b16005d006_moe,b16005d007,b16005d007_moe,b16005d008,b16005d008_moe,b16005d009,b16005d009_moe,b16005d010,b16005d010_moe,b16005d011,b16005d011_moe
31,Lower West Side,390,162,264,139,164,108,100,75,97,75,3,40,126,75,40,45,86,74,41,54,45,55
32,Loop,4263,660,1452,411,827,314,625,256,396,175,229,202,2811,523,425,239,2386,474,1446,365,940,290
33,Near South Side,3352,613,1105,299,602,236,503,197,490,195,13,24,2247,550,183,111,2064,531,1269,431,795,310
34,Armour Square,8802,718,2237,434,589,246,1648,374,1351,361,297,112,6565,605,151,89,6414,609,754,211,5660,572
35,Douglas,2209,470,247,111,99,63,148,88,146,88,2,33,1962,446,98,80,1864,439,950,320,914,294
36,Oakland,57,65,0,19,0,19,0,19,0,19,0,19,57,65,16,30,41,59,22,31,19,35
37,Fuller Park,11,19,0,16,0,16,0,16,0,16,0,16,11,19,0,16,11,19,0,16,11,19
38,Grand Boulevard,68,64,27,49,18,50,9,42,9,42,0,43,41,53,18,47,23,49,8,43,15,44
39,Kenwood,1027,291,237,157,153,107,84,76,84,76,0,31,790,226,57,55,733,224,489,193,244,111
40,Washington Park,9,28,0,27,0,27,0,27,0,27,0,27,9,28,0,27,9,28,0,27,9,28
41,Hyde Park,2747,426,855,224,443,163,412,130,401,129,11,40,1892,335,267,113,1625,317,931,208,694,218
42,Woodlawn,591,162,236,97,18,37,218,96,218,96,0,36,355,129,86,65,269,104,219,92,50,50
43,South Shore,85,77,39,56,5,43,34,57,34,57,0,44,46,67,0,44,46,67,28,62,18,51
44,Chatham,23,42,1,35,1,35,0,37,0,37,0,37,22,43,11,38,11,42,0,37,11,42
45,Avalon Park,34,42,13,25,13,25,0,19,0,19,0,19,21,37,0,19,21,37,0,19,21,37
46,South Chicago,86,102,61,95,61,95,0,37,0,37,0,37,25,53,0,37,25,53,10,38,15,43
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,14,31,0,27,0,27,0,27,0,27,0,27,14,31,0,27,14,31,14,31,0,27
49,Roseland,200,134,68,66,15,45,53,64,53,64,0,41,132,92,18,44,114,89,56,66,58,72
50,Pullman,32,43,7,20,7,20,0,19,0,19,0,19,25,38,0,19,25,38,6,18,19,38
51,South Deering,49,58,0,25,0,25,0,25,0,25,0,25,49,58,49,58,0,25,0,25,0,25
52,East Side,101,109,46,59,12,33,34,57,34,57,0,29,55,64,0,29,55,64,8,27,47,59
53,West Pullman,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,34,57,0,19,0,19,0,19,0,19,0,19,34,57,17,31,17,30,0,19,17,30
56,Garfield Ridge,616,305,184,120,47,56,137,103,119,96,18,42,432,233,65,68,367,203,247,152,120,90
57,Archer Heights,212,178,149,159,26,41,123,156,109,155,14,31,63,55,0,27,63,55,17,27,46,45
58,Brighton Park,2625,484,699,208,119,93,580,180,456,161,124,78,1926,359,48,62,1878,354,518,156,1360,306
59,McKinley Park,2498,400,619,164,81,57,538,158,431,144,107,68,1879,327,50,40,1829,323,319,115,1510,292
60,Bridgeport,10457,963,2607,415,236,94,2371,401,1980,385,391,125,7850,764,276,116,7574,741,1479,294,6095,653
61,New City,519,137,167,83,63,63,104,66,53,57,51,74,352,87,33,53,319,86,119,79,200,95
62,West Elsdon,283,148,54,62,46,62,8,28,8,28,0,27,229,118,19,36,210,114,74,53,136,71
63,Gage Park,457,231,188,154,170,152,18,43,10,41,8,41,269,148,50,62,219,141,73,88,146,108
64,Clearing,186,231,23,35,8,32,15,35,15,35,0,31,163,229,0,31,163,229,124,185,39,55
65,West Lawn,95,88,17,40,0,34,17,40,17,40,0,34,78,85,9,35,69,83,38,49,31,46
66,Chicago Lawn,413,290,23,57,18,49,5,50,5,50,0,49,390,283,5,47,385,282,195,172,190,139
67,West Englewood,41,65,0,48,0,48,0,48,0,48,0,48,41,65,26,61,15,52,15,52,0,48
68,Englewood,21,40,3,35,0,36,3,35,3,35,0,36,18,38,2,35,16,37,0,36,16,37
69,Greater Grand Crossing,25,50,6,38,0,38,6,38,6,38,0,38,19,44,0,38,19,44,15,44,4,37
70,Ashburn,110,88,27,46,27,46,0,41,0,41,0,41,83,83,11,41,72,77,30,49,42,51
71,Auburn Gresham,67,109,10,48,10,48,0,46,0,46,0,46,57,93,0,46,57,93,21,56,36,65
72,Beverly,61,59,7,29,7,29,0,29,0,29,0,29,54,50,38,47,16,32,11,33,5,28
73,Washington Heights,2,30,0,33,0,33,0,33,0,33,0,33,2,30,1,30,1,29,0,33,1,29
74,Mount Greenwood,152,147,64,60,42,55,22,30,22,30,0,25,88,94,0,25,88,94,40,58,48,47
75,Morgan Park,124,91,36,50,36,50,0,31,0,31,0,31,88,79,0,31,88,79,88,79,0,31
76,O'Hare,1075,399,176,161,70,72,106,148,106,148,0,38,899,346,11,41,888,346,394,202,494,283
77,Edgewater,6686,916,1453,335,697,205,756,269,632,225,124,100,5233,823,1025,467,4208,703,2365,505,1843,426
