area_id,area_name,b01001c001,b01001c001_moe,b01001c002,b01001c002_moe,b01001c003,b01001c003_moe,b01001c004,b01001c004_moe,b01001c005,b01001c005_moe,b01001c006,b01001c006_moe,b01001c007,b01001c007_moe,b01001c008,b01001c008_moe,b01001c009,b01001c009_moe,b01001c010,b01001c010_moe,b01001c011,b01001c011_moe,b01001c012,b01001c012_moe,b01001c013,b01001c013_moe,b01001c014,b01001c014_moe,b01001c015,b01001c015_moe,b01001c016,b01001c016_moe,b01001c017,b01001c017_moe,b01001c018,b01001c018_moe,b01001c019,b01001c019_moe,b01001c020,b01001c020_moe,b01001c021,b01001c021_moe,b01001c022,b01001c022_moe,b01001c023,b01001c023_moe,b01001c024,b01001c024_moe,b01001c025,b01001c025_moe,b01001c026,b01001c026_moe,b01001c027,b01001c027_moe,b01001c028,b01001c028_moe,b01001c029,b01001c029_moe,b01001c030,b01001c030_moe,b01001c031,b01001c031_moe
13,North Park,42,48,30,41,0,27,0,27,0,27,0,27,0,27,15,33,15,34,0,27,0,27,0,27,0,27,0,27,0,27,0,27,12,22,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,12,22,0,27,0,27,0,27,0,27
14,Albany Park,123,111,71,65,0,45,0,45,0,45,0,45,0,45,0,45,0,45,22,48,11,45,10,45,28,51,0,45,0,45,0,45,52,73,0,45,10,45,0,45,0,45,0,45,0,45,0,45,10,45,0,45,0,45,0,45,14,47,0,45,18,51
15,Portage Park,175,179,95,111,0,47,14,50,0,47,0,47,0,47,16,52,18,53,10,47,0,47,37,55,0,47,0,47,0,47,0,47,80,85,6,47,14,50,0,47,0,47,0,47,15,51,0,47,10,47,10,49,13,49,12,49,0,47,0,47,0,47
16,Irving Park,150,134,75,85,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,1,46,32,56,42,79,0,47,0,47,0,47,75,88,0,47,14,51,0,47,0,47,0,47,0,47,0,47,0,47,49,84,0,47,0,47,12,50,0,47,0,47
17,Dunning,86,97,71,80,0,40,0,40,0,40,0,40,0,40,49,75,0,40,0,40,6,40,6,40,10,47,0,40,0,40,0,40,15,44,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,15,44,0,40,0,40,0,40,0,40
18,Montclare,42,54,1,16,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,1,16,0,23,0,23,0,23,0,23,41,53,0,23,8,20,33,54,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23
19,Belmont Cragin,171,165,80,84,6,52,0,52,26,65,6,51,0,52,0,52,0,52,0,52,35,53,7,52,0,52,0,52,0,52,0,52,91,107,0,52,12,54,0,52,38,66,0,52,0,52,0,52,0,52,21,57,12,54,0,52,8,53,0,52,0,52
20,Hermosa,33,49,11,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,11,33,0,29,0,29,0,29,22,37,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,12,34,10,33,0,29,0,29,0,29
21,Avondale,285,278,100,115,0,38,0,38,0,38,0,38,0,38,30,61,0,38,45,73,0,38,25,55,0,38,0,38,0,38,0,38,185,186,0,38,32,54,0,38,0,38,0,38,58,101,0,38,9,40,0,38,62,71,9,40,9,39,0,38,6,38
22,Logan Square,136,114,85,83,0,57,5,57,0,57,0,57,0,57,0,57,0,57,12,59,6,57,34,67,28,73,0,57,0,57,0,57,51,71,12,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,0,57,11,57,28,71,0,57,0,57,0,57
23,Humboldt Park,168,159,114,111,0,51,0,51,0,51,0,51,0,51,0,51,31,70,0,51,47,72,3,49,20,56,0,51,13,53,0,51,54,74,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,25,60,29,68,0,51,0,51
24,West Town,231,109,108,81,0,62,0,62,0,62,0,62,0,62,16,66,18,64,25,67,25,66,24,67,0,62,0,62,0,62,0,62,123,92,0,62,0,62,6,62,8,63,9,63,8,63,28,69,0,62,8,63,15,62,31,73,7,63,3,62,0,62
25,Austin,142,152,83,120,13,64,0,61,15,65,0,61,0,61,22,69,0,61,0,61,25,73,8,62,0,61,0,61,0,61,0,61,59,73,0,61,0,61,0,61,13,64,0,61,14,64,0,61,26,67,0,61,0,61,6,60,0,61,0,61,0,61
26,West Garfield Park,14,45,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,14,45,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,14,45,0,35,0,35,0,35
27,East Garfield Park,13,43,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,13,43,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,13,43,0,38,0,38,0,38,0,38,0,38
28,Near West Side,161,112,96,90,0,52,4,51,8,52,0,52,0,52,0,52,0,52,18,55,41,75,25,65,0,52,0,52,0,52,0,52,65,63,5,51,4,51,0,52,0,52,20,55,0,52,0,52,19,54,10,55,7,52,0,52,0,52,0,52,0,52
29,North Lawndale,21,52,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,21,52,0,43,0,43,0,43,0,43,0,43,18,51,0,43,0,43,0,43,0,43,0,43,3,42,0,43,0,43
30,South Lawndale,318,177,159,97,19,51,0,48,26,52,0,48,0,48,13,51,10,49,18,50,23,49,5,47,16,50,10,49,14,49,5,47,159,99,6,48,23,49,23,51,9,49,0,48,8,48,0,48,17,51,34,52,15,49,0,48,19,47,5,47,0,48
31,Lower West Side,113,74,79,60,13,42,0,42,13,41,0,42,13,41,0,42,0,42,7,42,13,41,0,42,9,42,0,42,11,44,0,42,34,41,0,42,0,42,0,42,0,42,0,42,0,42,3,41,0,42,16,42,5,40,0,42,0,42,10,43,0,42
32,Loop,34,37,17,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,10,30,0,30,7,30,0,30,0,30,0,30,0,30,17,37,0,30,0,30,0,30,0,30,0,30,17,37,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30
33,Near South Side,53,62,40,48,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,15,29,25,41,0,24,0,24,0,24,0,24,13,27,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,13,27,0,24,0,24,0,24
34,Armour Square,5,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,5,26,0,27,0,27,0,27,0,27,0,27,0,27,5,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27
35,Douglas,22,38,13,35,0,35,0,35,0,35,0,35,6,35,0,35,7,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,9,38,0,35,0,35,0,35,0,35,9,38,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
36,Oakland,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,14,45,1,41,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,1,41,0,43,0,43,0,43,0,43,13,46,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,13,46,0,43,0,43
39,Kenwood,73,63,22,37,9,33,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,13,35,0,31,51,60,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,24,46,27,46,0,31
40,Washington Park,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,93,75,52,56,0,38,0,38,0,38,20,45,0,38,0,38,4,37,0,38,28,51,0,38,0,38,0,38,0,38,0,38,41,49,0,38,0,38,0,38,9,39,0,38,9,37,0,38,0,38,0,38,10,39,0,38,13,43,0,38,0,38
42,Woodlawn,60,57,32,47,0,36,0,36,0,36,0,36,0,36,10,37,0,36,0,36,14,41,0,36,8,37,0,36,0,36,0,36,28,42,0,36,0,36,7,36,0,36,0,36,0,36,0,36,0,36,0,36,14,40,7,37,0,36,0,36,0,36
43,South Shore,108,86,45,65,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,21,51,24,60,0,44,0,44,0,44,63,72,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,32,64,31,54,0,44,0,44,0,44
44,Chatham,28,43,16,42,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,16,42,0,37,0,37,0,37,0,37,0,37,12,38,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,12,38,0,37,0,37,0,37
45,Avalon Park,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
47,Burnside,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,9,29,4,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,4,26,0,27,5,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,5,26,0,27
49,Roseland,20,54,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,20,54,0,41,20,54,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,17,35,7,25,0,25,0,25,0,25,0,25,0,25,0,25,7,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,10,27,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,10,27,0,25,0,25,0,25,0,25
52,East Side,80,67,36,51,0,29,0,29,0,29,0,29,0,29,0,29,0,29,12,31,0,29,24,47,0,29,0,29,0,29,0,29,44,45,0,29,0,29,0,29,7,33,0,29,0,29,8,30,0,29,0,29,0,29,29,42,0,29,0,29,0,29
53,West Pullman,27,47,13,42,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,13,42,0,39,0,39,14,45,0,39,0,39,9,41,0,39,0,39,0,39,5,38,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,3,13,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,3,13,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,3,13,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,45,45,10,20,0,19,0,19,0,19,0,19,10,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,35,34,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,10,20,8,21,17,29,0,19,0,19,0,19
56,Garfield Ridge,17,45,17,45,0,42,0,42,0,42,0,42,0,42,0,42,4,41,0,42,0,42,0,42,13,45,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,91,78,41,46,10,28,0,27,0,27,0,27,0,27,17,34,0,27,0,27,14,31,0,27,0,27,0,27,0,27,0,27,50,44,8,28,0,27,0,27,13,31,0,27,7,27,0,27,0,27,14,31,0,27,0,27,8,28,0,27,0,27
58,Brighton Park,109,91,54,53,4,43,5,43,0,43,0,43,0,43,0,43,0,43,5,43,12,46,11,43,17,45,0,43,0,43,0,43,55,62,0,43,4,43,4,43,0,43,0,43,12,45,0,43,9,43,0,43,13,45,13,46,0,43,0,43,0,43
59,McKinley Park,250,195,127,103,51,50,18,36,27,38,9,28,0,25,0,25,0,25,17,36,0,25,0,25,5,23,0,25,0,25,0,25,123,100,0,25,17,36,18,35,9,27,0,25,0,25,29,34,24,36,0,25,26,32,0,25,0,25,0,25,0,25
60,Bridgeport,226,180,112,81,0,37,0,37,17,42,0,37,23,52,0,37,0,37,14,41,18,45,0,37,0,37,40,50,0,37,0,37,114,126,0,37,0,37,21,46,44,73,0,37,0,37,0,37,0,37,34,64,0,37,15,43,0,37,0,37,0,37
61,New City,309,244,181,146,0,47,15,51,20,51,14,51,0,47,26,59,9,48,0,47,24,59,37,55,36,64,0,47,0,47,0,47,128,125,0,47,0,47,0,47,11,49,22,56,32,59,0,47,8,47,21,55,34,52,0,47,0,47,0,47,0,47
62,West Elsdon,18,29,10,30,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,10,30,0,27,0,27,0,27,0,27,0,27,8,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,8,27,0,27,0,27,0,27,0,27,0,27,0,27
63,Gage Park,129,152,76,109,16,45,0,41,14,44,15,45,0,41,0,41,0,41,0,41,0,41,31,49,0,41,0,41,0,41,0,41,53,71,0,41,0,41,0,41,0,41,0,41,23,49,0,41,14,44,0,41,16,45,0,41,0,41,0,41,0,41
64,Clearing,93,155,47,90,0,31,0,31,0,31,0,31,0,31,0,31,0,31,31,62,0,31,16,41,0,31,0,31,0,31,0,31,46,73,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,6,31,24,45,0,31,16,41,0,31,0,31
65,West Lawn,353,287,209,167,23,37,35,53,0,34,72,97,0,34,0,34,0,34,11,35,34,63,34,46,0,34,0,34,0,34,0,34,144,152,38,54,10,35,11,35,0,34,0,34,0,34,0,34,52,62,9,35,0,34,0,34,24,50,0,34,0,34
66,Chicago Lawn,118,129,59,76,12,50,0,49,12,50,0,49,0,49,0,49,3,49,0,49,0,49,22,48,10,49,0,49,0,49,0,49,59,78,12,50,0,49,12,49,0,49,0,49,0,49,13,51,11,49,0,49,11,50,0,49,0,49,0,49,0,49
67,West Englewood,21,51,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,21,51,0,48,0,48,0,48,0,48,0,48,0,48,0,48,9,49,0,48,0,48,0,48,0,48,12,50,0,48
68,Englewood,79,80,26,44,0,36,0,36,0,36,0,36,0,36,6,36,0,36,0,36,0,36,20,44,0,36,0,36,0,36,0,36,53,58,0,36,0,36,0,36,0,36,0,36,0,36,0,36,6,36,0,36,29,52,0,36,18,45,0,36,0,36
69,Greater Grand Crossing,211,107,127,75,0,38,0,38,0,38,0,38,35,42,92,62,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,84,75,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,35,40,49,75,0,38,0,38,0,38
70,Ashburn,152,183,96,118,0,41,0,41,23,50,0,41,0,41,28,55,10,40,0,41,12,42,23,49,0,41,0,41,0,41,0,41,56,77,0,41,0,41,0,41,22,49,0,41,0,41,0,41,0,41,0,41,22,48,12,42,0,41,0,41,0,41
71,Auburn Gresham,53,82,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,53,82,0,46,0,46,0,46,0,46,0,46,0,46,10,46,0,46,43,82,0,46,0,46,0,46,0,46,0,46
72,Beverly,24,30,14,31,0,29,7,30,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,7,30,0,29,0,29,0,29,10,28,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,5,29,0,29,5,28,0,29,0,29
73,Washington Heights,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,18,37,18,37,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,18,37,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,51,42,51,42,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,42,40,0,31,9,33,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,46,64,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,46,64,0,38,0,38,0,38,0,38,0,38,0,38,0,38,30,60,0,38,16,46,0,38,0,38,0,38,0,38
77,Edgewater,149,131,55,77,0,48,0,48,0,48,0,48,0,48,15,53,27,63,0,48,0,48,13,51,0,48,0,48,0,48,0,48,94,90,0,48,0,48,12,51,13,51,0,48,7,48,0,48,0,48,19,51,0,48,26,64,17,54,0,48,0,48
